Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																							
Дата голосования: 07.12.2003 0:00:00																							
																							
Наименование Избирательной комиссии:    Арбажская																							
																							
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																							
																							
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16					
1	"Число избирателей, внесенных в списки"	7545	1685	1551	107	182	203	422	197	350	173	355	298	117	857	408	226	414					
2	"Число бюллетеней, полученных участковыми комиссиями"	7488	1671	1545	106	184	202	414	200	348	169	341	294	119	869	392	238	396					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	4563	1023	1010	56	121	136	242	128	202	113	228	152	85	495	218	130	224					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	663	114	58	23	22	15	51	19	29	22	28	58	4	75	67	30	48					
6	Число погашенных бюллетеней	2262	534	477	27	41	51	121	53	117	34	85	84	30	299	107	78	124					
7	Число бюллетеней в переносных ящиках для голосования	663	114	58	23	22	15	51	19	29	22	28	58	4	75	67	30	48					
8	Число бюллетеней в стационарных ящиках для голосования	4562	1023	1010	56	121	136	242	128	202	113	228	152	85	494	218	130	224					
9	Число недействительных бюллетеней	98	14	7	2	4	8	4	5	5	3	0	1	2	20	12	3	8					
10	Число действительных бюллетеней	5127	1123	1061	77	139	143	289	142	226	132	256	209	87	549	273	157	264					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	94	9	18	4	4	2	6	4	6	4	5	5	4	9	4	4	6					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	55	9	18	2	1	0	2	2	4	4	1	2	0	8	0	1	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	33	8	3	1	0	2	1	1	3	5	0	1	0	5	1	0	2					
14	Число погашенных открепительных удостоверений	39	0	0	2	3	2	4	2	2	0	4	3	4	1	4	3	5					
15	Число открепительных удостоверений выданных ТИК	6	1	2	0	0	0	0	0	0	0	0	2	0	1	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																							
18	"1. ""ЕДИНЕНИЕ"""	42	7	8	0	2	3	1	4	1	6	0	0	0	6	1	0	3					
