Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																
Дата голосования: 04.12.2011																																																																
																																																																
Наименование Избирательной комиссии:    Магаданская городская																																																																
																																																																
Сводная таблица предварительных итогов голосования																																																																
																																																																
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №100	УИК №101	УИК №102	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113					
1	"Число избирателей, внесенных в список избирателей"	77954	2889	2869	2551	2982	1219	840	780	2680	2577	2603	2717	2777	2925	1147	1768	2505	2600	2864	2916	2622	1797	914	2953	2727	2109	659	2099	2805	2876	2675	855	952	1052	369	1003	956	2602	315	264	130	43	43	43	43	115	107	94	90	90	77	77	32	32	27	29	53	16					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	77383	2690	2900	2550	2990	1210	820	720	2680	2600	2600	2700	2780	2900	1145	1770	2540	2590	2880	2900	2650	1700	872	2990	2740	2100	640	2000	2800	2800	2590	855	930	1000	370	1000	950	2590	280	420	130	43	43	43	43	115	107	94	90	90	77	77	32	32	27	29	53	16					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	39554	1549	1366	1298	1432	691	306	303	1312	1260	1223	1478	1331	1564	521	1051	1310	1280	1497	1523	1372	926	340	1448	1509	985	210	1028	1411	1312	1245	401	389	700	136	597	510	1325	136	144	130	43	43	43	43	115	107	94	90	90	77	77	32	32	27	29	47	16					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1626	74	52	52	43	19	31	58	35	32	61	23	22	26	5	11	19	39	39	15	60	53	35	20	32	14	48	26	31	142	21	4	40	30	80	38	42	16	144	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
6	Число погашенных избирательных бюллетеней	36190	1067	1482	1200	1515	500	483	359	1333	1308	1316	1199	1427	1310	619	708	1211	1271	1344	1362	1218	708	497	1522	1199	1101	382	946	1358	1346	1324	450	501	270	154	365	398	1249	0	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1639	74	52	52	43	19	31	58	35	32	61	23	22	26	5	11	19	39	39	15	60	66	35	20	32	14	48	26	31	142	21	4	40	30	80	38	42	16	144	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	39467	1544	1366	1298	1432	691	306	303	1305	1260	1223	1471	1326	1562	521	1051	1291	1280	1497	1523	1372	926	340	1447	1509	985	210	1027	1408	1312	1212	401	389	700	136	593	510	1325	136	144	130	43	43	43	43	115	107	94	90	90	77	77	32	32	27	29	47	16					
9	Число недействительных избирательных бюллетеней	500	17	14	16	15	6	6	1	15	16	20	18	12	22	2	30	15	8	15	19	11	10	3	21	21	7	3	23	16	30	15	7	1	8	4	5	17	21	7	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
10	Число действительных избирательных бюллетеней	40606	1601	1404	1334	1460	704	331	360	1325	1276	1264	1476	1336	1566	524	1032	1295	1311	1521	1519	1421	982	372	1446	1520	992	255	1030	1423	1424	1218	398	428	722	212	626	535	1320	273	235	130	43	43	43	43	115	107	94	90	90	77	77	32	32	27	29	47	16					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	465	18	10	10	10	10	10	10	14	14	10	10	10	25	10	10	10	10	10	10	14	10	10	25	10	10	10	10	10	10	10	10	10	10	10	25	25	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	229	15	9	7	6	1	1	0	10	11	5	6	6	19	7	6	9	5	6	4	11	3	2	15	10	1	0	6	10	10	7	2	2	4	1	2	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	192	15	4	13	4	5	1	0	21	7	3	10	10	9	4	3	0	7	7	6	6	5	2	9	3	4	2	3	8	4	3	3	1	1	0	1	1	4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
14	Число погашенных неиспользованных открепительных удостоверений	236	3	1	3	4	9	9	10	4	3	5	4	4	6	3	4	1	5	4	6	3	7	8	10	0	9	10	4	0	0	3	8	8	6	9	23	25	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	25	2	0	1	0	0	0	1	1	1	0	0	1	4	0	2	1	0	0	1	2	0	0	2	0	1	0	1	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	4916	176	189	186	125	86	36	48	193	175	195	181	202	208	69	126	145	163	176	181	165	131	42	180	200	112	27	150	196	157	127	45	48	55	20	54	80	196	15	39	4	0	1	0	2	5	0	0	0	0	0	0	1	0	0	0	3	1					
		11.96%	10.88%	13.33%	13.78%	8.47%	12.11%	10.68%	13.30%	14.40%	13.54%	15.19%	12.12%	14.99%	13.10%	13.12%	11.86%	11.07%	12.36%	11.46%	11.77%	11.52%	13.21%	11.20%	12.27%	12.98%	11.21%	10.47%	14.25%	13.62%	10.80%	10.30%	11.11%	11.19%	7.53%	9.26%	8.56%	14.49%	14.62%	5.36%	16.39%	3.08%	0.00%	2.33%	0.00%	4.65%	4.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	3.13%	0.00%	0.00%	0.00%	6.38%	6.25%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	7125	280	232	240	267	116	53	76	198	237	221	249	282	269	107	188	216	121	312	278	185	180	86	284	315	229	46	185	263	291	220	73	75	146	46	102	88	243	26	42	5	6	3	4	5	0	3	3	2	3	1	1	0	0	0	1	17	4					
		17.33%	17.31%	16.36%	17.78%	18.10%	16.34%	15.73%	21.05%	14.78%	18.34%	17.21%	16.67%	20.92%	16.94%	20.34%	17.70%	16.49%	9.17%	20.31%	18.08%	12.92%	18.15%	22.93%	19.36%	20.44%	22.92%	17.83%	17.57%	18.28%	20.01%	17.84%	18.02%	17.48%	20.00%	21.30%	16.16%	15.94%	18.12%	9.29%	17.65%	3.85%	13.95%	6.98%	9.30%	11.63%	0.00%	2.80%	3.19%	2.22%	3.33%	1.30%	1.30%	0.00%	0.00%	0.00%	3.45%	36.17%	25.00%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	703	23	18	35	22	7	7	7	23	22	23	18	19	27	7	19	23	23	26	20	38	16	8	31	27	20	4	28	31	19	23	6	2	11	7	7	10	37	3	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		1.71%	1.42%	1.27%	2.59%	1.49%	0.99%	2.08%	1.94%	1.72%	1.70%	1.79%	1.20%	1.41%	1.70%	1.33%	1.79%	1.76%	1.74%	1.69%	1.30%	2.65%	1.61%	2.13%	2.11%	1.75%	2.00%	1.55%	2.66%	2.15%	1.31%	1.87%	1.48%	0.47%	1.51%	3.24%	1.11%	1.81%	2.76%	1.07%	1.68%	0.77%	2.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	10639	499	470	404	387	218	63	126	345	383	333	439	353	493	144	273	384	172	412	431	340	308	106	413	361	292	62	256	463	430	352	142	99	118	41	73	78	252	15	76	1	3	0	1	1	2	3	2	2	1	1	1	1	0	1	1	8	4					
		25.88%	30.84%	33.15%	29.93%	26.24%	30.70%	18.69%	34.90%	25.75%	29.64%	25.93%	29.38%	26.19%	31.05%	27.38%	25.71%	29.31%	13.04%	26.82%	28.02%	23.74%	31.05%	28.27%	28.15%	23.43%	29.23%	24.03%	24.31%	32.18%	29.57%	28.55%	35.06%	23.08%	16.16%	18.98%	11.57%	14.13%	18.79%	5.36%	31.93%	0.77%	6.98%	0.00%	2.33%	2.33%	1.74%	2.80%	2.13%	2.22%	1.11%	1.30%	1.30%	3.13%	0.00%	3.70%	3.45%	17.02%	25.00%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1688	118	64	85	46	43	15	7	97	68	48	87	64	92	18	36	81	50	56	49	58	47	8	38	66	27	7	33	55	67	37	8	17	15	5	8	9	43	9	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		4.11%	7.29%	4.51%	6.30%	3.12%	6.06%	4.45%	1.94%	7.24%	5.26%	3.74%	5.82%	4.75%	5.79%	3.42%	3.39%	6.18%	3.79%	3.65%	3.19%	4.05%	4.74%	2.13%	2.59%	4.28%	2.70%	2.71%	3.13%	3.82%	4.61%	3.00%	1.98%	3.96%	2.05%	2.31%	1.27%	1.63%	3.21%	3.21%	1.68%	2.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	15130	485	418	367	608	223	156	92	451	379	436	489	395	448	174	378	431	773	516	545	622	290	119	493	537	308	106	363	405	437	451	121	185	369	91	378	267	535	202	67	116	33	39	38	35	108	101	89	86	86	75	75	30	32	26	27	17	7					
		36.81%	29.98%	29.48%	27.19%	41.22%	31.41%	46.29%	25.48%	33.66%	29.33%	33.96%	32.73%	29.30%	28.21%	33.08%	35.59%	32.90%	58.61%	33.59%	35.44%	43.44%	29.23%	31.73%	33.61%	34.85%	30.83%	41.09%	34.47%	28.14%	30.06%	36.58%	29.88%	43.12%	50.55%	42.13%	59.90%	48.37%	39.90%	72.14%	28.15%	89.23%	76.74%	90.70%	88.37%	81.40%	93.91%	94.39%	94.68%	95.56%	95.56%	97.40%	97.40%	93.75%	100.00%	96.30%	93.10%	36.17%	43.75%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	405	20	13	17	5	11	1	4	18	12	8	13	21	29	5	12	15	9	23	15	13	10	3	7	14	4	3	15	10	23	8	3	2	8	2	4	3	14	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0					
		0.99%	1.24%	0.92%	1.26%	0.34%	1.55%	0.30%	1.11%	1.34%	0.93%	0.62%	0.87%	1.56%	1.83%	0.95%	1.13%	1.15%	0.68%	1.50%	0.98%	0.91%	1.01%	0.80%	0.48%	0.91%	0.40%	1.16%	1.42%	0.69%	1.58%	0.65%	0.74%	0.47%	1.10%	0.93%	0.63%	0.54%	1.04%	1.07%	1.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	4.26%	0.00%					
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
