Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																													
Дата голосования: 02.12.2007																																																													
																																																													
Наименование Избирательной комиссии:    Тетюшская																																																													
																																																													
Сводная таблица результатов выборов																																																													
																																																													
		Сумма	УИК №2622	УИК №2623	УИК №2624	УИК №2625	УИК №2626	УИК №2627	УИК №2628	УИК №2629	УИК №2630	УИК №2631	УИК №2632	УИК №2633	УИК №2634	УИК №2635	УИК №2636	УИК №2637	УИК №2638	УИК №2639	УИК №2640	УИК №2641	УИК №2642	УИК №2643	УИК №2644	УИК №2645	УИК №2646	УИК №2647	УИК №2648	УИК №2649	УИК №2650	УИК №2651	УИК №2652	УИК №2653	УИК №2654	УИК №2655	УИК №2656	УИК №2657	УИК №2658	УИК №2659	УИК №2660	УИК №2661	УИК №2662	УИК №2663	УИК №2664	УИК №2665	УИК №2666	УИК №2667	УИК №2668	УИК №2669	УИК №2670	УИК №2671	УИК №2672	УИК №2673	УИК №2674	УИК №2675					
1	"Число избирателей, внесенных в списки избирателей"	18939	1125	1032	600	659	1198	1089	1008	187	623	873	379	140	216	431	158	292	271	250	211	456	474	381	498	168	152	270	131	233	121	347	356	319	99	180	115	130	97	256	127	222	392	220	175	186	235	250	367	116	425	108	97	264	145	85					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	18350	992	1006	507	619	1122	1010	964	187	536	880	379	143	215	425	156	305	271	248	213	465	480	381	498	168	150	274	131	236	119	349	352	319	99	165	114	126	97	255	127	222	382	220	169	182	235	245	367	116	430	107	98	264	145	85					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	17136	926	932	479	563	1073	959	914	170	506	801	357	128	208	401	148	275	271	248	200	417	426	375	496	157	150	218	131	212	107	320	291	317	99	151	105	117	92	255	127	214	300	209	156	175	229	245	359	115	347	101	85	249	145	85					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1024	62	50	28	35	42	49	45	14	26	72	22	12	6	20	7	17	0	0	11	33	48	5	0	10	0	49	0	16	11	21	52	0	0	14	9	9	5	0	0	7	76	11	13	7	4	0	6	1	68	6	12	13	0	0					
6	Число погашенных избирательных бюллетеней	190	4	24	0	21	7	2	5	3	4	7	0	3	1	4	1	13	0	0	2	15	6	1	2	1	0	7	0	8	1	8	9	2	0	0	0	0	0	0	0	1	6	0	0	0	2	0	2	0	15	0	1	2	0	0					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1023	61	50	28	35	42	49	45	14	26	72	22	12	6	20	7	17	0	0	11	33	48	5	0	10	0	49	0	16	11	21	52	0	0	14	9	9	5	0	0	7	76	11	13	7	4	0	6	1	68	6	12	13	0	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	17136	926	932	479	563	1073	959	914	170	506	801	357	128	208	401	148	275	271	248	200	417	426	375	496	157	150	218	131	212	107	320	291	317	99	151	105	117	92	255	127	214	300	209	156	175	229	245	359	115	347	101	85	249	145	85					
9	Число недействительных избирательных бюллетеней	48	5	5	4	1	0	0	0	1	0	0	0	0	3	0	2	2	1	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	6	0	0	1	0	0	10	0	1	1	0	0					
10	Число действительных избирательных бюллетеней	18111	982	977	503	597	1115	1008	959	183	532	873	379	140	211	421	153	290	270	248	211	450	473	380	496	166	150	267	131	227	118	341	342	317	99	165	114	126	97	255	127	220	376	220	163	182	233	244	365	116	405	107	96	261	145	85					
