Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																				
Дата голосования: 07.12.2003 0:00:00																																																				
																																																				
"Наименование Избирательной комиссии:    Новокузнецк, Куйбышевская"																																																				
																																																				
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																				
																																																				
		Сумма	УИК №700	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735	УИК №736	УИК №1323	УИК №1324	УИК №1325	УИК №1326	УИК №1359	УИК №1360	УИК №1361	УИК №1362					
1	"Число избирателей, внесенных в списки"	66293	1357	1134	1092	2254	2197	2083	1606	1972	1399	753	674	570	1596	1512	1773	2393	2089	996	1470	2526	1109	1934	2327	1836	2892	1645	1655	2100	1906	2069	1863	1964	2692	688	564	2389	1246	1854	283	239	820	157	213	241	161					
2	"Число бюллетеней, полученных участковыми комиссиями"	55430	1000	1000	1000	2000	2000	1500	1000	1500	1000	500	500	500	1500	1000	1500	2000	2000	1000	1500	2000	1000	1500	2000	1500	2500	1500	1500	2000	1500	2000	1500	1500	2000	500	500	2000	1000	1500	260	220	780	140	180	200	150					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	29704	407	449	329	997	1178	988	667	792	517	246	277	153	877	813	792	1098	1042	555	661	1302	387	529	747	795	1028	559	488	1210	982	953	929	990	1497	116	299	1152	412	1127	183	191	472	70	156	147	145					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1868	118	0	92	14	27	109	26	42	55	14	26	78	37	30	15	42	18	6	16	24	9	61	176	62	39	8	15	18	13	16	23	25	10	70	10	217	73	45	23	0	103	33	7	23	0					
6	Число погашенных бюллетеней	23857	475	551	579	989	795	403	307	666	428	240	197	269	586	156	693	860	940	439	823	674	604	910	1077	643	1433	933	997	772	505	1031	548	485	493	314	191	631	515	328	54	29	205	37	17	30	5					
7	Число бюллетеней в переносных ящиках для голосования	1868	118	0	92	14	27	109	26	42	55	14	26	78	37	30	15	42	18	6	16	24	9	61	176	62	39	8	15	18	13	16	23	25	10	70	10	217	73	45	23	0	103	33	7	23	0					
8	Число бюллетеней в стационарных ящиках для голосования	29696	407	448	329	997	1178	988	667	792	514	246	277	153	877	813	792	1098	1042	555	661	1302	387	529	747	795	1028	559	488	1208	982	953	929	990	1497	116	299	1152	412	1125	183	191	472	70	156	147	145					
9	Число недействительных бюллетеней	401	6	7	5	6	18	12	17	13	5	2	4	0	18	9	12	18	21	15	6	20	8	2	7	13	17	10	15	5	15	0	8	10	11	6	5	8	14	15	4	0	1	4	4	3	2					
10	Число действительных бюллетеней	31163	519	441	416	1005	1187	1085	676	821	564	258	299	231	896	834	795	1122	1039	546	671	1306	388	588	916	844	1050	557	488	1221	980	969	944	1005	1496	180	304	1361	471	1155	202	191	574	99	159	167	143					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	820	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	10	10	10	10	10	10	10	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	128	0	0	0	10	8	2	1	4	0	0	0	0	4	8	5	5	4	2	6	5	0	0	0	3	1	1	0	4	5	17	1	12	16	0	0	0	0	2	0	2	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	176	3	2	5	5	2	22	0	4	0	5	3	1	2	8	6	3	6	2	1	14	2	4	0	5	3	3	2	6	1	2	2	4	9	1	1	5	3	9	4	2	4	2	6	2	0					
14	Число погашенных открепительных удостоверений	692	20	20	20	10	12	18	19	16	20	20	20	20	16	12	15	15	16	18	14	15	20	20	20	17	19	19	20	16	15	3	19	8	4	20	20	20	20	8	10	8	10	10	10	10	10					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																				
18	"1. ""ЕДИНЕНИЕ"""	308	7	10	6	7	15	10	7	12	4	2	3	2	10	7	9	4	9	4	4	18	1	3	12	7	7	8	8	8	7	6	4	5	5	4	4	15	10	22	1	2	8	0	5	5	1					
		0.97%	1.33%	2.23%	1.42%	0.69%	1.24%	0.91%	1.01%	1.43%	0.70%	0.76%	0.99%	0.86%	1.09%	0.83%	1.11%	0.35%	0.84%	0.71%	0.59%	1.35%	0.25%	0.50%	1.30%	0.81%	0.65%	1.41%	1.59%	0.65%	0.70%	0.61%	0.42%	0.49%	0.33%	2.15%	1.29%	1.09%	2.06%	1.88%	0.48%	1.04%	1.39%	0.0%	3.06%	2.94%	0.68%					
