Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																	
Дата голосования: 07.12.2003 0:00:00																																																	
																																																	
Наименование Избирательной комиссии:    Гудермесская																																																	
																																																	
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																	
																																																	
		Сумма	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №420	УИК №421					
1	"Число избирателей, внесенных в списки"	64844	2063	2043	1205	2041	1564	1684	1173	1109	968	1117	1484	2584	1711	1855	1018	1280	2024	2314	2339	1748	831	937	1465	1540	715	569	1601	1544	1721	1555	2361	1664	1539	2647	1089	3034	430	715	1962	760	1800	1041					
2	"Число бюллетеней, полученных участковыми комиссиями"	61798	1957	1959	1140	1954	1476	1602	1093	1058	920	1061	1406	2521	1629	1806	960	1216	1985	2194	2222	1662	831	891	1392	1463	673	541	1521	1467	1635	1477	2253	1581	1461	2521	1035	2886	409	679	1855	722	1695	989					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	60243	1955	1929	1135	1934	1423	1600	1080	1056	916	1028	1402	2507	1621	1487	960	1201	1790	2192	2210	1366	826	884	1389	1463	630	537	1519	1465	1630	1472	2250	1581	1433	2305	1035	2749	408	679	1829	722	1656	989					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
6	Число погашенных бюллетеней	1555	2	30	5	20	53	2	13	2	4	33	4	14	8	319	0	15	195	2	12	296	5	7	3	0	43	4	2	2	5	5	3	0	28	216	0	137	1	0	26	0	39	0					
7	Число бюллетеней в переносных ящиках для голосования	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	60233	1955	1929	1135	1934	1423	1600	1080	1056	916	1028	1402	2507	1621	1487	960	1201	1790	2192	2210	1366	826	884	1389	1463	630	537	1519	1465	1630	1472	2250	1571	1433	2305	1035	2749	408	679	1829	722	1656	989					
9	Число недействительных бюллетеней	137	4	0	0	0	41	0	9	4	0	0	8	6	7	10	6	0	0	0	0	0	0	0	0	7	10	0	0	0	5	0	0	0	0	0	1	0	0	0	5	3	2	9					
10	Число действительных бюллетеней	60096	1951	1929	1135	1934	1382	1600	1071	1052	916	1028	1394	2501	1614	1477	954	1201	1790	2192	2210	1366	826	884	1389	1456	620	537	1519	1465	1625	1472	2250	1571	1433	2305	1034	2749	408	679	1824	719	1654	980					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	200	5	5	4	5	5	8	4	8	4	4	5	5	8	8	4	4	5	5	5	4	4	4	4	4	4	4	4	5	5	5	5	5	4	5	4	5	4	4	4	4	4	4					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
14	Число погашенных открепительных удостоверений	199	5	5	4	5	5	8	4	8	4	4	5	4	8	8	4	4	5	5	5	4	4	4	4	4	4	4	4	5	5	5	5	5	4	5	4	5	4	4	4	4	4	4					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																	
18	"1. ""ЕДИНЕНИЕ"""	105	11	0	0	8	0	1	0	6	0	0	0	0	8	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	18	0	0	7	0	0	25	0	3	9					
		0.17%	0.56%	0.0%	0.0%	0.41%	0.0%	0.06%	0.0%	0.56%	0.0%	0.0%	0.0%	0.0%	0.49%	0.26%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.31%	1.25%	0.0%	0.0%	0.25%	0.0%	0.0%	1.36%	0.0%	0.18%	0.91%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	1163	12	33	0	8	0	4	0	8	11	33	0	13	25	8	5	0	4	58	140	96	63	44	20	5	57	36	0	20	63	23	177	9	0	48	0	10	0	0	110	0	5	15					
		1.93%	0.61%	1.71%	0.0%	0.41%	0.0%	0.25%	0.0%	0.75%	1.20%	3.21%	0.0%	0.51%	1.54%	0.53%	0.52%	0.0%	0.22%	2.64%	6.33%	7.02%	7.62%	4.97%	1.43%	0.34%	9.04%	6.70%	0.0%	1.36%	3.86%	1.56%	7.86%	0.57%	0.0%	2.08%	0.0%	0.36%	0.0%	0.0%	6.01%	0.0%	0.30%	1.51%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	73	12	0	0	5	0	0	0	0	0	0	0	6	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	3	0					
		0.12%	0.61%	0.0%	0.0%	0.25%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.23%	0.43%	0.13%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	2.07%	0.0%	0.18%	0.0%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	183	16	0	0	16	8	2	0	10	15	0	0	5	0	4	6	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	10	0	0	0	0	0	0	72	0	0	12					
		0.30%	0.81%	0.0%	0.0%	0.82%	0.56%	0.12%	0.0%	0.94%	1.63%	0.0%	0.0%	0.19%	0.0%	0.26%	0.62%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.47%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.63%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	3.93%	0.0%	0.0%	1.21%					
22	"5. ""За Русь Святую"""	6	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.00%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.23%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.00%	0.05%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	31	5	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	6	0	0	7	0	0	0					
		0.05%	0.25%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.12%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.76%	0.0%	0.0%	0.21%	0.0%	0.0%	0.38%	0.0%	0.0%	0.0%					
25	"8. ""Народно-республиканская партия России"""	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.00%	0.05%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	24	12	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0					
		0.03%	0.61%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.15%	0.12%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.32%	0.0%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	66	2	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	21	0	0	0	0	0	28	0	2	0					
		0.10%	0.10%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.31%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.27%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.06%	1.46%	0.0%	0.0%	0.0%	0.0%	0.0%	1.53%	0.0%	0.12%	0.0%					
28	"11. ""Истинные патриоты России"""	185	2	0	0	9	26	5	0	60	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	52	0	0	0					
