Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																											
Дата голосования: 18.09.2016																																											
																																											
Наименование Избирательной комиссии:    Идринская																																											
																																											
Сводная таблица итогов голосования по федеральному избирательному округу																																											
																																											
		Сумма	УИК №1218	УИК №1219	УИК №1220	УИК №1221	УИК №1222	УИК №1223	УИК №1224	УИК №1225	УИК №1226	УИК №1227	УИК №1228	УИК №1229	УИК №1230	УИК №1231	УИК №1232	УИК №1233	УИК №1234	УИК №1235	УИК №1236	УИК №1237	УИК №1238	УИК №1239	УИК №1240	УИК №1241	УИК №1242	УИК №1243	УИК №1244	УИК №1245	УИК №1246	УИК №1247	УИК №1248	УИК №1249									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	10114	1604	1942	693	133	312	53	63	369	73	377	60	154	91	398	271	288	401	255	358	147	114	247	58	56	393	328	124	443	49	45	141	74									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	10280	1644	1993	700	133	301	55	61	372	73	377	63	155	96	415	267	296	393	251	365	152	117	252	62	59	398	343	123	447	51	48	144	74									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	3935	448	611	171	33	125	18	27	181	38	165	29	47	39	157	115	203	175	144	137	52	33	104	29	32	184	231	77	187	34	19	54	36									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	247	19	16	7	2	13	3	0	14	0	11	0	11	4	11	7	3	9	6	11	13	7	29	6	3	20	12	2	6	0	0	2	0									
6	Число погашенных избирательных бюллетеней	6098	1177	1366	522	98	163	34	34	177	35	201	34	97	53	247	145	90	209	101	217	87	77	119	27	24	194	100	44	254	17	29	88	38									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	247	19	16	7	2	13	3	0	14	0	11	0	11	4	11	7	3	9	6	11	13	7	29	6	3	20	12	2	6	0	0	2	0									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	3935	448	611	171	33	125	18	27	181	38	165	29	47	39	157	115	203	175	144	137	52	33	104	29	32	184	231	77	187	34	19	54	36									
9	Число недействительных избирательных бюллетеней	119	10	30	4	1	5	0	0	6	3	4	0	0	0	8	5	7	2	3	3	0	2	1	0	1	8	10	0	3	0	0	2	1									
10	Число действительных избирательных бюллетеней	4063	457	597	174	34	133	21	27	189	35	172	29	58	43	160	117	199	182	147	145	65	38	132	35	34	196	233	79	190	34	19	54	35									
