Выборы Президента Российской Федерации																																									
																																									
Наименование Избирательной комиссии:    Варгашинская																																									
																																									
Итоги голосования 																																									
																																									
		Сумма	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289					
1	"Число избирателей, внесенных в список"	16375	946	933	922	658	631	823	763	806	836	74	419	396	255	484	396	355	473	315	439	820	98	404	526	90	433	366	306	319	334	278	526	216	420	315					
2	Число полученных избирательных бюллетеней	15986	900	900	900	630	600	800	750	780	820	75	400	380	248	470	385	350	460	314	430	830	101	410	510	88	420	375	298	314	315	275	523	210	415	310					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	9430	516	566	509	389	319	414	410	447	463	66	331	228	171	278	240	200	283	190	260	480	64	223	330	60	237	239	229	180	211	147	257	134	229	130					
5	"Число избирательных бюллетеней, выданных вне помещения"	1209	16	36	42	15	55	21	11	24	50	0	19	43	29	59	26	60	65	51	4	37	8	80	23	6	58	35	14	10	60	26	80	29	41	76					
6	Число погашенных избирательных бюллетеней	5347	368	298	349	226	226	365	329	309	307	9	50	109	48	133	119	90	112	73	166	313	29	107	157	22	125	101	55	124	44	102	186	47	145	104					
7	Число избирательных бюллетеней в переносных ящиках	1209	16	36	42	15	55	21	11	24	50	0	19	43	29	59	26	60	65	51	4	37	8	80	23	6	58	35	14	10	60	26	80	29	41	76					
8	Число бюллетеней в стационарных ящиках для голосования	9430	516	566	509	389	319	414	410	447	463	66	331	228	171	278	240	200	283	190	260	480	64	223	330	60	237	239	229	180	211	147	257	134	229	130					
9	Число недействительных избирательных бюллетеней	70	1	1	1	2	3	5	1	3	3	0	4	3	0	5	5	1	2	0	2	7	0	2	1	2	5	0	3	4	0	2	2	0	0	0					
10	Число действительных избирательных бюллетеней	10569	531	601	550	402	371	430	420	468	510	66	346	268	200	332	261	259	346	241	262	510	72	301	352	64	290	274	240	186	271	171	335	163	270	206					
11	Число полученных открепительных  удостоверений	413	20	20	20	10	13	20	20	20	20	5	10	10	5	15	10	10	10	10	10	20	5	15	15	5	10	10	10	10	10	10	10	5	10	10					
12	Число выданных открепительных удостоверений	49	1	3	0	2	2	0	0	4	1	0	0	1	1	4	5	1	1	1	2	7	0	1	2	0	2	1	0	1	0	5	0	0	1	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	41	1	2	1	2	1	0	4	4	1	0	0	0	0	1	2	0	1	0	1	3	0	0	2	2	2	1	0	2	4	1	1	0	0	2					
14	Число неиспользованных открепительных удостоверений	364	19	17	20	8	11	20	20	16	19	5	10	9	4	11	5	9	9	9	8	13	5	14	13	5	8	9	10	9	10	5	10	5	9	10					
15	"Число открепительных удостоверений, выданных в ТИК"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																									
18	. Глазьев Сергей Юрьевич	266	13	15	15	14	13	9	14	16	15	2	9	7	2	11	2	3	1	3	10	11	4	3	5	4	1	14	3	1	5	10	9	3	18	1					
		2.50%	2.44%	2.49%	2.72%	3.47%	3.48%	2.07%	3.33%	3.40%	2.92%	3.03%	2.57%	2.58%	1.00%	3.26%	0.75%	1.15%	0.29%	1.24%	3.79%	2.13%	5.56%	0.99%	1.42%	6.06%	0.34%	5.11%	1.23%	0.53%	1.85%	5.78%	2.67%	1.84%	6.67%	0.49%					
19	. Малышкин Олег Александрович	544	20	20	25	21	15	19	22	15	14	6	5	12	18	24	17	23	22	18	7	21	3	26	22	4	16	21	16	2	15	16	19	12	13	15					
		5.11%	3.76%	3.32%	4.54%	5.20%	4.01%	4.37%	5.23%	3.18%	2.73%	9.09%	1.43%	4.43%	9.00%	7.12%	6.39%	8.85%	6.32%	7.47%	2.65%	4.06%	4.17%	8.58%	6.23%	6.06%	5.42%	7.66%	6.58%	1.05%	5.54%	9.25%	5.64%	7.36%	4.81%	7.28%					
20	. Миронов Сергей Михайлович	92	0	5	3	2	4	3	4	4	10	2	2	5	0	5	1	1	0	2	3	4	1	5	4	0	4	2	0	3	0	0	2	2	3	6					
		0.86%	0.00%	0.83%	0.54%	0.50%	1.07%	0.69%	0.95%	0.85%	1.95%	3.03%	0.57%	1.85%	0.00%	1.48%	0.38%	0.38%	0.00%	0.83%	1.14%	0.77%	1.39%	1.65%	1.13%	0.00%	1.36%	0.73%	0.00%	1.58%	0.00%	0.00%	0.59%	1.23%	1.11%	2.91%					
21	. Путин Владимир Владимирович	7088	376	409	366	260	233	303	268	347	336	43	266	200	139	231	149	178	218	161	170	354	29	175	255	49	203	171	136	139	144	108	222	112	189	149					
		66.62%	70.68%	67.94%	66.42%	64.36%	62.30%	69.66%	63.66%	73.67%	65.50%	65.15%	76.00%	73.80%	69.50%	68.55%	56.02%	68.46%	62.64%	66.80%	64.39%	68.47%	40.28%	57.76%	72.24%	74.24%	68.81%	62.41%	55.97%	73.16%	53.14%	62.43%	65.88%	68.71%	70.00%	72.33%					
22	. Хакамада Ирина Муцуовна	191	10	19	18	13	9	8	9	5	8	0	5	3	6	5	1	3	6	4	0	4	1	6	4	1	5	7	2	4	6	5	4	1	8	1					
		1.80%	1.88%	3.16%	3.27%	3.22%	2.41%	1.84%	2.14%	1.06%	1.56%	0.00%	1.43%	1.11%	3.00%	1.48%	0.38%	1.15%	1.72%	1.66%	0.00%	0.77%	1.39%	1.98%	1.13%	1.52%	1.69%	2.55%	0.82%	2.11%	2.21%	2.89%	1.19%	0.61%	2.96%	0.49%					
23	. Харитонов Николай Михайлович	2181	96	113	106	83	89	75	95	71	112	12	46	37	29	53	87	47	98	45	71	107	33	85	58	6	57	56	81	32	96	30	74	33	35	33					
		20.50%	18.05%	18.77%	19.24%	20.54%	23.80%	17.24%	22.57%	15.07%	21.83%	18.18%	13.14%	13.65%	14.50%	15.73%	32.71%	18.08%	28.16%	18.67%	26.89%	20.70%	45.83%	28.05%	16.43%	9.09%	19.32%	20.44%	33.33%	16.84%	35.42%	17.34%	21.96%	20.25%	12.96%	16.02%					
																																									
24	Против всех	207	16	20	17	9	8	13	8	10	15	1	13	4	6	3	4	4	1	8	1	9	1	1	4	0	4	3	2	5	5	2	5	0	4	1					
		1.95%	3.01%	3.32%	3.09%	2.23%	2.14%	2.99%	1.90%	2.12%	2.92%	1.52%	3.71%	1.48%	3.00%	0.89%	1.50%	1.54%	0.29%	3.32%	0.38%	1.74%	1.39%	0.33%	1.13%	0.00%	1.36%	1.09%	0.82%	2.63%	1.85%	1.16%	1.48%	0.00%	1.48%	0.49%					
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
