Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																						
Дата голосования: 07.12.2003 0:00:00																						
																						
Наименование Избирательной комиссии:    Пыть-Яхская городская																						
																						
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																						
																						
		Сумма	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381					
1	"Число избирателей, внесенных в списки"	29304	2321	2029	2556	2731	2408	2137	2185	2750	1051	1499	1572	1555	1391	1239	1880					
2	"Число бюллетеней, полученных участковыми комиссиями"	29045	2320	2030	2540	2685	2400	2135	2170	2740	1050	1500	1560	1470	1370	1225	1850					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	13090	1119	919	1255	1267	1191	919	1061	1238	602	663	713	656	349	507	631					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	155	12	10	7	9	6	5	12	21	26	11	9	2	8	11	6					
6	Число погашенных бюллетеней	15800	1189	1101	1278	1409	1203	1211	1097	1481	422	826	838	812	1013	707	1213					
7	Число бюллетеней в переносных ящиках для голосования	155	12	10	7	9	6	5	12	21	26	11	9	2	8	11	6					
8	Число бюллетеней в стационарных ящиках для голосования	13089	1119	919	1255	1267	1191	919	1060	1238	602	663	713	656	349	507	631					
9	Число недействительных бюллетеней	128	16	11	9	16	6	11	7	12	8	4	6	1	6	3	12					
10	Число действительных бюллетеней	13116	1115	918	1253	1260	1191	913	1065	1247	620	670	716	657	351	515	625					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	447	40	30	50	50	30	30	30	50	17	21	19	20	20	20	20					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	67	14	2	9	4	8	3	5	8	2	1	2	7	0	0	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	78	1	7	1	2	5	2	2	3	2	1	3	49	0	0	0					
14	Число погашенных открепительных удостоверений	380	26	28	41	46	22	27	25	42	15	20	17	13	20	20	18					
15	Число открепительных удостоверений выданных ТИК	3	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																						
18	"1. ""ЕДИНЕНИЕ"""	133	17	5	11	14	11	11	10	12	6	6	7	6	1	3	13					
		1.00%	1.50%	0.53%	0.87%	1.09%	0.91%	1.19%	0.93%	0.95%	0.95%	0.89%	0.96%	0.91%	0.28%	0.57%	2.04%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	419	33	25	45	48	50	31	36	42	18	15	19	13	9	12	23					
		3.16%	2.91%	2.69%	3.56%	3.76%	4.17%	3.35%	3.35%	3.33%	2.86%	2.22%	2.63%	1.97%	2.52%	2.31%	3.61%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	357	48	26	40	35	27	26	28	34	16	13	16	20	7	12	9					
		2.69%	4.24%	2.79%	3.16%	2.74%	2.25%	2.81%	2.61%	2.70%	2.54%	1.92%	2.21%	3.03%	1.96%	2.31%	1.41%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	727	67	64	79	79	83	45	85	62	32	29	27	21	14	21	19					
