Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																	
Дата голосования: 04.12.2011																																	
																																	
Наименование Избирательной комиссии:    Порецкая																																	
																																	
Сводная таблица результатов выборов																																	
																																	
		Сумма	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819	УИК №820	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828	УИК №829	УИК №830	УИК №831	УИК №832	УИК №833	УИК №834	УИК №835	УИК №836	УИК №837	УИК №838	УИК №839	УИК №840					
1	"Число избирателей, внесенных в список избирателей"	10557	288	494	311	79	264	667	228	169	1073	321	492	810	892	815	945	822	271	78	58	149	380	145	359	78	49	320					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	11515	320	540	330	80	330	730	240	170	1200	390	540	900	930	850	1040	870	280	80	60	160	390	150	410	90	55	380					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	7059	220	319	147	52	177	347	184	134	736	185	301	604	561	540	667	547	189	53	33	102	255	67	289	60	42	248					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1210	48	84	91	9	61	89	22	15	104	85	83	61	60	42	52	44	25	11	16	20	35	58	31	16	7	41					
6	Число погашенных избирательных бюллетеней	3246	52	137	92	19	92	294	34	21	360	120	156	235	309	268	321	279	66	16	11	38	100	25	90	14	6	91					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1210	48	84	91	9	61	89	22	15	104	85	83	61	60	42	52	44	25	11	16	20	35	58	31	16	7	41					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7059	220	319	147	52	177	347	184	134	736	185	301	604	561	540	667	547	189	53	33	102	255	67	289	60	42	248					
9	Число недействительных избирательных бюллетеней	230	6	11	7	3	0	14	3	1	32	9	12	27	24	11	25	14	1	1	2	5	10	2	5	0	1	4					
10	Число действительных избирательных бюллетеней	8039	262	392	231	58	238	422	203	148	808	261	372	638	597	571	694	577	213	63	47	117	280	123	315	76	48	285					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1176	50	50	20	5	76	59	30	10	140	75	50	100	50	50	110	60	15	5	5	15	30	15	60	15	10	71					
