Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																				
Дата голосования: 02.12.2007																																				
																																				
Наименование Избирательной комиссии:    Порецкая																																				
																																				
Сводная таблица результатов выборов																																				
																																				
		Сумма	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819	УИК №820	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828	УИК №829	УИК №830					
1	"Число избирателей, внесенных в списки избирателей"	11256	311	529	345	110	281	597	123	243	169	1111	243	61	86	548	799	794	961	872	1027	297	95	164	79	348	146	408	104	60	345					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	11300	314	524	361	105	295	595	117	245	174	1116	242	60	82	549	816	789	958	864	1026	289	96	170	82	342	144	415	117	59	354					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	8537	221	393	254	82	185	383	87	220	138	878	206	46	57	402	634	588	767	642	754	225	72	126	35	290	67	363	76	54	292					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1340	58	92	60	17	79	64	6	13	27	131	25	12	25	111	86	70	45	40	61	50	12	22	30	34	66	38	21	3	42					
6	Число погашенных избирательных бюллетеней	1423	35	39	47	6	31	148	24	12	9	107	11	2	0	36	96	131	146	182	211	14	12	22	17	18	11	14	20	2	20					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1340	58	92	60	17	79	64	6	13	27	131	25	12	25	111	86	70	45	40	61	50	12	22	30	34	66	38	21	3	42					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	8537	221	393	254	82	185	383	87	220	138	878	206	46	57	402	634	588	767	642	754	225	72	126	35	290	67	363	76	54	292					
9	Число недействительных избирательных бюллетеней	98	3	3	1	0	3	11	2	1	1	5	3	1	0	7	16	11	8	4	6	2	2	3	2	2	0	0	0	0	1					
10	Число действительных избирательных бюллетеней	9779	276	482	313	99	261	436	91	232	164	1004	228	57	82	506	704	647	804	678	809	273	82	145	63	322	133	401	97	57	333					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1344	50	60	40	0	60	44	12	27	10	192	32	9	8	58	107	50	108	70	77	45	0	21	10	55	20	70	19	10	80					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1308	50	60	36	0	60	44	10	22	10	192	32	7	8	58	107	50	107	70	77	45	0	18	10	47	15	70	19	10	74					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	205	7	5	2	4	2	5	7	5	3	27	8	2	7	9	8	14	21	11	10	9	2	5	2	5	4	11	2	4	4					
14	Число погашенных неиспользованных открепительных удостоверений	36	0	0	4	0	0	0	2	5	0	0	0	2	0	0	0	0	1	0	0	0	0	3	0	8	5	0	0	0	6					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	156	3	7	5	0	28	2	0	12	8	2	10	9	0	5	14	5	3	11	12	0	0	0	1	5	3	4	2	1	4					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																				
18	1.Политическая партия «Аграрная партия России»	109	4	6	5	0	4	9	1	4	0	9	9	0	1	3	11	12	4	3	5	1	1	2	2	1	0	5	1	2	4					
		1.10%	1.43%	1.24%	1.59%	0.00%	1.52%	2.01%	1.08%	1.72%	0.00%	0.89%	3.90%	0.00%	1.22%	0.58%	1.53%	1.82%	0.49%	0.44%	0.61%	0.36%	1.19%	1.35%	3.08%	0.31%	0.00%	1.25%	1.03%	3.51%	1.20%					
19	2.Всероссийская политическая партия «Гражданская Сила»	17	1	0	1	0	0	2	1	0	0	1	0	0	0	1	1	1	2	4	1	0	0	0	0	0	0	0	0	0	1					
		0.17%	0.36%	0.00%	0.32%	0.00%	0.00%	0.45%	1.08%	0.00%	0.00%	0.10%	0.00%	0.00%	0.00%	0.19%	0.14%	0.15%	0.25%	0.59%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%					
20	3.Политическая партия «Демократическая партия России»	15	0	1	0	0	1	2	0	0	0	1	1	0	1	2	0	1	0	1	0	0	0	1	1	2	0	0	0	0	0					
