Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва													
Дата голосования: 07.12.2003 0:00:00													
													
Наименование Избирательной комиссии:    Яровская городская													
													
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)													
													
		Сумма	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516					
1	"Число избирателей, внесенных в списки"	15374	2647	2347	2330	2677	2227	3146					
2	"Число бюллетеней, полученных участковыми комиссиями"	13063	2253	2000	1975	2238	1902	2695					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	8734	1515	1354	1224	1556	1260	1825					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	360	42	118	35	84	37	44					
6	Число погашенных бюллетеней	3969	696	528	716	598	605	826					
7	Число бюллетеней в переносных ящиках для голосования	360	42	118	35	84	37	44					
8	Число бюллетеней в стационарных ящиках для голосования	8733	1514	1354	1224	1556	1260	1825					
9	Число недействительных бюллетеней	60	12	10	14	9	6	9					
10	Число действительных бюллетеней	9033	1544	1462	1245	1631	1291	1860					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	75	20	10	10	10	10	15					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	46	12	6	2	6	7	13					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	30	6	4	1	4	13	2					
14	Число погашенных открепительных удостоверений	29	8	4	8	4	3	2					
15	Число открепительных удостоверений выданных ТИК	1	0	1	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0					
													
18	"1. ""ЕДИНЕНИЕ"""	82	13	10	13	16	17	13					
		0.90%	0.83%	0.67%	1.03%	0.97%	1.31%	0.69%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	254	38	31	26	62	40	57					
		2.79%	2.44%	2.10%	2.06%	3.78%	3.08%	3.04%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	265	41	50	41	53	36	44					
		2.91%	2.63%	3.39%	3.25%	3.23%	2.77%	2.35%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	415	75	76	41	92	38	93					
		4.56%	4.82%	5.16%	3.25%	5.60%	2.92%	4.97%					
22	"5. ""За Русь Святую"""	28	4	4	6	4	3	7					
		0.30%	0.25%	0.27%	0.47%	0.24%	0.23%	0.37%					
23	"6. ""Объединенная Российская партия ""Русь"""	25	3	9	0	1	8	4					
		0.27%	0.19%	0.61%	0.0%	0.06%	0.61%	0.21%					
24	"7. ""Новый курс - Автомобильная Россия"""	35	2	5	4	10	4	10					
		0.38%	0.12%	0.33%	0.31%	0.60%	0.30%	0.53%					
25	"8. ""Народно-республиканская партия России"""	7	1	3	0	3	0	0					
		0.07%	0.06%	0.20%	0.0%	0.18%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	21	5	2	1	3	4	6					
		0.23%	0.32%	0.13%	0.07%	0.18%	0.30%	0.32%					
27	"10. ""Аграрная партия России"""	661	89	146	87	120	69	150					
		7.26%	5.71%	9.91%	6.91%	7.31%	5.31%	8.02%					
28	"11. ""Истинные патриоты России"""	3	0	1	1	0	1	0					
		0.03%	0.0%	0.06%	0.07%	0.0%	0.07%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	38	1	7	3	12	6	9					
		0.41%	0.06%	0.47%	0.23%	0.73%	0.46%	0.48%					
30	"13. ""Демократическая партия России"""	23	3	4	5	4	4	3					
		0.25%	0.19%	0.27%	0.39%	0.24%	0.30%	0.16%					
31	"14. ""Великая Россия - Евразийский Союз"""	8	3	0	0	0	4	1					
		0.08%	0.19%	0.0%	0.0%	0.0%	0.30%	0.05%					
32	"15. ""Партия СЛОН"""	13	4	2	3	3	0	1					
		0.14%	0.25%	0.13%	0.23%	0.18%	0.0%	0.05%					
33	"16. ""Родина"" (народно-патриотический союз)"""	766	143	125	67	142	92	197					
		8.42%	9.19%	8.49%	5.32%	8.65%	7.09%	10.54%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	24	4	3	5	2	7	3					
		0.26%	0.25%	0.20%	0.39%	0.12%	0.53%	0.16%					
35	"18. ""ЛДПР"""	1388	225	176	228	244	224	291					
		15.26%	14.46%	11.95%	18.10%	14.87%	17.27%	15.56%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	164	33	26	27	22	23	33					
		1.80%	2.12%	1.76%	2.14%	1.34%	1.77%	1.76%					
37	"20. ""Политическая партия ""Единая Россия"""	3274	592	463	488	568	510	653					
		36.00%	38.04%	31.45%	38.76%	34.63%	39.32%	34.93%					
38	"21. ""Российская Конституционно-демократическая партия"""	14	1	5	4	0	3	1					
		0.15%	0.06%	0.33%	0.31%	0.0%	0.23%	0.05%					
39	"22. ""Развитие предпринимательства"""	18	2	3	4	3	0	6					
		0.19%	0.12%	0.20%	0.31%	0.18%	0.0%	0.32%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1212	211	274	149	204	159	215					
		13.32%	13.56%	18.61%	11.83%	12.43%	12.25%	11.50%					
													
41	Против всех	295	51	37	42	63	39	63					
		3.24%	3.27%	2.51%	3.33%	3.84%	3.00%	3.37%					
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
