Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																						
Дата голосования: 02.12.2007																																						
																																						
Наименование Избирательной комиссии:    Лопатинская																																						
																																						
Сводная таблица результатов выборов																																						
																																						
		Сумма	УИК №668	УИК №669	УИК №670	УИК №671	УИК №672	УИК №673	УИК №674	УИК №675	УИК №676	УИК №677	УИК №678	УИК №679	УИК №680	УИК №681	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693	УИК №694	УИК №695	УИК №696	УИК №697	УИК №698					
1	"Число избирателей, внесенных в списки избирателей"	12158	106	102	118	485	205	255	142	350	300	944	351	247	95	94	628	330	1294	1247	1228	252	116	54	207	78	556	49	868	563	560	125	209					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	11880	103	102	118	500	200	249	134	350	312	930	349	242	97	94	620	327	1250	1150	1150	245	116	52	200	80	540	54	870	560	550	129	207					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	9482	99	100	102	363	171	226	109	258	234	684	239	170	79	67	439	279	928	885	950	212	100	42	174	57	399	48	708	545	535	116	164					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	940	0	0	10	66	23	15	11	35	15	96	72	57	13	24	56	18	100	91	63	20	12	8	12	20	49	0	9	2	7	4	32					
6	Число погашенных избирательных бюллетеней	1458	4	2	6	71	6	8	14	57	63	150	38	15	5	3	125	30	222	174	137	13	4	2	14	3	92	6	153	13	8	9	11					
7	Число избирательных бюллетеней в переносных ящиках для голосования	940	0	0	10	66	23	15	11	35	15	96	72	57	13	24	56	18	100	91	63	20	12	8	12	20	49	0	9	2	7	4	32					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	9479	99	100	102	363	171	226	109	258	233	683	239	170	79	67	439	279	928	885	950	212	99	42	174	57	399	48	708	545	535	116	164					
9	Число недействительных избирательных бюллетеней	151	0	0	3	6	8	1	2	5	1	3	2	5	0	0	31	4	18	10	7	1	1	0	0	0	3	0	9	13	11	7	0					
10	Число действительных избирательных бюллетеней	10268	99	100	109	423	186	240	118	288	247	776	309	222	92	91	464	293	1010	966	1006	231	110	50	186	77	445	48	708	534	531	113	196					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	188	0	0	1	18	0	3	0	5	4	10	10	3	3	1	5	5	26	25	29	3	0	0	1	2	5	0	10	8	5	1	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	181	0	0	1	18	0	3	0	5	4	10	10	3	3	1	5	5	26	25	29	0	0	0	1	1	5	0	8	8	4	1	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	49	1	1	0	1	1	0	1	2	0	0	7	4	1	1	5	2	7	8	3	0	0	0	0	0	2	0	0	0	0	0	2					
14	Число погашенных неиспользованных открепительных удостоверений	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	2	0	1	0	0					
