Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																											
Дата голосования: 07.12.2003 0:00:00																																											
																																											
Наименование Избирательной комиссии:    Коркинская городская																																											
																																											
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																											
																																											
		Сумма	УИК №1925	УИК №1926	УИК №1927	УИК №1928	УИК №1929	УИК №1930	УИК №1931	УИК №1932	УИК №1933	УИК №1934	УИК №1935	УИК №1936	УИК №1937	УИК №1938	УИК №1939	УИК №1940	УИК №1941	УИК №1942	УИК №1943	УИК №1944	УИК №1945	УИК №1946	УИК №1947	УИК №1948	УИК №1949	УИК №1950	УИК №1951	УИК №1952	УИК №1953	УИК №1954	УИК №1955	УИК №1956	УИК №1957	УИК №1958	УИК №1959	УИК №1960					
1	"Число избирателей, внесенных в списки"	49514	1614	1711	1662	1790	1772	1710	1701	1735	1636	1661	1739	1654	1865	905	675	1659	1285	520	952	785	1095	715	1753	1728	1777	1834	1231	856	200	890	350	1307	1671	1649	1723	1704					
2	"Число бюллетеней, полученных участковыми комиссиями"	48848	1680	1710	1720	1770	1740	1680	1720	1630	1640	1650	1740	1590	1880	900	660	1600	1250	520	900	760	980	660	1750	1740	1780	1760	1270	830	178	820	350	1320	1690	1650	1660	1670					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	25401	816	877	857	965	827	789	953	1006	958	956	974	874	1040	467	342	787	629	204	418	406	510	265	852	871	831	712	643	388	85	414	153	748	920	893	1000	971					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1374	23	35	42	40	38	49	13	111	45	33	45	35	28	23	24	35	48	23	30	36	39	17	47	53	40	86	44	23	20	39	22	34	42	50	31	31					
6	Число погашенных бюллетеней	22071	841	798	821	765	875	842	754	513	637	661	721	681	812	410	294	778	571	293	452	318	431	378	851	816	909	962	583	419	73	367	175	538	728	707	629	668					
7	Число бюллетеней в переносных ящиках для голосования	1374	23	35	42	40	38	49	13	111	45	33	45	35	28	23	24	35	48	23	30	36	39	17	47	53	40	86	44	23	20	39	22	34	42	50	31	31					
8	Число бюллетеней в стационарных ящиках для голосования	25343	816	877	857	965	827	789	953	955	958	956	974	874	1040	467	342	785	627	204	418	406	510	265	852	869	831	712	643	388	85	414	153	747	920	893	1000	971					
9	Число недействительных бюллетеней	394	4	11	13	6	10	11	7	11	6	19	10	6	15	4	11	21	18	4	10	6	7	6	12	23	23	14	15	7	3	6	6	21	23	3	13	9					
10	Число действительных бюллетеней	26323	835	901	886	999	855	827	959	1055	997	970	1009	903	1053	486	355	799	657	223	438	436	542	276	887	899	848	784	672	404	102	447	169	760	939	940	1018	993					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	456	14	17	17	17	17	16	16	16	15	19	11	15	15	8	6	15	10	5	8	8	8	8	15	15	15	16	14	8	5	8	5	15	16	11	16	16					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	243	9	8	13	12	8	2	16	11	12	17	11	5	11	5	6	3	2	5	5	5	2	0	6	3	6	3	2	1	1	3	0	12	9	8	12	9					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	170	5	3	6	6	8	2	4	6	14	0	4	8	6	2	2	4	6	5	6	3	7	9	6	6	2	2	3	6	2	2	10	0	0	5	6	4					
14	Число погашенных открепительных удостоверений	213	5	9	4	5	9	14	0	5	3	2	0	10	4	3	0	12	8	0	3	3	6	8	9	12	9	13	12	7	4	5	5	3	7	3	4	7					
15	Число открепительных удостоверений выданных ТИК	42	1	1	0	4	1	1	3	1	0	1	0	1	0	1	0	2	3	1	0	0	1	0	1	1	5	2	0	3	0	1	0	2	1	0	1	3					
16	Число утраченных бюллетеней	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																											
18	"1. ""ЕДИНЕНИЕ"""	189	1	8	9	8	2	12	11	3	3	3	4	3	6	1	4	6	3	2	2	1	5	1	7	8	4	6	13	7	1	8	0	2	8	9	7	11					
		0.70%	0.11%	0.87%	1.00%	0.79%	0.23%	1.43%	1.13%	0.28%	0.29%	0.30%	0.39%	0.33%	0.56%	0.20%	1.09%	0.73%	0.44%	0.88%	0.44%	0.22%	0.91%	0.35%	0.77%	0.86%	0.45%	0.75%	1.89%	1.70%	0.95%	1.76%	0.0%	0.25%	0.83%	0.95%	0.67%	1.09%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	503	23	26	19	30	9	23	27	25	19	17	17	9	29	7	5	4	17	1	3	6	6	4	8	8	17	15	9	4	2	7	0	22	21	14	25	25					
