Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																														
Дата голосования: 07.12.2003 0:00:00																																														
																																														
Наименование Избирательной комиссии:    Приозерская																																														
																																														
Сводная таблица итогов голосования  по федеральному округу																																														
																																														
		Сумма	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795	УИК №796	УИК №797	УИК №798	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804					
1	"Число избирателей, внесенных в списки"	47022	1241	1345	1342	1626	1369	1250	1411	1516	1562	1390	1345	1337	1675	690	542	912	1010	226	1757	1647	171	741	230	1031	1767	2956	1272	164	1292	1182	1016	2013	1637	1229	379	1582	992	1404	771					
2	"Число бюллетеней, полученных участковыми комиссиями"	46000	1220	1310	1320	1520	1320	1220	1400	1520	1540	1360	1330	1300	1630	680	530	890	1000	230	1750	1600	160	700	230	1020	1780	2860	1240	160	1280	1150	1000	2000	1550	1200	360	1550	950	1380	760					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	20057	505	504	708	774	695	550	621	662	731	668	504	502	446	296	215	424	370	131	558	838	81	300	70	527	613	1315	560	100	603	448	447	880	634	476	156	690	472	596	387					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1646	22	67	36	34	51	16	32	9	20	21	22	24	70	78	25	13	39	19	197	83	12	92	36	64	7	49	27	0	111	36	9	27	19	25	48	77	53	39	37					
6	Число погашенных бюллетеней	24297	693	739	576	712	574	654	747	849	789	671	804	774	1114	306	290	453	591	80	995	679	67	308	124	429	1160	1496	653	60	566	666	544	1093	897	699	156	783	425	745	336					
7	Число бюллетеней в переносных ящиках для голосования	1646	22	67	36	34	51	16	32	9	20	21	22	24	70	78	25	13	39	19	197	83	12	92	36	64	7	49	27	0	111	36	9	27	19	25	48	77	53	39	37					
8	Число бюллетеней в стационарных ящиках для голосования	20052	505	504	708	774	695	550	621	662	731	667	504	502	446	296	215	424	370	131	558	838	81	300	70	527	612	1315	560	100	603	448	447	880	633	476	156	689	472	596	386					
9	Число недействительных бюллетеней	257	6	4	7	9	8	2	6	10	7	4	7	3	7	10	5	8	5	0	5	9	2	5	2	7	8	9	9	1	9	11	6	15	4	5	3	15	6	11	7					
10	Число действительных бюллетеней	21441	521	567	737	799	738	564	647	661	744	684	519	523	509	364	235	429	404	150	750	912	91	387	104	584	611	1355	578	99	705	473	450	892	648	496	201	751	519	624	416					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	600	15	15	15	20	15	15	20	20	20	15	15	15	20	10	5	15	15	5	25	20	10	10	5	10	20	35	15	5	15	15	15	25	20	15	5	20	15	20	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	209	5	6	12	9	0	3	12	15	11	3	7	5	1	6	0	1	6	0	4	3	0	1	0	10	13	31	4	0	2	1	2	7	6	4	1	4	4	7	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	251	6	3	13	74	5	4	0	4	3	4	2	7	2	0	2	1	4	2	8	8	4	7	4	3	3	7	1	2	12	2	0	3	25	4	7	5	4	5	1					
14	Число погашенных открепительных удостоверений	391	10	9	3	11	15	12	8	5	9	12	8	10	19	4	5	14	9	5	21	17	10	9	5	0	7	4	11	5	13	14	13	18	14	11	4	16	11	13	7					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																														
18	"1. ""ЕДИНЕНИЕ"""	286	8	10	6	4	13	6	5	8	4	4	13	1	5	6	4	15	10	5	5	8	4	5	1	12	4	13	7	0	8	6	7	11	15	8	5	20	8	6	6					
		1.31%	1.51%	1.75%	0.80%	0.49%	1.74%	1.06%	0.76%	1.19%	0.53%	0.58%	2.47%	0.19%	0.96%	1.60%	1.66%	3.43%	2.44%	3.33%	0.66%	0.86%	4.30%	1.27%	0.94%	2.03%	0.64%	0.95%	1.19%	0.0%	1.12%	1.23%	1.53%	1.21%	2.30%	1.59%	2.45%	2.61%	1.52%	0.94%	1.41%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	664	17	31	27	31	23	16	22	36	30	36	21	24	10	7	9	11	21	2	17	16	2	6	3	13	16	30	20	4	5	24	6	27	36	13	4	14	8	21	5					
		3.06%	3.22%	5.42%	3.62%	3.83%	3.08%	2.82%	3.36%	5.36%	3.99%	5.23%	3.99%	4.56%	1.93%	1.87%	3.75%	2.51%	5.13%	1.33%	2.25%	1.73%	2.15%	1.53%	2.83%	2.19%	2.58%	2.19%	3.40%	4.0%	0.70%	4.95%	1.31%	2.97%	5.52%	2.59%	1.96%	1.82%	1.52%	3.30%	1.18%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	682	14	20	28	24	18	13	18	19	22	18	14	19	15	14	2	14	16	5	12	37	7	9	3	21	9	44	9	6	18	19	17	33	24	19	12	40	12	25	13					
		3.14%	2.65%	3.50%	3.76%	2.97%	2.41%	2.29%	2.75%	2.83%	2.92%	2.61%	2.66%	3.61%	2.90%	3.74%	0.83%	3.20%	3.91%	3.33%	1.58%	4.01%	7.52%	2.29%	2.83%	3.55%	1.45%	3.22%	1.53%	6.0%	2.52%	3.92%	3.72%	3.63%	3.68%	3.79%	5.88%	5.22%	2.28%	3.93%	3.07%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	637	23	20	18	27	34	17	37	25	28	34	25	14	11	14	5	3	4	3	20	23	2	5	0	14	21	23	6	1	8	17	5	44	29	16	7	7	7	25	15					
		2.93%	4.36%	3.50%	2.41%	3.34%	4.55%	3.00%	5.66%	3.72%	3.72%	4.94%	4.75%	2.66%	2.13%	3.74%	2.08%	0.68%	0.97%	2.0%	2.64%	2.49%	2.15%	1.27%	0.0%	2.36%	3.39%	1.68%	1.02%	1.0%	1.12%	3.51%	1.09%	4.85%	4.44%	3.19%	3.43%	0.91%	1.33%	3.93%	3.54%					
