Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																												
Дата голосования: 07.12.2003 0:00:00																												
																												
"Наименование Избирательной комиссии:    Новосибирск, Железнодорожная"																												
																												
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																												
																												
		Сумма	УИК №1501	УИК №1502	УИК №1503	УИК №1504	УИК №1505	УИК №1506	УИК №1507	УИК №1508	УИК №1509	УИК №1510	УИК №1511	УИК №1512	УИК №1513	УИК №1514	УИК №1515	УИК №1516	УИК №1517	УИК №1518	УИК №1519	УИК №1520	УИК №1521					
1	"Число избирателей, внесенных в списки"	52755	1983	2757	2680	1974	2382	2498	2005	1715	2136	2821	2683	2527	2783	1965	2782	2631	3065	3017	2987	3169	2195					
2	"Число бюллетеней, полученных участковыми комиссиями"	51958	1990	2980	3000	2000	2490	2500	2000	1500	2000	2800	2697	2501	2701	1800	2700	2500	3000	3000	2799	3000	2000					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	28852	934	1615	1661	1139	1217	1603	1171	921	1270	1633	1599	1472	1547	986	1541	1444	1607	1775	1301	1186	1230					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	740	48	31	41	36	46	26	30	39	42	50	32	28	19	37	30	29	19	13	30	102	12					
6	Число погашенных бюллетеней	22379	1008	1334	1298	825	1227	871	799	540	688	1117	1066	1001	1135	777	1129	1027	1374	1225	1468	1712	758					
7	Число бюллетеней в переносных ящиках для голосования	740	48	31	41	36	46	26	30	39	42	50	32	28	19	37	30	29	19	13	30	102	12					
8	Число бюллетеней в стационарных ящиках для голосования	28807	933	1613	1661	1136	1214	1600	1165	921	1268	1633	1592	1472	1547	986	1539	1443	1605	1769	1301	1182	1227					
9	Число недействительных бюллетеней	309	19	17	13	2	13	20	15	8	13	12	12	7	18	12	18	10	11	18	18	40	13					
10	Число действительных бюллетеней	29238	962	1627	1689	1170	1247	1606	1180	952	1297	1671	1612	1493	1548	1011	1551	1462	1613	1764	1313	1244	1226					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	548	14	74	24	24	24	34	24	24	24	22	24	24	24	24	24	24	24	24	24	24	20					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	355	14	41	12	12	13	18	18	13	12	20	21	20	14	20	12	17	19	19	14	8	18					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	397	15	17	10	20	14	20	15	15	15	7	10	18	16	71	19	14	11	9	12	55	14					
14	Число погашенных открепительных удостоверений	193	0	33	12	12	11	16	6	11	12	2	3	4	10	4	12	7	5	5	10	16	2					
15	Число открепительных удостоверений выданных ТИК	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0					
																												
18	"1. ""ЕДИНЕНИЕ"""	417	7	20	27	10	12	22	21	24	10	25	25	23	27	19	17	29	30	37	3	15	14					
		1.41%	0.71%	1.21%	1.58%	0.85%	0.95%	1.35%	1.75%	2.5%	0.76%	1.48%	1.53%	1.53%	1.72%	1.85%	1.08%	1.97%	1.84%	2.07%	0.22%	1.16%	1.12%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	3136	70	165	278	183	150	170	118	126	139	174	140	174	130	81	148	199	191	204	81	67	148					
		10.61%	7.13%	10.03%	16.33%	15.61%	11.90%	10.45%	9.87%	13.12%	10.61%	10.33%	8.62%	11.6%	8.30%	7.91%	9.43%	13.51%	11.76%	11.44%	6.08%	5.21%	11.94%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	652	27	38	21	21	32	35	21	18	24	45	40	28	26	11	34	30	41	39	51	47	23					
		2.20%	2.75%	2.31%	1.23%	1.79%	2.53%	2.15%	1.75%	1.87%	1.83%	2.67%	2.46%	1.86%	1.66%	1.07%	2.16%	2.03%	2.52%	2.18%	3.83%	3.66%	1.85%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	2778	97	156	180	152	132	178	120	108	138	172	121	139	149	73	110	143	163	159	98	86	104					
		9.40%	9.88%	9.48%	10.57%	12.96%	10.47%	10.94%	10.04%	11.25%	10.53%	10.21%	7.45%	9.26%	9.51%	7.13%	7.01%	9.71%	10.03%	8.92%	7.36%	6.69%	8.39%					
22	"5. ""За Русь Святую"""	313	8	22	12	14	17	13	16	5	10	19	13	20	23	5	20	17	25	25	9	4	16					
		1.05%	0.81%	1.33%	0.70%	1.19%	1.34%	0.79%	1.33%	0.52%	0.76%	1.12%	0.80%	1.33%	1.46%	0.48%	1.27%	1.15%	1.53%	1.40%	0.67%	0.31%	1.29%					
23	"6. ""Объединенная Российская партия ""Русь"""	49	2	1	0	1	1	6	0	0	3	2	6	2	3	0	2	2	3	2	4	6	3					
		0.16%	0.20%	0.06%	0.0%	0.08%	0.07%	0.36%	0.0%	0.0%	0.22%	0.11%	0.36%	0.13%	0.19%	0.0%	0.12%	0.13%	0.18%	0.11%	0.30%	0.46%	0.24%					
24	"7. ""Новый курс - Автомобильная Россия"""	177	5	11	9	8	5	12	6	6	10	11	7	11	8	3	15	6	10	11	5	7	11					
		0.59%	0.50%	0.66%	0.52%	0.68%	0.39%	0.73%	0.50%	0.62%	0.76%	0.65%	0.43%	0.73%	0.51%	0.29%	0.95%	0.40%	0.61%	0.61%	0.37%	0.54%	0.88%					
25	"8. ""Народно-республиканская партия России"""	20	1	0	0	0	2	1	0	2	0	0	2	2	1	0	1	0	0	1	0	3	4					
		0.06%	0.10%	0.0%	0.0%	0.0%	0.15%	0.06%	0.0%	0.20%	0.0%	0.0%	0.12%	0.13%	0.06%	0.0%	0.06%	0.0%	0.0%	0.05%	0.0%	0.23%	0.32%					
26	"9. ""Российская экологическая партия ""Зеленые"""	235	9	10	16	12	14	6	11	7	12	12	15	7	18	2	11	14	11	19	13	10	6					
		0.79%	0.91%	0.60%	0.94%	1.02%	1.11%	0.36%	0.92%	0.72%	0.91%	0.71%	0.92%	0.46%	1.14%	0.19%	0.70%	0.95%	0.67%	1.06%	0.97%	0.77%	0.48%					
27	"10. ""Аграрная партия России"""	382	14	20	11	13	30	19	16	16	18	14	22	21	27	18	15	19	14	26	15	15	19					
		1.29%	1.42%	1.21%	0.64%	1.10%	2.38%	1.16%	1.33%	1.66%	1.37%	0.83%	1.35%	1.4%	1.72%	1.75%	0.95%	1.29%	0.86%	1.45%	1.12%	1.16%	1.53%					
28	"11. ""Истинные патриоты России"""	16	1	0	3	0	0	1	0	0	0	2	1	1	0	0	1	0	0	3	1	0	2					
		0.05%	0.10%	0.0%	0.17%	0.0%	0.0%	0.06%	0.0%	0.0%	0.0%	0.11%	0.06%	0.06%	0.0%	0.0%	0.06%	0.0%	0.0%	0.16%	0.07%	0.0%	0.16%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	209	7	12	11	11	8	8	9	8	9	16	15	8	13	4	7	6	10	14	9	12	12					
		0.70%	0.71%	0.72%	0.64%	0.93%	0.63%	0.49%	0.75%	0.83%	0.68%	0.95%	0.92%	0.53%	0.83%	0.39%	0.44%	0.40%	0.61%	0.78%	0.67%	0.93%	0.96%					
30	"13. ""Демократическая партия России"""	50	0	2	2	3	2	0	2	0	2	1	3	3	4	2	5	1	0	0	8	6	4					
		0.16%	0.0%	0.12%	0.11%	0.25%	0.15%	0.0%	0.16%	0.0%	0.15%	0.05%	0.18%	0.2%	0.25%	0.19%	0.31%	0.06%	0.0%	0.0%	0.60%	0.46%	0.32%					
31	"14. ""Великая Россия - Евразийский Союз"""	75	3	3	1	1	2	4	6	8	3	5	6	6	5	3	6	3	2	2	2	4	0					
		0.25%	0.30%	0.18%	0.05%	0.08%	0.15%	0.24%	0.50%	0.83%	0.22%	0.29%	0.36%	0.4%	0.31%	0.29%	0.38%	0.20%	0.12%	0.11%	0.15%	0.31%	0.0%					
32	"15. ""Партия СЛОН"""	63	1	8	3	6	4	2	2	0	4	5	2	0	3	2	3	3	4	3	3	1	4					
		0.21%	0.10%	0.48%	0.17%	0.51%	0.31%	0.12%	0.16%	0.0%	0.30%	0.29%	0.12%	0.0%	0.19%	0.19%	0.19%	0.20%	0.24%	0.16%	0.22%	0.07%	0.32%					
33	"16. ""Родина"" (народно-патриотический союз)"""	4079	134	219	191	144	186	218	189	122	192	262	279	218	188	135	231	199	244	307	135	109	177					
		13.80%	13.65%	13.32%	11.22%	12.28%	14.76%	13.40%	15.81%	12.70%	14.65%	15.56%	17.17%	14.53%	12.00%	13.19%	14.72%	13.51%	15.02%	17.22%	10.14%	8.48%	14.28%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	29	2	2	0	2	2	1	4	0	2	1	0	2	3	2	2	0	0	1	0	1	2					
		0.09%	0.20%	0.12%	0.0%	0.17%	0.15%	0.06%	0.33%	0.0%	0.15%	0.05%	0.0%	0.13%	0.19%	0.19%	0.12%	0.0%	0.0%	0.05%	0.0%	0.07%	0.16%					
35	"18. ""ЛДПР"""	2024	85	119	81	57	88	105	63	72	74	99	99	88	112	79	140	94	105	104	143	140	77					
		6.85%	8.66%	7.23%	4.75%	4.86%	6.98%	6.45%	5.27%	7.5%	5.64%	5.88%	6.09%	5.86%	7.15%	7.72%	8.92%	6.38%	6.46%	5.83%	10.74%	10.90%	6.21%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	347	14	14	14	10	15	21	8	3	22	18	21	18	17	11	29	19	29	16	21	13	14					
		1.17%	1.42%	0.85%	0.82%	0.85%	1.19%	1.29%	0.66%	0.31%	1.67%	1.06%	1.29%	1.2%	1.08%	1.07%	1.84%	1.29%	1.78%	0.89%	1.57%	1.01%	1.12%					
37	"20. ""Политическая партия ""Единая Россия"""	7027	234	405	366	224	255	403	266	208	307	384	410	332	388	287	378	359	361	412	370	374	304					
		23.78%	23.85%	24.63%	21.50%	19.11%	20.23%	24.78%	22.25%	21.66%	23.43%	22.81%	25.24%	22.13%	24.77%	28.05%	24.09%	24.38%	22.22%	23.12%	27.79%	29.12%	24.53%					
38	"21. ""Российская Конституционно-демократическая партия"""	47	1	3	4	3	1	2	1	0	2	2	6	10	1	1	3	3	1	0	0	2	1					
		0.15%	0.10%	0.18%	0.23%	0.25%	0.07%	0.12%	0.08%	0.0%	0.15%	0.11%	0.36%	0.66%	0.06%	0.09%	0.19%	0.20%	0.06%	0.0%	0.0%	0.15%	0.08%					
39	"22. ""Развитие предпринимательства"""	109	1	8	8	7	5	3	1	1	3	9	5	2	4	3	7	7	8	13	8	1	5					
