Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																															
Дата голосования: 07.12.2003 0:00:00																															
																															
Наименование Избирательной комиссии:    Шемуршинская																															
																															
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																															
																															
		Сумма	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627					
1	"Число избирателей, внесенных в списки"	11928	1920	791	346	48	70	290	536	71	421	794	406	369	1049	43	580	209	676	321	1173	371	676	606	55	107					
2	"Число бюллетеней, полученных участковыми комиссиями"	10822	1717	702	307	50	72	289	482	72	413	718	366	333	934	44	513	201	618	286	1063	334	600	540	61	107					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	9274	1383	592	269	48	69	248	409	59	370	629	312	304	835	40	485	160	525	257	865	297	523	440	50	105					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	659	49	37	6	0	0	20	38	11	25	44	41	18	21	2	22	20	31	23	102	15	71	59	2	2					
6	Число погашенных бюллетеней	889	285	73	32	2	3	21	35	2	18	45	13	11	78	2	6	21	62	6	96	22	6	41	9	0					
7	Число бюллетеней в переносных ящиках для голосования	659	49	37	6	0	0	20	38	11	25	44	41	18	21	2	22	20	31	23	102	15	71	59	2	2					
8	Число бюллетеней в стационарных ящиках для голосования	9274	1383	592	269	48	69	248	409	59	370	629	312	304	835	40	485	160	525	257	865	297	523	440	50	105					
9	Число недействительных бюллетеней	201	22	22	12	0	0	2	24	0	1	14	4	5	1	1	11	4	23	12	10	12	6	15	0	0					
10	Число действительных бюллетеней	9732	1410	607	263	48	69	266	423	70	394	659	349	317	855	41	496	176	533	268	957	300	588	484	52	107					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	300	40	30	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	20					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	100	40	7	0	0	0	2	3	0	0	10	3	1	4	0	2	0	4	3	10	3	0	7	1	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	58	9	3	0	2	3	1	4	0	2	5	0	1	3	1	1	2	4	1	3	2	4	4	3	0					
14	Число погашенных открепительных удостоверений	200	0	23	10	10	10	8	7	10	10	0	7	9	6	10	8	10	6	7	0	7	10	3	9	20					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																															
18	"1. ""ЕДИНЕНИЕ"""	202	29	13	1	4	0	3	13	0	12	19	6	9	23	0	10	1	18	5	16	2	9	8	0	1					
		2.03%	2.02%	2.06%	0.36%	8.33%	0.0%	1.11%	2.90%	0.0%	3.03%	2.82%	1.69%	2.79%	2.68%	0.0%	1.97%	0.55%	3.23%	1.78%	1.65%	0.64%	1.51%	1.60%	0.0%	0.93%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	120	38	15	3	0	0	3	2	0	4	4	7	1	4	0	12	2	6	10	2	2	1	3	1	0					
		1.20%	2.65%	2.38%	1.09%	0.0%	0.0%	1.11%	0.44%	0.0%	1.01%	0.59%	1.98%	0.31%	0.46%	0.0%	2.36%	1.11%	1.07%	3.57%	0.20%	0.64%	0.16%	0.60%	1.92%	0.0%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	59	7	6	1	0	0	5	3	0	0	1	1	1	4	0	3	1	8	3	2	1	5	6	1	0					
		0.59%	0.48%	0.95%	0.36%	0.0%	0.0%	1.86%	0.67%	0.0%	0.0%	0.14%	0.28%	0.31%	0.46%	0.0%	0.59%	0.55%	1.43%	1.07%	0.20%	0.32%	0.84%	1.20%	1.92%	0.0%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	39	7	7	0	0	0	3	0	0	0	0	1	1	4	0	1	1	0	0	2	2	6	4	0	0					
		0.39%	0.48%	1.11%	0.0%	0.0%	0.0%	1.11%	0.0%	0.0%	0.0%	0.0%	0.28%	0.31%	0.46%	0.0%	0.19%	0.55%	0.0%	0.0%	0.20%	0.64%	1.01%	0.80%	0.0%	0.0%					
22	"5. ""За Русь Святую"""	26	2	2	2	0	0	0	5	0	1	3	0	0	3	0	0	1	2	2	0	0	1	2	0	0					
