Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																					
Дата голосования: 07.12.2003 0:00:00																																																					
																																																					
Наименование Избирательной комиссии:    Бугурусланская																																																					
																																																					
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																					
																																																					
		Сумма	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283					
1	"Число избирателей, внесенных в списки"	17197	667	189	246	446	201	136	129	518	172	109	282	144	736	656	211	391	314	678	325	379	314	560	160	279	1968	151	246	200	314	390	328	1313	189	133	289	373	97	151	513	537	312	379	182	104	609	177					
2	"Число бюллетеней, полученных участковыми комиссиями"	17189	670	189	245	445	203	138	132	510	179	116	276	147	726	673	218	393	319	691	318	374	315	556	166	276	1952	143	246	201	303	373	330	1325	187	134	296	370	97	150	507	545	312	381	178	103	606	175					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	12166	438	131	197	330	158	115	109	406	157	101	244	124	504	395	138	264	253	442	275	268	203	421	144	214	1045	92	215	167	217	324	266	824	144	94	188	307	81	134	352	356	201	290	139	74	472	153					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	904	18	0	12	11	17	16	14	13	0	0	16	12	65	58	31	0	25	66	9	36	38	41	4	33	70	9	0	0	0	20	31	46	0	0	0	12	6	7	0	0	19	38	26	17	68	0					
6	Число погашенных бюллетеней	4119	214	58	36	104	28	7	9	91	22	15	16	11	157	220	49	129	41	183	34	70	74	94	18	29	837	42	31	34	86	29	33	455	43	40	108	51	10	9	155	189	92	53	13	12	66	22					
7	Число бюллетеней в переносных ящиках для голосования	904	18	0	12	11	17	16	14	13	0	0	16	12	65	58	31	0	25	66	9	36	38	41	4	33	70	9	0	0	0	20	31	46	0	0	0	12	6	7	0	0	19	38	26	17	68	0					
8	Число бюллетеней в стационарных ящиках для голосования	12166	438	131	197	330	158	115	109	406	157	101	244	124	504	395	138	264	253	442	275	268	203	421	144	214	1045	92	215	167	217	324	266	824	144	94	188	307	81	134	352	356	201	290	139	74	472	153					
9	Число недействительных бюллетеней	308	10	11	5	2	6	1	1	16	4	2	5	1	7	13	3	0	1	17	13	5	1	15	7	2	13	3	7	2	3	8	10	6	2	9	0	6	3	6	10	6	17	7	14	2	16	10					
10	Число действительных бюллетеней	12762	446	120	204	339	169	130	122	403	153	99	255	135	562	440	166	264	277	491	271	299	240	447	141	245	1102	98	208	165	214	336	287	864	142	85	188	313	84	135	342	350	203	321	151	89	524	143					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	500	19	6	7	13	6	5	4	15	5	4	8	5	22	20	6	12	10	20	10	10	10	16	5	8	50	5	7	6	9	10	10	37	6	4	9	10	4	5	15	16	9	10	5	4	18	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	61	3	0	1	0	0	0	1	1	0	0	0	0	2	0	0	0	3	0	0	3	0	0	0	3	21	0	0	3	0	0	1	12	1	0	0	1	0	0	1	1	0	0	0	2	0	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	135	3	2	3	1	1	2	1	5	1	2	5	1	4	3	2	5	1	3	5	1	3	2	0	4	11	0	3	1	3	5	2	4	2	2	1	4	2	2	2	5	5	8	6	2	4	1					
14	Число погашенных открепительных удостоверений	439	16	6	6	13	6	5	3	14	5	4	8	5	20	20	6	12	7	20	10	7	10	16	5	5	29	5	7	3	9	10	9	25	5	4	9	9	4	5	14	15	9	10	5	2	18	4					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																					
