Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																				
Дата голосования: 07.12.2003 0:00:00																																				
																																				
Наименование Избирательной комиссии:    Новоселовская																																				
																																				
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																				
																																				
		Сумма	УИК №1749	УИК №1750	УИК №1751	УИК №1752	УИК №1753	УИК №1754	УИК №1755	УИК №1756	УИК №1757	УИК №1758	УИК №1759	УИК №1760	УИК №1761	УИК №1762	УИК №1763	УИК №1764	УИК №1765	УИК №1766	УИК №1767	УИК №1768	УИК №1769	УИК №1770	УИК №1771	УИК №1772	УИК №1773	УИК №1774	УИК №1775	УИК №1776	УИК №1777					
1	"Число избирателей, внесенных в списки"	11442	1471	1515	1647	762	162	101	104	95	63	622	195	54	74	246	154	124	222	153	96	624	370	138	654	290	370	104	501	156	375					
2	"Число бюллетеней, полученных участковыми комиссиями"	11357	1430	1450	1580	770	170	100	120	100	70	630	200	56	75	250	160	130	220	150	100	610	370	140	660	290	370	106	510	165	375					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	6193	731	690	807	410	101	66	104	85	63	320	87	36	36	163	107	87	152	99	77	307	199	91	366	187	221	54	275	93	179					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	418	24	112	46	40	2	5	0	0	0	15	9	0	4	7	10	6	18	8	0	30	25	0	27	0	3	6	10	2	9					
6	Число погашенных бюллетеней	4746	675	648	727	320	67	29	16	15	7	295	104	20	35	80	43	37	50	43	23	273	146	49	267	103	146	46	225	70	187					
7	Число бюллетеней в переносных ящиках для голосования	418	24	112	46	40	2	5	0	0	0	15	9	0	4	7	10	6	18	8	0	30	25	0	27	0	3	6	10	2	9					
8	Число бюллетеней в стационарных ящиках для голосования	6193	731	690	807	410	101	66	104	85	63	320	87	36	36	163	107	87	152	99	77	307	199	91	366	187	221	54	275	93	179					
9	Число недействительных бюллетеней	69	11	10	7	4	0	0	0	0	1	1	3	0	0	1	0	0	0	4	0	6	2	0	4	2	5	1	4	0	3					
10	Число действительных бюллетеней	6542	744	792	846	446	103	71	104	85	62	334	93	36	40	169	117	93	170	103	77	331	222	91	389	185	219	59	281	95	185					
