Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																	
Дата голосования: 18.09.2016																																	
																																	
Наименование Избирательной комиссии:    Байкаловская																																	
																																	
Сводная таблица итогов голосования по федеральному избирательному округу																																	
																																	
		Сумма	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	13460	1416	1572	1547	632	671	484	687	225	890	133	151	417	733	396	777	130	572	612	220	551	402	242									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	11700	1200	1300	1300	500	600	430	600	200	800	120	140	380	650	350	700	130	500	550	200	500	350	200									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	455	70	0	0	0	0	0	45	0	0	18	0	38	47	0	0	8	0	22	0	125	51	31									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	4465	350	571	577	207	264	152	251	93	280	45	55	138	238	148	236	31	197	201	75	158	134	64									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	680	33	49	21	12	39	47	30	8	18	11	22	21	54	33	87	19	29	43	28	23	17	36									
6	Число погашенных избирательных бюллетеней	6100	747	680	702	281	297	231	274	99	502	46	63	183	311	169	377	72	274	284	97	194	148	69									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	1135	103	49	21	12	39	47	75	8	18	29	22	59	101	33	87	27	29	65	28	148	68	67									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	4465	350	571	577	207	264	152	251	93	280	45	55	138	238	148	236	31	197	201	75	158	134	64									
9	Число недействительных избирательных бюллетеней	160	11	23	16	10	4	4	2	7	18	0	3	1	12	7	13	2	7	3	3	9	2	3									
10	Число действительных избирательных бюллетеней	5440	442	597	582	209	299	195	324	94	280	74	74	196	327	174	310	56	219	263	100	297	200	128									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	500	30	30	30	25	30	25	30	10	30	10	10	25	25	20	30	10	25	25	20	25	25	10									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	43	3	7	7	1	3	1	2	3	0	0	0	1	2	0	3	0	0	0	1	7	1	1									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	42	1	5	6	0	4	1	1	2	2	2	1	1	3	3	1	0	3	1	0	4	0	1									
14	Число погашенных неиспользованных открепительных удостоверений	457	27	23	23	24	27	24	28	7	30	10	10	24	23	20	27	10	25	25	19	18	24	9									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	9	1	1	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																	
