Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																															
Дата голосования: 04.12.2011																															
																															
Наименование Избирательной комиссии:    район Лианозово																															
																															
Сводная таблица результатов выборов																															
																															
		Сумма	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №3260					
1	"Число избирателей, внесенных в список избирателей"	54394	1707	2522	2604	2483	2131	1994	2019	2081	2371	2545	2619	2582	1924	1871	2107	2508	2618	2629	2476	2610	2696	2486	2513	298					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	44100	1500	2000	2000	2000	2000	1500	1800	1800	2000	2000	2000	2000	1500	1500	2000	2000	2000	2000	2000	2000	2200	2000	2000	300					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	33418	912	1584	1696	1704	1442	1236	1220	1228	1436	1595	1667	1533	939	1060	1059	1640	1674	1784	1442	1561	1745	1499	1578	184					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1719	5	33	6	33	87	41	42	29	134	131	18	145	46	129	53	124	115	68	54	72	80	75	85	114					
6	Число погашенных избирательных бюллетеней	8963	583	383	298	263	471	223	538	543	430	274	315	322	515	311	888	236	211	148	504	367	375	426	337	2					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1719	5	33	6	33	87	41	42	29	134	131	18	145	46	129	53	124	115	68	54	72	80	75	85	114					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	33270	909	1579	1691	1704	1355	1195	1220	1228	1436	1595	1667	1533	939	1060	1058	1638	1674	1784	1442	1561	1745	1495	1578	184					
9	Число недействительных избирательных бюллетеней	664	13	55	102	11	11	19	24	19	5	20	37	20	18	169	26	16	9	17	17	18	17	11	10	0					
10	Число действительных избирательных бюллетеней	34325	901	1557	1595	1726	1431	1217	1238	1238	1565	1706	1648	1658	967	1020	1085	1746	1780	1835	1479	1615	1808	1559	1653	298					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1444	50	65	70	65	60	50	50	60	65	70	70	65	50	50	59	65	70	70	65	70	70	65	70	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1394	50	65	70	65	60	48	38	34	65	70	70	65	50	50	59	65	70	70	55	70	70	65	70	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	814	72	35	51	37	25	52	48	19	16	20	57	39	36	23	41	34	23	18	34	28	36	33	37	0					
14	Число погашенных неиспользованных открепительных удостоверений	50	0	0	0	0	0	2	12	26	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	156	3	4	5	4	2	5	9	4	8	5	6	8	9	10	9	14	10	5	5	10	2	6	13	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																															
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	3816	135	250	153	59	135	194	210	172	65	54	204	218	169	156	177	147	239	176	259	92	203	164	176	9					
		10.91%	14.77%	15.51%	9.02%	3.40%	9.36%	15.70%	16.64%	13.68%	4.14%	3.13%	12.11%	12.99%	17.16%	13.12%	15.93%	8.34%	13.36%	9.50%	17.31%	5.63%	11.12%	10.45%	10.58%	3.02%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	3342	122	190	265	47	136	113	146	159	53	41	267	172	115	114	131	165	124	122	148	192	227	151	124	18					
		9.55%	13.35%	11.79%	15.62%	2.71%	9.43%	9.14%	11.57%	12.65%	3.38%	2.38%	15.85%	10.25%	11.68%	9.59%	11.79%	9.36%	6.93%	6.59%	9.89%	11.76%	12.44%	9.62%	7.46%	6.04%					
