13	Бабурин Сергей Николаевич	89	12	7	2	6	3	1	12	3	3	2	3	2	0	2	3	2	0	0	1	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	2	0	6	1	0	0	0	0	0	8	1	0	0	0	0	0	1	0	1	0									
		0.24%	0.99%	0.65%	0.17%	0.49%	0.28%	0.09%	1.12%	0.33%	0.24%	0.21%	0.34%	0.20%	0.00%	0.21%	0.28%	0.43%	0.00%	0.00%	0.11%	0.00%	0.00%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%	0.34%	0.15%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.43%	0.00%	0.90%	0.40%	0.00%	0.00%	0.00%	0.00%	0.00%	0.72%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.13%	0.00%	0.29%	0.00%									
14	Грудинин Павел Николаевич	1152	29	21	57	52	19	67	33	46	73	20	44	19	60	64	38	4	5	4	11	20	21	12	8	6	1	3	5	6	5	5	6	7	10	4	2	13	2	26	3	8	6	3	4	5	7	7	3	20	3	9	11	35	3	121	7	10	13	7	22	12	1	4									
		3.05%	2.40%	1.96%	4.73%	4.25%	1.79%	6.10%	3.08%	5.12%	5.79%	2.11%	5.03%	1.94%	6.00%	6.72%	3.53%	0.85%	1.02%	0.87%	1.24%	3.07%	2.34%	1.28%	2.08%	1.94%	0.25%	1.71%	2.55%	2.04%	1.75%	1.71%	0.88%	1.44%	4.72%	0.52%	0.52%	2.47%	1.20%	4.42%	1.42%	1.06%	1.50%	1.83%	0.85%	0.87%	1.06%	2.77%	1.67%	3.69%	0.53%	3.73%	1.82%	3.14%	0.65%	23.36%	2.86%	2.13%	4.08%	3.98%	2.93%	2.37%	0.29%	1.22%									
15	Жириновский Владимир Вольфович	306	11	14	15	17	46	6	10	15	11	16	5	10	7	10	10	1	2	2	4	1	1	5	0	2	1	2	0	2	2	1	1	0	1	1	2	3	2	0	1	1	3	1	4	4	5	2	2	0	1	0	6	23	2	0	0	2	3	0	2	2	1	2									
		0.81%	0.91%	1.30%	1.24%	1.39%	4.32%	0.55%	0.93%	1.67%	0.87%	1.68%	0.57%	1.02%	0.70%	1.05%	0.93%	0.21%	0.41%	0.44%	0.45%	0.15%	0.11%	0.53%	0.00%	0.65%	0.25%	1.14%	0.00%	0.68%	0.70%	0.34%	0.15%	0.00%	0.47%	0.13%	0.52%	0.57%	1.20%	0.00%	0.47%	0.13%	0.75%	0.61%	0.85%	0.70%	0.75%	0.79%	1.11%	0.00%	0.18%	0.00%	0.99%	2.06%	0.43%	0.00%	0.00%	0.43%	0.94%	0.00%	0.27%	0.39%	0.29%	0.61%									
16	Путин Владимир Владимирович	35769	1141	981	1109	1113	978	1012	1005	828	1159	886	811	932	930	863	1013	460	481	451	861	624	871	908	377	301	391	170	191	283	275	285	672	479	200	755	377	505	162	559	206	743	384	158	455	563	637	241	175	522	565	231	583	1028	449	397	236	451	303	169	724	490	338	322									
		94.81%	94.53%	91.34%	91.96%	90.93%	91.92%	92.17%	93.84%	92.20%	91.91%	93.26%	92.79%	95.01%	93.00%	90.65%	94.06%	98.08%	98.16%	98.26%	97.40%	95.85%	97.10%	97.01%	97.92%	97.10%	99.24%	97.14%	97.45%	96.26%	96.15%	97.27%	98.25%	98.36%	94.34%	99.08%	98.69%	96.01%	97.01%	95.07%	97.17%	98.02%	96.24%	96.34%	97.22%	97.91%	96.08%	95.26%	97.22%	96.31%	98.95%	95.85%	96.20%	92.11%	97.61%	76.64%	96.33%	96.16%	94.98%	96.02%	96.28%	96.65%	98.54%	98.17%									
17	Собчак Ксения Анатольевна	126	2	6	10	5	6	6	2	0	2	11	2	7	3	8	5	1	2	0	2	1	1	3	0	1	1	0	0	2	1	0	1	1	0	1	1	1	1	1	1	1	1	0	2	1	1	1	0	0	2	0	4	3	2	0	2	4	0	0	1	2	1	0									
		0.33%	0.17%	0.56%	0.83%	0.41%	0.56%	0.55%	0.19%	0.00%	0.16%	1.16%	0.23%	0.71%	0.30%	0.84%	0.46%	0.21%	0.41%	0.00%	0.23%	0.15%	0.11%	0.32%	0.00%	0.32%	0.25%	0.00%	0.00%	0.68%	0.35%	0.00%	0.15%	0.21%	0.00%	0.13%	0.26%	0.19%	0.60%	0.17%	0.47%	0.13%	0.25%	0.00%	0.43%	0.17%	0.15%	0.40%	0.00%	0.00%	0.35%	0.00%	0.66%	0.27%	0.43%	0.00%	0.82%	0.85%	0.00%	0.00%	0.13%	0.39%	0.29%	0.00%									
18	Сурайкин Максим Александрович	101	2	32	2	5	4	2	2	1	7	5	2	2	0	2	2	1	0	0	1	1	1	2	0	0	0	0	0	0	1	1	1	0	1	0	0	1	0	2	1	2	0	1	1	0	2	0	0	0	0	1	2	5	1	0	0	1	0	0	0	0	1	0									
		0.27%	0.17%	2.98%	0.17%	0.41%	0.38%	0.18%	0.19%	0.11%	0.56%	0.53%	0.23%	0.20%	0.00%	0.21%	0.19%	0.21%	0.00%	0.00%	0.11%	0.15%	0.11%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%	0.34%	0.15%	0.00%	0.47%	0.00%	0.00%	0.19%	0.00%	0.34%	0.47%	0.26%	0.00%	0.61%	0.21%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.41%	0.33%	0.45%	0.22%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%									
19	Титов Борис Юрьевич	64	2	5	2	11	3	1	2	1	2	5	3	3	0	2	2	0	0	2	0	2	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	4	1	0	0	0	0	0	1	1	0	0									
		0.17%	0.17%	0.47%	0.17%	0.90%	0.28%	0.09%	0.19%	0.11%	0.16%	0.53%	0.34%	0.31%	0.00%	0.21%	0.19%	0.00%	0.00%	0.44%	0.00%	0.31%	0.11%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.17%	0.15%	0.40%	0.00%	0.00%	0.00%	0.00%	0.00%	0.36%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.13%	0.20%	0.00%	0.00%									
20	Явлинский Григорий Алексеевич	102	4	7	7	11	3	3	5	4	4	5	4	4	0	1	4	0	0	0	1	1	1	3	0	0	0	0	0	1	1	0	1	0	0	1	0	1	0	0	0	3	4	1	0	1	4	0	0	0	0	0	0	9	1	0	0	1	0	0	1	0	0	0									
		0.27%	0.33%	0.65%	0.58%	0.90%	0.28%	0.27%	0.47%	0.45%	0.32%	0.53%	0.46%	0.41%	0.00%	0.11%	0.37%	0.00%	0.00%	0.00%	0.11%	0.15%	0.11%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.34%	0.35%	0.00%	0.15%	0.00%	0.00%	0.13%	0.00%	0.19%	0.00%	0.00%	0.00%	0.40%	1.00%	0.61%	0.00%	0.17%	0.60%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.81%	0.22%	0.00%	0.00%	0.21%	0.00%	0.00%	0.13%	0.00%	0.00%	0.00%									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
