Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																												
Дата голосования: 04.12.2011																																																												
																																																												
Наименование Избирательной комиссии:    Территориальная избирательная комиссия №20																																																												
																																																												
Сводная таблица результатов выборов																																																												
																																																												
		Сумма	УИК №1558	УИК №1559	УИК №1560	УИК №1561	УИК №1562	УИК №1563	УИК №1564	УИК №1565	УИК №1566	УИК №1567	УИК №1568	УИК №1569	УИК №1570	УИК №1571	УИК №1572	УИК №1573	УИК №1574	УИК №1575	УИК №1576	УИК №1577	УИК №1578	УИК №1579	УИК №1580	УИК №1581	УИК №1582	УИК №1583	УИК №1584	УИК №1585	УИК №1586	УИК №1587	УИК №1588	УИК №1589	УИК №1590	УИК №1591	УИК №1592	УИК №1593	УИК №1594	УИК №1595	УИК №1596	УИК №1597	УИК №1598	УИК №1599	УИК №1600	УИК №1601	УИК №1602	УИК №1603	УИК №1604	УИК №1605	УИК №1606	УИК №1607	УИК №1608	УИК №1609	УИК №1610					
1	"Число избирателей, внесенных в список избирателей"	103310	2302	2567	2537	1614	2572	1692	3372	2651	1727	191	1964	1873	1829	2112	1236	795	1532	2293	2807	1949	2312	2622	2493	2489	2299	2068	1958	2629	2724	2556	2603	2778	2069	2146	1082	2489	2128	1657	1656	654	1489	860	2045	1782	1666	1684	1411	377	1247	1107	3473	2190	952					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	91000	2000	2200	2200	2200	2100	1500	2500	2400	1500	200	1700	1500	1600	1800	1000	1400	1200	2000	2500	1600	2100	2400	2200	2200	2000	1700	1700	2300	2400	2300	2400	2500	2200	1800	1800	2100	1800	1300	1300	500	1300	750	1800	1600	1300	1400	1100	400	1000	800	2850	1800	800					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	57878	1313	1482	1422	1489	1353	993	1912	1492	830	109	950	966	860	845	513	774	769	1129	1202	1028	1499	1571	1337	1304	1192	1208	1215	1497	1566	1370	1413	1576	1359	1130	1053	1337	1145	822	930	394	978	555	1153	1037	906	981	796	165	711	549	2123	938	637					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2131	21	64	41	125	36	23	25	23	64	70	20	25	17	18	54	21	67	9	30	11	19	55	33	33	24	32	37	71	26	19	24	31	37	44	29	20	22	99	48	41	13	38	26	44	114	32	39	201	46	35	19	15	1					
6	Число погашенных избирательных бюллетеней	30991	666	654	737	586	711	484	563	885	606	21	730	509	723	937	433	605	364	862	1268	561	582	774	830	863	784	460	448	732	808	911	963	893	804	626	718	743	633	379	322	65	309	157	621	519	280	387	265	34	243	216	708	847	162					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2123	21	64	41	125	36	23	25	23	64	70	20	25	17	18	54	21	67	9	30	11	19	55	33	33	24	32	37	71	26	19	24	31	37	44	29	20	22	99	46	41	13	38	26	44	108	32	39	201	46	35	19	15	1					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	57721	1313	1477	1413	1482	1327	954	1912	1492	830	109	950	964	858	845	513	774	769	1126	1201	1028	1499	1562	1333	1304	1189	1197	1215	1497	1566	1365	1413	1576	1359	1130	1050	1335	1143	822	929	391	977	555	1153	1037	906	977	795	165	707	549	2113	938	637					
9	Число недействительных избирательных бюллетеней	871	19	34	13	20	10	12	16	23	24	6	19	13	16	10	12	10	74	14	18	15	15	20	25	13	18	23	11	13	22	26	17	23	15	14	17	29	17	16	19	2	9	5	13	15	12	7	11	7	10	18	24	0	7					
10	Число действительных избирательных бюллетеней	58973	1315	1507	1441	1587	1353	965	1921	1492	870	173	951	976	859	853	555	785	762	1121	1213	1024	1503	1597	1341	1324	1195	1206	1241	1555	1570	1358	1420	1584	1381	1160	1062	1326	1148	905	956	430	981	588	1166	1066	1002	1002	823	359	743	566	2108	953	631					
