Выборы Президента Российской Федерации																																						
																																						
Наименование Избирательной комиссии:    Клинцовская городская																																						
																																						
Итоги голосования 																																						
																																						
		Сумма	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616					
1	"Число избирателей, внесенных в список"	56518	1692	1268	1083	485	1643	1912	1958	2047	2032	1992	1984	1848	1938	1822	1929	2143	1878	1780	1861	1850	1740	1838	1933	1934	2141	2022	1884	1979	1968	1969	1965					
2	Число полученных избирательных бюллетеней	54500	1650	1200	1000	450	1500	1800	1900	2000	2000	1900	1900	1700	1900	1800	1900	2100	1800	1700	1800	1800	1600	1800	1900	1900	2100	2000	1800	1900	1900	1900	1900					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	28020	1013	590	566	319	860	936	942	1096	1052	915	996	876	898	851	825	973	836	888	992	864	888	875	984	935	996	1078	1008	996	992	1015	965					
5	"Число избирательных бюллетеней, выданных вне помещения"	1447	22	79	25	33	60	36	35	27	34	56	32	77	62	58	89	53	47	55	46	103	64	64	24	25	36	26	32	35	33	38	41					
6	Число погашенных избирательных бюллетеней	25033	615	531	409	98	580	828	923	877	914	929	872	747	940	891	986	1074	917	757	762	833	648	861	892	940	1068	896	760	869	875	847	894					
7	Число избирательных бюллетеней в переносных ящиках	1447	22	79	25	33	60	36	35	27	34	56	32	77	62	58	89	53	47	55	46	103	64	64	24	25	36	26	32	35	33	38	41					
8	Число бюллетеней в стационарных ящиках для голосования	28013	1013	590	566	319	860	935	941	1096	1052	915	993	876	898	851	825	973	836	888	992	864	887	874	984	935	996	1078	1008	996	992	1015	965					
9	Число недействительных избирательных бюллетеней	235	10	7	5	2	18	10	5	8	5	3	1	14	9	5	9	6	3	13	14	3	7	10	13	9	5	12	6	4	5	9	5					
10	Число действительных избирательных бюллетеней	29225	1025	662	586	350	902	961	971	1115	1081	968	1024	939	951	904	905	1020	880	930	1024	964	944	928	995	951	1027	1092	1034	1027	1020	1044	1001					
11	Число полученных открепительных  удостоверений	625	20	20	20	20	20	20	20	20	20	20	20	20	25	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20					
12	Число выданных открепительных удостоверений	248	1	3	4	1	7	5	17	13	16	10	5	3	23	12	6	11	4	6	12	4	10	6	12	4	7	12	5	7	10	7	5					
