Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																							
Дата голосования: 02.12.2007																							
																							
Наименование Избирательной комиссии:    Крестецкая																							
																							
Сводная таблица результатов выборов																							
																							
		Сумма	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149					
1	"Число избирателей, внесенных в списки избирателей"	11656	1793	1690	1349	1387	1432	1017	187	121	476	119	246	565	529	135	321	289					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	11010	1700	1600	1300	1300	1400	950	170	110	450	100	220	550	500	120	290	250					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	7178	1084	984	835	856	951	609	126	73	283	63	160	332	307	94	245	176					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	866	66	87	44	47	35	74	28	36	60	28	56	114	75	16	42	58					
6	Число погашенных избирательных бюллетеней	2966	550	529	421	397	414	267	16	1	107	9	4	104	118	10	3	16					
7	Число избирательных бюллетеней в переносных ящиках для голосования	866	66	87	44	47	35	74	28	36	60	28	56	114	75	16	42	58					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7178	1084	984	835	856	951	609	126	73	283	63	160	332	307	94	245	176					
9	Число недействительных избирательных бюллетеней	59	6	7	5	7	12	10	1	2	1	0	1	2	2	2	1	0					
10	Число действительных избирательных бюллетеней	7985	1144	1064	874	896	974	673	153	107	342	91	215	444	380	108	286	234					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	194	15	15	15	15	23	7	10	12	17	3	10	10	10	3	19	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	153	6	13	4	10	23	5	10	10	17	3	10	10	5	0	17	10					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	119	23	17	9	7	11	5	8	3	7	1	2	7	8	1	4	6					
