Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																						
Дата голосования: 04.12.2011																						
																						
Наименование Избирательной комиссии:    Крестецкая																						
																						
Сводная таблица результатов выборов																						
																						
		Сумма	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144					
1	"Число избирателей, внесенных в список избирателей"	11286	1415	1433	1209	1928	1552	998	564	150	102	266	487	124	535	294	229					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	11160	1400	1400	1200	1900	1500	1000	582	146	98	260	490	124	530	300	230					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	6016	801	807	665	1033	788	479	253	81	46	157	234	88	235	193	156					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	716	39	27	19	50	33	66	77	34	46	40	100	8	96	47	34					
6	Число погашенных избирательных бюллетеней	4428	560	566	516	817	679	455	252	31	6	63	156	28	199	60	40					
7	Число избирательных бюллетеней в переносных ящиках для голосования	716	39	27	19	50	33	66	77	34	46	40	100	8	96	47	34					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6015	801	807	665	1033	788	478	253	81	46	157	234	88	235	193	156					
9	Число недействительных избирательных бюллетеней	144	22	11	18	26	13	9	5	2	1	1	11	0	9	8	8					
10	Число действительных избирательных бюллетеней	6587	818	823	666	1057	808	535	325	113	91	196	323	96	322	232	182					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	218	15	20	7	13	19	4	20	10	14	10	15	8	15	30	18					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	210	15	18	7	10	19	1	20	10	14	10	15	8	15	30	18					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	136	22	11	5	24	12	8	9	6	6	2	7	4	9	6	5					
14	Число погашенных неиспользованных открепительных удостоверений	8	0	2	0	3	0	3	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	17	2	0	0	2	3	2	0	0	5	0	1	0	1	0	1					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																						
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1838	259	272	236	309	231	141	62	25	14	34	91	11	77	46	30					
		27.31%	30.83%	32.61%	34.50%	28.53%	28.14%	25.92%	18.79%	21.74%	15.22%	17.26%	27.25%	11.46%	23.26%	19.17%	15.79%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	809	102	89	90	131	110	60	45	13	9	15	42	14	24	41	24					
		12.02%	12.14%	10.67%	13.16%	12.10%	13.40%	11.03%	13.64%	11.30%	9.78%	7.61%	12.57%	14.58%	7.25%	17.08%	12.63%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	55	7	5	10	10	12	1	2	1	0	0	1	1	3	0	2					
		0.82%	0.83%	0.60%	1.46%	0.92%	1.46%	0.18%	0.61%	0.87%	0.00%	0.00%	0.30%	1.04%	0.91%	0.00%	1.05%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	848	127	107	90	116	90	40	79	14	5	21	29	21	41	42	26					
		12.60%	15.12%	12.83%	13.16%	10.71%	10.96%	7.35%	23.94%	12.17%	5.43%	10.66%	8.68%	21.88%	12.39%	17.50%	13.68%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	94	11	14	11	19	13	10	1	2	1	2	1	4	4	0	1					
		1.40%	1.31%	1.68%	1.61%	1.75%	1.58%	1.84%	0.30%	1.74%	1.09%	1.02%	0.30%	4.17%	1.21%	0.00%	0.53%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2905	308	330	223	466	347	282	135	57	61	124	158	45	173	98	98					
		43.16%	36.67%	39.57%	32.60%	43.03%	42.27%	51.84%	40.91%	49.57%	66.30%	62.94%	47.31%	46.88%	52.27%	40.83%	51.58%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	38	4	6	6	6	5	1	1	1	1	0	1	0	0	5	1					
		0.56%	0.48%	0.72%	0.88%	0.55%	0.61%	0.18%	0.30%	0.87%	1.09%	0.00%	0.30%	0.00%	0.00%	2.08%	0.53%					
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
