Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																													
Дата голосования: 02.12.2007																													
																													
Наименование Избирательной комиссии:    Ярославский район																													
																													
Сводная таблица результатов выборов																													
																													
		Сумма	УИК №829	УИК №830	УИК №831	УИК №832	УИК №833	УИК №834	УИК №835	УИК №836	УИК №837	УИК №838	УИК №839	УИК №840	УИК №841	УИК №842	УИК №843	УИК №844	УИК №845	УИК №846	УИК №847	УИК №848	УИК №849	УИК №850					
1	"Число избирателей, внесенных в списки избирателей"	56533	2896	3071	2829	2750	2187	2536	2364	2268	2356	2632	2299	2136	2352	2721	2179	2249	2869	2940	2750	2987	2899	2263					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	45100	2300	2400	2200	2200	1700	2000	1900	1800	1900	2000	1900	1700	1900	2200	1800	1800	2300	2400	2200	2400	2300	1800					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	28466	1354	1549	1391	1496	1017	1463	1261	1181	1167	1362	1224	993	1236	1344	1123	1036	1430	1443	1328	1557	1317	1194					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	979	125	67	50	26	16	45	37	24	33	35	29	30	36	43	40	60	61	22	36	80	53	31					
6	Число погашенных избирательных бюллетеней	15655	821	784	759	678	667	492	602	595	700	603	647	677	628	813	637	704	809	935	836	763	930	575					
7	Число избирательных бюллетеней в переносных ящиках для голосования	976	125	67	50	26	16	45	37	24	33	35	29	30	35	43	40	60	61	22	35	79	53	31					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	28236	1354	1547	1378	1486	1014	1462	1249	1166	1165	1362	1218	982	1145	1335	1114	1032	1426	1420	1317	1557	1315	1192					
9	Число недействительных избирательных бюллетеней	654	24	23	18	19	17	23	15	18	18	18	18	13	19	21	223	13	31	16	14	19	55	19					
10	Число действительных избирательных бюллетеней	28558	1455	1591	1410	1493	1013	1484	1271	1172	1180	1379	1229	999	1161	1357	931	1079	1456	1426	1338	1617	1313	1204					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1230	50	50	59	30	50	115	150	40	50	50	50	50	50	30	50	50	50	60	60	54	41	41					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	998	41	42	57	30	34	86	129	33	34	28	47	33	37	23	37	45	33	54	60	51	32	32					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	743	44	47	21	32	46	37	58	38	24	51	28	26	29	37	22	63	27	16	34	38	10	15					
14	Число погашенных неиспользованных открепительных удостоверений	232	9	8	2	0	16	29	21	7	16	22	3	17	13	7	13	5	17	6	0	3	9	9					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	106	3	1	2	10	6	23	0	2	4	3	5	12	1	3	6	6	2	2	5	2	4	4					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																													
18	1.Политическая партия «Аграрная партия России»	994	48	32	49	41	26	65	46	42	33	47	49	27	49	48	32	32	61	48	70	69	36	44					
		3.40%	3.25%	1.98%	3.43%	2.71%	2.52%	4.31%	3.58%	3.53%	2.75%	3.36%	3.93%	2.67%	4.15%	3.48%	2.77%	2.93%	4.10%	3.33%	5.18%	4.22%	2.63%	3.60%					
19	2.Всероссийская политическая партия «Гражданская Сила»	691	24	27	27	44	15	38	46	45	41	47	51	22	28	28	21	18	34	32	25	18	31	29					
		2.37%	1.62%	1.67%	1.89%	2.91%	1.46%	2.52%	3.58%	3.78%	3.42%	3.36%	4.09%	2.17%	2.37%	2.03%	1.82%	1.65%	2.29%	2.22%	1.85%	1.10%	2.27%	2.37%					
20	3.Политическая партия «Демократическая партия России»	70	5	3	1	2	2	4	9	9	3	5	3	0	2	1	1	5	3	2	3	0	3	4					
		0.24%	0.34%	0.19%	0.07%	0.13%	0.19%	0.27%	0.70%	0.76%	0.25%	0.36%	0.24%	0.00%	0.17%	0.07%	0.09%	0.46%	0.20%	0.14%	0.22%	0.00%	0.22%	0.33%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	4105	219	230	185	216	124	244	188	166	190	203	175	164	180	217	112	138	186	195	184	224	195	170					
		14.05%	14.81%	14.25%	12.96%	14.29%	12.04%	16.19%	14.62%	13.95%	15.86%	14.53%	14.03%	16.21%	15.25%	15.75%	9.71%	12.64%	12.51%	13.52%	13.61%	13.69%	14.25%	13.90%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	689	31	37	24	39	22	28	41	47	41	44	52	24	24	21	22	22	33	17	32	33	23	32					
		2.36%	2.10%	2.29%	1.68%	2.58%	2.14%	1.86%	3.19%	3.95%	3.42%	3.15%	4.17%	2.37%	2.03%	1.52%	1.91%	2.01%	2.22%	1.18%	2.37%	2.02%	1.68%	2.62%					
23	6.Политическая партия «Партия социальной справедливости»	96	1	6	4	6	6	4	3	7	1	3	8	4	5	1	2	5	7	4	8	4	3	4					
		0.33%	0.07%	0.37%	0.28%	0.40%	0.58%	0.27%	0.23%	0.59%	0.08%	0.21%	0.64%	0.40%	0.42%	0.07%	0.17%	0.46%	0.47%	0.28%	0.59%	0.24%	0.22%	0.33%					
24	7.Политическая партия «Либерально-демократическая партия России»	2240	113	126	121	104	92	124	160	68	74	119	81	75	69	106	78	67	117	106	125	115	93	107					
		7.67%	7.64%	7.81%	8.47%	6.88%	8.93%	8.23%	12.44%	5.71%	6.18%	8.52%	6.50%	7.41%	5.85%	7.69%	6.76%	6.14%	7.87%	7.35%	9.25%	7.03%	6.80%	8.75%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	2317	116	145	133	132	85	124	87	93	77	106	103	94	82	99	74	97	121	129	86	129	108	97					
		7.93%	7.84%	8.98%	9.31%	8.73%	8.25%	8.23%	6.77%	7.82%	6.43%	7.59%	8.26%	9.29%	6.95%	7.18%	6.41%	8.88%	8.14%	8.95%	6.36%	7.89%	7.89%	7.93%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	425	20	23	28	23	11	39	28	20	24	16	12	22	14	19	13	15	14	18	16	24	14	12					
		1.45%	1.35%	1.43%	1.96%	1.52%	1.07%	2.59%	2.18%	1.68%	2.00%	1.15%	0.96%	2.17%	1.19%	1.38%	1.13%	1.37%	0.94%	1.25%	1.18%	1.47%	1.02%	0.98%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	15240	815	856	777	802	570	735	592	570	591	657	602	505	642	740	520	633	806	794	725	922	733	653					
		52.17%	55.10%	53.04%	54.41%	53.04%	55.34%	48.77%	46.03%	47.90%	49.33%	47.03%	48.28%	49.90%	54.41%	53.70%	45.06%	57.97%	54.20%	55.06%	53.62%	56.36%	53.58%	53.39%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	1691	63	106	61	84	60	79	71	105	105	132	93	62	66	77	56	47	74	81	64	79	74	52					
		5.79%	4.26%	6.57%	4.27%	5.56%	5.83%	5.24%	5.52%	8.82%	8.76%	9.45%	7.46%	6.13%	5.59%	5.59%	4.85%	4.30%	4.98%	5.62%	4.73%	4.83%	5.41%	4.25%					
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
