Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																			
Дата голосования: 18.09.2016																																			
																																			
Наименование Избирательной комиссии:    Ванинская																																			
																																			
Сводная таблица итогов голосования по федеральному избирательному округу																																			
																																			
		Сумма	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №805	УИК №806									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	27457	1878	1498	552	868	1972	979	1058	1867	859	1966	1822	1985	822	883	542	1065	672	824	643	351	1320	1442	1294	295									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	26750	1900	1450	550	850	1850	950	1050	1850	850	1950	1800	1950	800	850	550	1050	650	800	600	350	1300	1400	1150	250									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	49	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	17	0	13	11	0	6									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	9359	679	465	140	304	642	385	379	700	315	698	649	523	266	313	268	490	211	251	193	134	422	343	504	85									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	489	14	52	3	19	92	7	14	19	2	18	11	16	17	10	22	1	27	49	10	16	30	15	12	13									
6	Число погашенных избирательных бюллетеней	16853	1207	933	407	527	1116	558	657	1131	533	1232	1140	1411	517	527	260	559	412	500	380	200	835	1031	634	146									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	538	14	52	3	19	92	7	14	19	2	20	11	16	17	10	22	1	27	49	27	16	43	26	12	19									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	9357	679	465	140	304	642	385	378	700	315	698	649	523	266	313	268	490	211	251	193	134	422	342	504	85									
9	Число недействительных избирательных бюллетеней	285	25	13	2	11	23	6	9	15	10	29	20	12	5	13	13	18	9	3	11	1	7	4	25	1									
10	Число действительных избирательных бюллетеней	9610	668	504	141	312	711	386	383	704	307	689	640	527	278	310	277	473	229	297	209	149	458	364	491	103									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	655	30	30	25	25	30	30	30	30	25	30	30	30	25	25	25	35	25	25	25	15	30	30	35	15									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	119	6	8	1	2	3	7	4	10	4	9	11	12	3	7	1	9	2	3	11	0	1	1	4	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	132	2	10	0	0	10	3	2	8	1	15	7	9	1	19	1	2	2	19	1	1	12	1	1	5									
14	Число погашенных неиспользованных открепительных удостоверений	536	24	22	24	23	27	23	26	20	21	21	19	18	22	18	24	26	23	22	14	15	29	29	31	15									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	24	0	0	0	0	2	0	0	1	2	4	7	2	2	0	0	4	0	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																			
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	122	9	3	3	6	7	5	6	6	7	17	6	8	1	4	2	10	3	3	0	3	2	2	7	2									
		1.23%	1.30%	0.58%	2.10%	1.86%	0.95%	1.28%	1.53%	0.83%	2.21%	2.37%	0.91%	1.48%	0.35%	1.24%	0.69%	2.04%	1.26%	1.00%	0.00%	2.00%	0.43%	0.54%	1.36%	1.92%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	301	28	11	6	7	16	18	9	21	13	19	18	24	14	15	8	17	8	4	8	4	12	11	8	2									
		3.04%	4.04%	2.13%	4.20%	2.17%	2.18%	4.59%	2.30%	2.92%	4.10%	2.65%	2.73%	4.45%	4.95%	4.64%	2.76%	3.46%	3.36%	1.33%	3.64%	2.67%	2.58%	2.99%	1.55%	1.92%									
