Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																			
Дата голосования: 18.09.2016																																			
																																			
Наименование Избирательной комиссии:    Кытмановская																																			
																																			
Сводная таблица итогов голосования по федеральному избирательному округу																																			
																																			
		Сумма	УИК №1089	УИК №1090	УИК №1091	УИК №1092	УИК №1093	УИК №1094	УИК №1095	УИК №1096	УИК №1097	УИК №1098	УИК №1099	УИК №1100	УИК №1102	УИК №1103	УИК №1104	УИК №1105	УИК №1106	УИК №1107	УИК №1108	УИК №1109	УИК №1110	УИК №1111	УИК №1112	УИК №1113									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	11237	864	72	242	1791	1487	286	134	190	114	460	582	301	441	973	215	597	447	428	149	514	208	101	191	450									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	11600	880	90	250	1860	1580	290	130	180	110	490	590	300	450	1000	230	610	450	440	150	540	210	110	200	460									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	4473	391	39	129	660	522	142	63	91	73	223	191	77	192	322	79	226	185	200	62	204	93	59	103	147									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	573	23	8	14	34	59	25	6	9	8	32	67	53	10	14	9	60	10	24	13	37	13	3	12	30									
6	Число погашенных избирательных бюллетеней	6554	466	43	107	1166	999	123	61	80	29	235	332	170	248	664	142	324	255	216	75	299	104	48	85	283									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	573	23	8	14	34	59	25	6	9	8	32	67	53	10	14	9	60	10	24	13	37	13	3	12	30									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	4470	391	39	129	660	519	142	63	91	73	223	191	77	192	322	79	226	185	200	62	204	93	59	103	147									
9	Число недействительных избирательных бюллетеней	104	4	0	1	17	12	1	0	0	1	9	1	0	2	19	3	7	5	3	0	2	2	4	6	5									
10	Число действительных избирательных бюллетеней	4939	410	47	142	677	566	166	69	100	80	246	257	130	200	317	85	279	190	221	75	239	104	58	109	172									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	90	4	2	1	21	19	1	2	2	1	2	1	2	2	2	6	4	1	4	1	6	1	2	2	1									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	56	4	1	0	13	18	0	0	0	0	1	0	0	1	1	5	3	0	4	0	4	1	0	0	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	52	2	3	0	11	7	2	3	2	2	1	0	2	1	1	2	0	2	3	1	1	1	1	1	3									
14	Число погашенных неиспользованных открепительных удостоверений	34	0	1	1	8	1	1	2	2	1	1	1	2	1	1	1	1	1	0	1	2	0	2	2	1									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	10	0	0	0	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																			
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	30	5	0	0	2	2	0	0	5	1	0	0	2	0	2	2	1	0	1	0	2	1	0	1	3									
		0.59%	1.21%	0.00%	0.00%	0.29%	0.35%	0.00%	0.00%	5.00%	1.23%	0.00%	0.00%	1.54%	0.00%	0.60%	2.27%	0.35%	0.00%	0.45%	0.00%	0.83%	0.94%	0.00%	0.87%	1.69%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	285	23	1	10	37	25	7	3	5	2	15	13	10	19	12	6	27	16	13	0	10	7	9	8	7									
		5.65%	5.56%	2.13%	6.99%	5.33%	4.33%	4.19%	4.35%	5.00%	2.47%	5.88%	5.04%	7.69%	9.41%	3.57%	6.82%	9.44%	8.21%	5.80%	0.00%	4.15%	6.60%	14.52%	6.96%	3.95%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	81	12	0	0	12	9	0	1	3	1	2	4	1	2	9	1	1	3	5	2	5	1	0	2	5									
		1.61%	2.90%	0.00%	0.00%	1.73%	1.56%	0.00%	1.45%	3.00%	1.23%	0.78%	1.55%	0.77%	0.99%	2.68%	1.14%	0.35%	1.54%	2.23%	2.67%	2.07%	0.94%	0.00%	1.74%	2.82%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2298	182	26	88	251	229	106	35	46	34	118	147	67	77	162	40	139	77	132	59	91	34	27	54	77									
		45.57%	43.96%	55.32%	61.54%	36.17%	39.62%	63.47%	50.72%	46.00%	41.98%	46.27%	56.98%	51.54%	38.12%	48.21%	45.45%	48.60%	39.49%	58.93%	78.67%	37.76%	32.08%	43.55%	46.96%	43.50%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	23	2	0	0	7	2	0	0	1	1	1	0	1	0	0	0	1	2	0	0	2	2	0	0	1									
		0.46%	0.48%	0.00%	0.00%	1.01%	0.35%	0.00%	0.00%	1.00%	1.23%	0.39%	0.00%	0.77%	0.00%	0.00%	0.00%	0.35%	1.03%	0.00%	0.00%	0.83%	1.89%	0.00%	0.00%	0.56%									
24	"6. Политическая партия ""Гражданская Платформа"""	11	1	0	0	3	0	0	0	0	0	2	1	0	0	0	0	2	0	1	0	1	0	0	0	0									
		0.22%	0.24%	0.00%	0.00%	0.43%	0.00%	0.00%	0.00%	0.00%	0.00%	0.78%	0.39%	0.00%	0.00%	0.00%	0.00%	0.70%	0.00%	0.45%	0.00%	0.41%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	865	87	16	28	133	99	20	17	18	18	44	27	29	41	50	11	40	27	20	3	53	24	9	21	30									
		17.15%	21.01%	34.04%	19.58%	19.16%	17.13%	11.98%	24.64%	18.00%	22.22%	17.25%	10.47%	22.31%	20.30%	14.88%	12.50%	13.99%	13.85%	8.93%	4.00%	21.99%	22.64%	14.52%	18.26%	16.95%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	13	0	0	1	4	3	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1									
		0.26%	0.00%	0.00%	0.70%	0.58%	0.52%	0.00%	0.00%	0.00%	1.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%	0.00%	0.00%	0.00%	0.41%	0.00%	1.61%	0.00%	0.56%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	18	4	0	1	2	4	2	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	1									
		0.36%	0.97%	0.00%	0.70%	0.29%	0.69%	1.20%	0.00%	0.00%	0.00%	0.78%	0.39%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.87%	0.56%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	7	0	0	0	1	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	1	0									
		0.14%	0.00%	0.00%	0.00%	0.14%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.39%	0.00%	0.00%	0.30%	1.14%	0.00%	0.00%	0.00%	0.00%	0.41%	0.00%	0.00%	0.87%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	37	0	0	0	7	8	0	3	3	0	0	1	0	1	3	0	2	3	1	0	0	2	0	0	3									
		0.73%	0.00%	0.00%	0.00%	1.01%	1.38%	0.00%	4.35%	3.00%	0.00%	0.00%	0.39%	0.00%	0.50%	0.89%	0.00%	0.70%	1.54%	0.45%	0.00%	0.00%	1.89%	0.00%	0.00%	1.69%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	736	45	4	12	95	98	12	4	14	15	50	36	16	47	27	19	42	45	37	5	43	19	9	17	25									
		14.59%	10.87%	8.51%	8.39%	13.69%	16.96%	7.19%	5.80%	14.00%	18.52%	19.61%	13.95%	12.31%	23.27%	8.04%	21.59%	14.69%	23.08%	16.52%	6.67%	17.84%	17.92%	14.52%	14.78%	14.12%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	16	1	0	0	5	4	1	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	1	0									
		0.32%	0.24%	0.00%	0.00%	0.72%	0.69%	0.60%	0.00%	0.00%	0.00%	0.39%	0.39%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.41%	0.00%	0.00%	0.87%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	519	48	0	2	118	82	18	6	5	7	11	25	4	13	50	5	23	17	11	6	29	14	3	3	19									
		10.29%	11.59%	0.00%	1.40%	17.00%	14.19%	10.78%	8.70%	5.00%	8.64%	4.31%	9.69%	3.08%	6.44%	14.88%	5.68%	8.04%	8.72%	4.91%	8.00%	12.03%	13.21%	4.84%	2.61%	10.73%									
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
