Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																							
Дата голосования: 18.09.2016																																							
																																							
Наименование Избирательной комиссии:    Тюлячинская																																							
																																							
Сводная таблица итогов голосования по федеральному избирательному округу																																							
																																							
		Сумма	УИК №2668	УИК №2669	УИК №2670	УИК №2671	УИК №2672	УИК №2673	УИК №2674	УИК №2675	УИК №2676	УИК №2677	УИК №2678	УИК №2679	УИК №2680	УИК №2681	УИК №2682	УИК №2683	УИК №2684	УИК №2685	УИК №2686	УИК №2687	УИК №2688	УИК №2689	УИК №2690	УИК №2691	УИК №2692	УИК №2693	УИК №2694	УИК №2695									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	10841	1056	765	1081	188	505	258	164	485	491	299	456	262	345	549	587	374	368	386	180	295	420	302	76	224	323	111	196	95									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	11030	1083	781	1104	190	509	262	165	495	499	301	460	265	344	561	597	380	375	391	185	297	427	308	78	234	330	107	205	97									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	10531	1023	742	1066	167	476	255	157	473	479	296	452	258	332	544	577	371	351	384	177	280	413	294	71	222	296	103	189	83									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	215	18	16	3	20	26	0	6	10	9	0	0	0	10	3	6	0	14	2	1	12	3	5	5	0	23	4	7	12									
6	Число погашенных избирательных бюллетеней	284	42	23	35	3	7	7	2	12	11	5	8	7	2	14	14	9	10	5	7	5	11	9	2	12	11	0	9	2									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	215	18	16	3	20	26	0	6	10	9	0	0	0	10	3	6	0	14	2	1	12	3	5	5	0	23	4	7	12									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	10531	1023	742	1066	167	476	255	157	473	479	296	452	258	332	544	577	371	351	384	177	280	413	294	71	222	296	103	189	83									
9	Число недействительных избирательных бюллетеней	15	9	0	3	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0									
10	Число действительных избирательных бюллетеней	10731	1032	758	1066	187	502	255	163	483	488	294	452	258	342	547	582	371	365	386	178	292	416	299	76	222	319	107	196	95									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	355	40	30	30	10	10	10	10	15	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	187	32	17	21	1	5	4	1	11	9	1	1	1	2	10	10	6	8	4	4	1	7	9	1	10	4	0	7	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	65	12	4	5	1	4	0	2	3	4	1	0	1	5	0	2	0	4	1	2	2	0	5	1	0	0	6	0	0									
14	Число погашенных неиспользованных открепительных удостоверений	168	8	13	9	9	5	6	9	4	1	9	9	9	8	0	0	4	2	6	6	9	3	1	9	0	6	10	3	10									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	6	1	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
