Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																															
Дата голосования: 18.09.2016																															
																															
Наименование Избирательной комиссии:    Суоярвская																															
																															
Сводная таблица итогов голосования по федеральному избирательному округу																															
																															
		Сумма	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	16161	2072	2146	2809	963	88	279	247	1046	101	826	1386	1099	162	149	434	687	528	390	120	629									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	15600	2000	2100	2800	900	80	250	250	1000	100	800	1300	1100	150	130	400	600	500	400	140	600									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	5878	663	843	1190	345	26	101	84	325	49	294	457	407	61	46	197	218	169	157	46	200									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	405	51	17	21	14	20	3	3	25	2	30	55	28	3	7	21	41	3	18	20	23									
6	Число погашенных избирательных бюллетеней	9317	1286	1240	1589	541	34	146	163	650	49	476	788	665	86	77	182	341	328	225	74	377									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	405	51	17	21	14	20	3	3	25	2	30	55	28	3	7	21	41	3	18	20	23									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	5877	663	843	1189	345	26	101	84	325	49	294	457	407	61	46	197	218	169	157	46	200									
9	Число недействительных избирательных бюллетеней	235	28	38	49	22	0	5	2	13	0	12	7	11	0	2	10	11	11	5	1	8									
10	Число действительных избирательных бюллетеней	6047	686	822	1161	337	46	99	85	337	51	312	505	424	64	51	208	248	161	170	65	215									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	373	20	20	33	20	10	10	10	30	10	15	15	20	10	10	20	20	20	40	20	20									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	113	7	7	28	10	0	2	2	5	0	0	3	4	0	0	5	5	4	9	20	2									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	44	6	1	11	0	4	2	0	1	0	3	2	0	0	2	4	2	2	3	0	1									
14	Число погашенных неиспользованных открепительных удостоверений	260	13	13	5	10	10	8	8	25	10	15	12	16	10	10	15	15	16	31	0	18									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	32	4	4	15	0	0	0	2	0	0	1	0	2	0	0	1	0	2	0	0	1									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																															
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	54	4	4	10	3	1	0	2	6	0	4	3	5	0	0	1	0	3	5	0	3									
		0.86%	0.56%	0.47%	0.83%	0.84%	2.17%	0.00%	2.30%	1.71%	0.00%	1.23%	0.59%	1.15%	0.00%	0.00%	0.46%	0.00%	1.74%	2.86%	0.00%	1.35%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	179	16	31	29	3	0	5	5	9	3	6	10	7	2	1	8	15	8	11	0	10									
		2.85%	2.24%	3.60%	2.40%	0.84%	0.00%	4.81%	5.75%	2.57%	5.88%	1.85%	1.95%	1.61%	3.13%	1.89%	3.67%	5.79%	4.65%	6.29%	0.00%	4.48%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	139	19	22	27	5	2	0	0	10	1	4	13	5	2	0	6	10	3	4	1	5									
