Выборы Президента Российской Федерации																																																			
Дата голосования: 04.03.2012																																																			
																																																			
Наименование Избирательной комиссии:    Карачевская																																																			
																																																			
Сводная таблица итогов голосования																																																			
																																																			
	Число участковых избирательных комиссий	40																																																	
	Число участковых избирательных комиссий, приступивших к передаче сведений	40																																																	
																																																			
		Сумма	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466									
1	Число избирателей, включенных в список избирателей	29335	1274	998	1132	2022	2261	1205	1189	966	1368	1441	521	935	1230	1357	1109	459	531	162	560	264	670	863	380	397	245	1067	594	156	282	440	131	231	433	772	252	510	169	375	197	187									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	29800	1240	1020	1150	2070	2260	1230	1250	980	1390	1480	530	950	1200	1360	1120	460	550	160	590	270	690	880	390	380	250	1100	610	150	290	440	150	240	440	800	260	520	180	390	190	190									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	15713	736	565	568	1131	1317	661	713	566	818	856	306	500	749	643	592	204	276	93	315	128	274	363	201	227	110	480	264	79	120	294	97	114	234	370	94	248	70	154	102	81									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	2074	44	43	66	62	79	75	60	25	24	14	14	15	24	52	96	55	54	27	21	38	117	63	34	46	63	137	88	25	44	50	22	28	14	135	54	83	36	89	33	25									
6	Число погашенных избирательных бюллетеней	12013	460	412	516	877	864	494	477	389	548	610	210	435	427	665	432	201	220	40	254	104	299	454	155	107	77	483	258	46	126	96	31	98	192	295	112	189	74	147	55	84									
7	Число избирательных бюллетеней в переносных ящиках для голосования	2074	44	43	66	62	79	75	60	25	24	14	14	15	24	52	96	55	54	27	21	38	117	63	34	46	63	137	88	25	44	50	22	28	14	135	54	83	36	89	33	25									
