Выборы Президента Российской Федерации																																											
																																											
Наименование Избирательной комиссии:    Карачевская																																											
																																											
Итоги голосования 																																											
																																											
		Сумма	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474					
1	"Число избирателей, внесенных в список"	29527	2148	1306	2780	2994	2460	2446	2487	200	594	544	292	379	349	1062	569	181	460	267	177	443	583	134	258	1258	217	1746	748	175	282	80	305	198	215	449	167	574					
2	Число полученных избирательных бюллетеней	29731	2161	1271	2788	2996	2448	2459	2448	200	604	572	295	388	351	1040	569	198	454	285	230	439	599	135	248	1354	205	1768	765	190	289	91	302	203	202	459	166	559					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	17545	1123	609	1581	1689	1383	1347	1307	200	313	347	154	282	221	783	403	96	422	238	128	352	407	35	112	768	156	991	339	105	213	77	202	162	143	306	111	440					
5	"Число избирательных бюллетеней, выданных вне помещения"	1983	87	44	70	87	33	53	138	0	89	71	71	28	26	46	47	43	19	4	49	0	59	62	76	287	33	60	139	38	43	0	65	17	25	54	20	0					
6	Число погашенных избирательных бюллетеней	10203	951	618	1137	1220	1032	1059	1003	0	202	154	70	78	104	211	119	59	13	43	53	87	133	38	60	299	16	717	287	47	33	14	35	24	34	99	35	119					
7	Число избирательных бюллетеней в переносных ящиках	1983	87	44	70	87	33	53	138	0	89	71	71	28	26	46	47	43	19	4	49	0	59	62	76	287	33	60	139	38	43	0	65	17	25	54	20	0					
8	Число бюллетеней в стационарных ящиках для голосования	17542	1123	609	1581	1686	1383	1347	1307	200	313	347	154	282	221	783	403	96	422	238	128	352	407	35	112	768	156	991	339	105	213	77	202	162	143	306	111	440					
9	Число недействительных избирательных бюллетеней	185	16	6	13	14	15	11	11	0	3	5	3	5	4	0	2	0	1	2	1	6	3	0	3	18	7	10	11	0	0	0	1	3	3	5	0	3					
10	Число действительных избирательных бюллетеней	19340	1194	647	1638	1759	1401	1389	1434	200	399	413	222	305	243	829	448	139	440	240	176	346	463	97	185	1037	182	1041	467	143	256	77	266	176	165	355	131	437					
11	Число полученных открепительных  удостоверений	498	33	30	25	35	35	35	30	0	10	17	5	10	10	20	12	5	10	5	5	10	15	5	5	31	5	25	12	7	5	5	5	5	5	10	5	11					
12	Число выданных открепительных удостоверений	241	16	8	17	24	15	16	19	0	7	12	2	2	1	5	4	0	0	1	2	2	15	1	4	31	5	9	3	7	5	0	2	2	0	2	0	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	251	28	5	21	12	27	18	26	0	5	1	0	2	4	4	5	1	6	3	1	2	8	4	12	3	12	14	4	2	1	2	3	2	4	1	4	4					
14	Число неиспользованных открепительных удостоверений	257	17	22	8	11	20	19	11	0	3	5	3	8	9	15	8	5	10	4	3	8	0	4	1	0	0	16	9	0	0	5	3	3	5	8	5	9					
15	"Число открепительных удостоверений, выданных в ТИК"	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																											
18	. Глазьев Сергей Юрьевич	859	57	25	97	103	73	85	75	7	19	18	6	2	2	43	6	2	6	4	3	10	10	4	9	93	4	24	17	1	10	1	2	7	11	7	2	14					
		4.40%	4.71%	3.83%	5.88%	5.81%	5.16%	6.07%	5.19%	3.50%	4.73%	4.31%	2.67%	0.65%	0.81%	5.19%	1.33%	1.44%	1.36%	1.65%	1.69%	2.84%	2.15%	4.12%	4.79%	8.82%	2.12%	2.28%	3.56%	0.70%	3.91%	1.30%	0.75%	3.91%	6.55%	1.94%	1.53%	3.18%					
19	. Малышкин Олег Александрович	416	31	14	48	27	20	29	34	6	4	11	3	11	6	18	7	3	26	4	3	6	10	1	1	20	5	16	12	3	4	1	3	0	4	10	6	9					
		2.13%	2.56%	2.14%	2.91%	1.52%	1.41%	2.07%	2.35%	3.00%	1.00%	2.63%	1.33%	3.55%	2.43%	2.17%	1.56%	2.16%	5.90%	1.65%	1.69%	1.70%	2.15%	1.03%	0.53%	1.90%	2.65%	1.52%	2.51%	2.10%	1.56%	1.30%	1.12%	0.00%	2.38%	2.78%	4.58%	2.05%					
20	. Миронов Сергей Михайлович	145	9	6	8	21	11	14	11	3	5	4	2	3	1	4	0	1	2	1	0	1	2	3	3	4	3	8	2	0	3	0	3	0	0	7	0	0					
		0.74%	0.74%	0.92%	0.48%	1.18%	0.78%	1.00%	0.76%	1.50%	1.24%	0.96%	0.89%	0.97%	0.40%	0.48%	0.00%	0.72%	0.45%	0.41%	0.00%	0.28%	0.43%	3.09%	1.60%	0.38%	1.59%	0.76%	0.42%	0.00%	1.17%	0.00%	1.12%	0.00%	0.00%	1.94%	0.00%	0.00%					
21	. Путин Владимир Владимирович	11912	728	374	978	998	844	789	909	142	273	255	153	204	132	481	322	72	240	172	109	167	327	68	119	529	128	729	335	100	137	64	188	134	63	266	62	321					
		61.01%	60.17%	57.27%	59.24%	56.29%	59.60%	56.36%	62.91%	71.00%	67.91%	61.00%	68.00%	65.81%	53.44%	58.02%	71.56%	51.80%	54.42%	71.07%	61.58%	47.44%	70.17%	70.10%	63.30%	50.14%	67.72%	69.36%	70.08%	69.93%	53.52%	83.12%	70.41%	74.86%	37.50%	73.89%	47.33%	72.95%					
22	. Хакамада Ирина Муцуовна	356	29	13	28	38	36	23	38	2	7	10	5	3	6	8	3	3	6	1	1	3	7	2	2	9	1	20	9	4	7	1	10	0	0	12	0	9					
		1.82%	2.40%	1.99%	1.70%	2.14%	2.54%	1.64%	2.63%	1.00%	1.74%	2.39%	2.22%	0.97%	2.43%	0.97%	0.67%	2.16%	1.36%	0.41%	0.56%	0.85%	1.50%	2.06%	1.06%	0.85%	0.53%	1.90%	1.88%	2.80%	2.73%	1.30%	3.75%	0.00%	0.00%	3.33%	0.00%	2.05%					
23	. Харитонов Николай Михайлович	4973	268	198	394	498	360	384	297	31	87	88	48	71	94	268	108	56	155	56	55	141	95	18	48	360	38	209	81	34	85	10	55	32	84	49	57	61					
		25.47%	22.15%	30.32%	23.86%	28.09%	25.42%	27.43%	20.55%	15.50%	21.64%	21.05%	21.33%	22.90%	38.06%	32.33%	24.00%	40.29%	35.15%	23.14%	31.07%	40.06%	20.39%	18.56%	25.53%	34.12%	20.11%	19.89%	16.95%	23.78%	33.20%	12.99%	20.60%	17.88%	50.00%	13.61%	43.51%	13.86%					
																																											
24	Против всех	679	72	17	85	74	57	65	70	9	4	27	5	11	2	7	2	2	5	2	5	18	12	1	3	22	3	35	11	1	10	0	5	3	3	4	4	23					
		3.48%	5.95%	2.60%	5.15%	4.17%	4.03%	4.64%	4.84%	4.50%	1.00%	6.46%	2.22%	3.55%	0.81%	0.84%	0.44%	1.44%	1.13%	0.83%	2.82%	5.11%	2.58%	1.03%	1.60%	2.09%	1.59%	3.33%	2.30%	0.70%	3.91%	0.00%	1.87%	1.68%	1.79%	1.11%	3.05%	5.23%					
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
