Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																													
Дата голосования: 07.12.2003 0:00:00																													
																													
"Наименование Избирательной комиссии:    Тамбов, Ленинская"																													
																													
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																													
																													
		Сумма	УИК №837	УИК №838	УИК №839	УИК №840	УИК №841	УИК №842	УИК №843	УИК №844	УИК №845	УИК №846	УИК №847	УИК №848	УИК №849	УИК №850	УИК №851	УИК №852	УИК №853	УИК №854	УИК №855	УИК №856	УИК №857	УИК №858					
1	"Число избирателей, внесенных в списки"	34070	276	1479	1958	2280	2227	1950	267	2026	1266	2153	1488	94	2817	2551	965	348	2167	1861	2036	50	2042	1769					
2	"Число бюллетеней, полученных участковыми комиссиями"	32710	250	1400	2000	2200	2100	1900	300	2000	1150	2100	1400	100	2650	2400	1000	350	2000	1700	2000	110	2000	1600					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	18678	95	799	933	1253	993	1032	114	1079	696	1037	823	94	1666	1556	537	324	1328	1053	1189	41	1108	928					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1343	89	35	55	77	68	50	120	80	44	80	55	0	69	50	57	0	77	39	43	9	157	89					
6	Число погашенных бюллетеней	12689	66	566	1012	870	1039	818	66	841	410	983	522	6	915	794	406	26	595	608	768	60	735	583					
7	Число бюллетеней в переносных ящиках для голосования	1343	89	35	55	77	68	50	120	80	44	80	55	0	69	50	57	0	77	39	43	9	157	89					
8	Число бюллетеней в стационарных ящиках для голосования	18671	95	799	933	1253	993	1032	114	1079	695	1037	823	94	1663	1554	537	324	1327	1052	1192	41	1106	928					
9	Число недействительных бюллетеней	287	4	7	12	14	14	23	16	30	10	26	7	1	23	14	5	4	21	13	6	5	10	22					
10	Число действительных бюллетеней	19727	180	827	976	1316	1047	1059	218	1129	729	1091	871	93	1709	1590	589	320	1383	1078	1229	45	1253	995					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	375	10	20	20	20	20	20	0	20	20	20	20	0	30	25	20	0	20	20	30	0	20	20					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	238	3	9	13	17	14	18	0	6	11	13	13	0	24	22	9	0	16	13	21	0	7	9					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	197	17	15	10	15	11	12	0	6	7	7	5	0	12	8	16	14	17	4	9	0	4	8					
14	Число погашенных открепительных удостоверений	137	7	11	7	3	6	2	0	14	9	7	7	0	6	3	11	0	4	7	9	0	13	11					
15	Число открепительных удостоверений выданных ТИК	3	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																													
