Выборы Президента Российской Федерации																																										
																																										
Наименование Избирательной комиссии:    район Хамовники																																										
																																										
Итоги голосования 																																										
																																										
		Сумма	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №3034	УИК №3035	УИК №3036	УИК №3037	УИК №3038	УИК №3039	УИК №3040					
1	"Число избирателей, внесенных в список"	63607	1927	1974	2467	2257	1918	2711	1868	2129	1820	1907	1493	2249	2353	2548	2633	2348	2045	2192	2199	2425	2728	2343	2131	2392	2574	2306	2729	1809	146	513	125	198	34	86	30					
2	Число полученных избирательных бюллетеней	56813	1758	1775	2114	2041	1850	2570	1693	1927	1632	1710	1372	2048	1932	2090	2624	2061	1864	1955	2019	2260	2335	2014	1822	1914	2239	2095	2392	1588	180	450	140	200	35	86	28					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	35046	931	990	1474	1199	1201	1349	926	1169	981	990	743	1270	1133	1502	1316	1318	1230	1313	1347	1383	1429	1208	1169	1076	1492	1270	1709	1038	63	406	116	176	34	70	25					
5	"Число избирательных бюллетеней, выданных вне помещения"	1409	40	34	92	52	66	37	38	43	41	25	27	63	36	26	33	61	90	61	49	47	41	52	50	29	32	54	40	67	83	0	0	0	0	0	0					
6	Число погашенных избирательных бюллетеней	20358	787	751	548	790	583	1184	729	715	610	695	602	715	763	562	1275	682	544	581	623	830	865	754	603	809	715	771	643	483	34	44	24	24	1	16	3					
7	Число избирательных бюллетеней в переносных ящиках	1405	40	34	90	52	66	37	38	43	41	25	27	63	36	26	33	61	90	59	49	47	41	52	50	29	32	54	40	67	83	0	0	0	0	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	34752	928	988	1459	1197	1187	1341	925	1157	978	987	741	1266	1131	1484	1254	1308	1225	1279	1340	1382	1363	1205	1168	1075	1484	1268	1707	1035	63	406	116	176	34	70	25					
9	Число недействительных избирательных бюллетеней	277	4	6	10	7	8	10	4	5	3	5	4	5	9	20	18	7	14	9	14	15	6	11	10	7	13	9	21	10	1	6	0	2	0	2	2					
10	Число действительных избирательных бюллетеней	35880	964	1016	1539	1242	1245	1368	959	1195	1016	1007	764	1324	1158	1490	1269	1362	1301	1329	1375	1414	1398	1246	1208	1097	1503	1313	1726	1092	145	400	116	174	34	68	23					
11	Число полученных открепительных  удостоверений	1894	44	36	40	45	40	224	30	40	40	30	30	50	60	90	205	120	40	50	50	55	50	44	40	50	50	61	250	30	0	0	0	0	0	0	0					
12	Число выданных открепительных удостоверений	1711	44	32	36	44	32	213	25	34	22	30	22	50	60	88	205	87	40	39	46	50	38	39	35	47	45	57	224	27	0	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	2114	118	67	221	73	47	35	17	57	31	35	43	57	64	39	41	70	73	73	24	31	70	71	145	66	115	25	179	84	43	58	7	24	0	11	0					
14	Число неиспользованных открепительных удостоверений	183	0	4	4	1	8	11	5	6	18	0	8	0	0	2	0	33	0	11	4	5	12	5	5	3	5	4	26	3	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных в ТИК"	19	0	0	2	3	1	0	0	0	1	0	0	0	1	2	0	0	0	0	0	2	0	1	0	2	2	1	0	1	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																										
18	. Глазьев Сергей Юрьевич	2804	74	72	126	107	115	95	90	96	91	79	54	94	101	91	70	135	110	117	137	129	122	87	81	68	109	103	103	70	5	33	6	24	3	6	1					
		7.76%	7.64%	7.05%	8.13%	8.57%	9.18%	6.89%	9.35%	8.00%	8.93%	7.81%	7.03%	7.07%	8.65%	6.03%	5.44%	9.86%	8.37%	8.74%	9.86%	9.03%	8.69%	6.92%	6.65%	6.16%	7.19%	7.79%	5.90%	6.35%	3.42%	8.13%	5.17%	13.64%	8.82%	8.57%	4.00%					
19	. Малышкин Олег Александрович	344	6	11	16	4	7	18	5	10	5	10	2	7	12	24	13	7	9	11	5	7	11	13	20	11	17	19	33	18	2	1	2	0	2	6	0					
		0.95%	0.62%	1.08%	1.03%	0.32%	0.56%	1.31%	0.52%	0.83%	0.49%	0.99%	0.26%	0.53%	1.03%	1.59%	1.01%	0.51%	0.68%	0.82%	0.36%	0.49%	0.78%	1.03%	1.64%	1.00%	1.12%	1.44%	1.89%	1.63%	1.37%	0.25%	1.72%	0.00%	5.88%	8.57%	0.00%					
20	. Миронов Сергей Михайлович	199	5	9	13	4	4	9	3	8	4	5	5	4	7	16	8	4	8	4	5	6	7	9	6	4	12	6	15	5	2	0	2	0	0	0	0					
		0.55%	0.52%	0.88%	0.84%	0.32%	0.32%	0.65%	0.31%	0.67%	0.39%	0.49%	0.65%	0.30%	0.60%	1.06%	0.62%	0.29%	0.61%	0.30%	0.36%	0.42%	0.50%	0.72%	0.49%	0.36%	0.79%	0.45%	0.86%	0.45%	1.37%	0.00%	1.72%	0.00%	0.00%	0.00%	0.00%					
21	. Путин Владимир Владимирович	21749	576	564	860	655	708	853	514	662	612	643	476	859	691	989	986	718	806	718	789	792	835	799	752	702	884	851	1081	738	103	274	79	108	16	35	21					
		60.15%	59.50%	55.19%	55.52%	52.44%	56.50%	61.90%	53.37%	55.17%	60.06%	63.54%	61.98%	64.64%	59.21%	65.50%	76.61%	52.45%	61.29%	53.66%	56.80%	55.42%	59.47%	63.56%	61.74%	63.59%	58.31%	64.37%	61.88%	66.97%	70.55%	67.49%	68.10%	61.36%	47.06%	50.00%	84.00%					
22	. Хакамада Ирина Муцуовна	4616	175	184	254	173	200	191	135	210	120	129	102	154	129	137	73	208	131	191	182	204	172	136	142	143	238	159	160	116	15	24	8	12	2	7	0					
		12.77%	18.08%	18.00%	16.40%	13.85%	15.96%	13.86%	14.02%	17.50%	11.78%	12.75%	13.28%	11.59%	11.05%	9.07%	5.67%	15.19%	9.96%	14.28%	13.10%	14.28%	12.25%	10.82%	11.66%	12.95%	15.70%	12.03%	9.16%	10.53%	10.27%	5.91%	6.90%	6.82%	5.88%	10.00%	0.00%					
23	. Харитонов Николай Михайлович	3268	45	79	156	185	114	100	111	119	95	64	73	113	118	92	95	173	142	160	148	138	131	119	106	73	112	87	145	81	7	44	14	21	5	2	1					
		9.04%	4.65%	7.73%	10.07%	14.81%	9.10%	7.26%	11.53%	9.92%	9.32%	6.32%	9.51%	8.50%	10.11%	6.09%	7.38%	12.64%	10.80%	11.96%	10.66%	9.66%	9.33%	9.47%	8.70%	6.61%	7.39%	6.58%	8.30%	7.35%	4.79%	10.84%	12.07%	11.93%	14.71%	2.86%	4.00%					
																																										
24	Против всех	2900	83	97	114	114	97	102	101	90	89	77	52	93	100	141	24	117	95	128	109	138	120	83	101	96	131	88	189	64	11	24	5	9	6	12	0					
		8.02%	8.57%	9.49%	7.36%	9.13%	7.74%	7.40%	10.49%	7.50%	8.73%	7.61%	6.77%	7.00%	8.57%	9.34%	1.86%	8.55%	7.22%	9.57%	7.85%	9.66%	8.55%	6.60%	8.29%	8.70%	8.64%	6.66%	10.82%	5.81%	7.53%	5.91%	4.31%	5.11%	17.65%	17.14%	0.00%					
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
