Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																															
Дата голосования: 18.09.2016																																															
																																															
Наименование Избирательной комиссии:    Гагаринская																																															
																																															
Сводная таблица итогов голосования по федеральному избирательному округу																																															
																																															
		Сумма	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	36284	1997	2007	1951	1954	2114	2104	1999	1872	1068	1981	1998	2106	1171	350	407	2116	726	133	261	202	474	321	175	265	292	722	238	883	763	421	289	249	509	291	1153	722									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	33792	1800	1850	1800	1800	1950	1950	1850	1700	1000	1800	1800	1950	1100	320	380	2135	650	120	240	190	450	300	160	240	270	728	220	850	769	400	260	230	460	260	1160	650									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	11618	556	570	585	719	720	518	627	637	261	719	850	704	398	86	123	849	268	50	118	76	166	98	40	101	87	186	71	197	203	154	68	99	171	79	323	141									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	880	8	10	9	5	10	11	7	13	7	6	18	11	35	32	59	41	31	11	7	13	35	40	34	26	28	49	17	37	38	31	24	13	47	43	17	57									
6	Число погашенных избирательных бюллетеней	21294	1236	1270	1206	1076	1220	1421	1216	1050	732	1075	932	1235	667	202	198	1245	351	59	115	101	249	162	86	113	155	493	132	616	528	215	168	118	242	138	820	452									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	880	8	10	9	5	10	11	7	13	7	6	18	11	35	32	59	41	31	11	7	13	35	40	34	26	28	49	17	37	38	31	24	13	47	43	17	57									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	11608	556	570	583	719	720	518	627	634	260	719	849	704	396	86	123	849	268	50	118	76	166	98	40	101	87	186	71	197	203	154	68	99	170	79	323	141									
9	Число недействительных избирательных бюллетеней	272	18	12	11	15	19	9	13	7	3	19	15	19	13	4	3	17	7	1	2	3	9	1	0	2	0	6	0	8	6	4	2	2	3	2	10	7									
10	Число действительных избирательных бюллетеней	12216	546	568	581	709	711	520	621	640	264	706	852	696	418	114	179	873	292	60	123	86	192	137	74	125	115	229	88	226	235	181	90	110	214	120	330	191									
