Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																							
Дата голосования: 04.12.2011																							
																							
Наименование Избирательной комиссии:    Кудымкарская городская																							
																							
Сводная таблица результатов выборов																							
																							
		Сумма	УИК №5201	УИК №5202	УИК №5203	УИК №5204	УИК №5205	УИК №5206	УИК №5207	УИК №5208	УИК №5209	УИК №5210	УИК №5211	УИК №5212	УИК №5213	УИК №5214	УИК №5215	УИК №5216					
1	"Число избирателей, внесенных в список избирателей"	22910	2294	1155	1331	2019	250	1225	1123	2123	2099	1232	1196	1101	1204	1044	2307	1207					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	20200	2000	1000	1300	1700	200	1000	1000	2000	2000	1000	1000	1000	1000	1000	2000	1000					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	9283	787	397	451	822	107	443	562	988	1086	496	467	515	422	421	865	454					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	778	151	30	220	33	38	36	28	28	36	20	15	28	33	30	26	26					
6	Число погашенных избирательных бюллетеней	10139	1062	573	629	845	55	521	410	984	878	484	518	457	545	549	1109	520					
7	Число избирательных бюллетеней в переносных ящиках для голосования	778	151	30	220	33	38	36	28	28	36	20	15	28	33	30	26	26					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	9282	787	397	451	822	107	443	562	987	1086	496	467	515	422	421	865	454					
9	Число недействительных избирательных бюллетеней	241	19	10	10	17	25	8	13	20	25	12	11	13	7	9	28	14					
10	Число действительных избирательных бюллетеней	9819	919	417	661	838	120	471	577	995	1097	504	471	530	448	442	863	466					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	560	50	30	50	40	0	30	30	50	50	30	30	30	30	30	50	30					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	142	12	9	10	13	0	5	28	11	12	6	1	6	9	4	10	6					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	151	27	6	14	13	3	5	2	23	23	3	3	1	11	4	2	11					
14	Число погашенных неиспользованных открепительных удостоверений	418	38	21	40	27	0	25	2	39	38	24	29	24	21	26	40	24					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	6	1	0	0	0	0	0	0	2	0	0	0	1	0	0	2	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																							
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1964	152	58	136	172	22	93	126	195	269	114	111	120	89	82	141	84					
		19.52%	16.20%	13.58%	20.27%	20.12%	15.17%	19.42%	21.36%	19.21%	23.98%	22.09%	23.03%	22.10%	19.56%	18.18%	15.82%	17.50%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1796	235	91	116	139	10	74	84	167	162	100	89	71	77	101	191	89					
		17.85%	25.05%	21.31%	17.29%	16.26%	6.90%	15.45%	14.24%	16.45%	14.44%	19.38%	18.46%	13.08%	16.92%	22.39%	21.44%	18.54%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	134	12	3	11	6	8	4	9	13	21	9	4	9	10	4	5	6					
		1.33%	1.28%	0.70%	1.64%	0.70%	5.52%	0.84%	1.53%	1.28%	1.87%	1.74%	0.83%	1.66%	2.20%	0.89%	0.56%	1.25%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1765	149	60	101	182	8	79	133	204	241	72	71	131	79	66	129	60					
		17.54%	15.88%	14.05%	15.05%	21.29%	5.52%	16.49%	22.54%	20.10%	21.48%	13.95%	14.73%	24.13%	17.36%	14.63%	14.48%	12.50%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	267	26	5	17	27	5	17	20	39	30	8	14	16	8	10	13	12					
		2.65%	2.77%	1.17%	2.53%	3.16%	3.45%	3.55%	3.39%	3.84%	2.67%	1.55%	2.90%	2.95%	1.76%	2.22%	1.46%	2.50%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3828	341	200	275	307	60	203	203	366	368	194	179	179	185	176	379	213					
		38.05%	36.35%	46.84%	40.98%	35.91%	41.38%	42.38%	34.41%	36.06%	32.80%	37.60%	37.14%	32.97%	40.66%	39.02%	42.54%	44.38%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	65	4	0	5	5	7	1	2	11	6	7	3	4	0	3	5	2					
		0.65%	0.43%	0.00%	0.75%	0.58%	4.83%	0.21%	0.34%	1.08%	0.53%	1.36%	0.62%	0.74%	0.00%	0.67%	0.56%	0.42%					
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
