Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																								
Дата голосования: 02.12.2007																																								
																																								
Наименование Избирательной комиссии:    Белоярская																																								
																																								
Сводная таблица результатов выборов																																								
																																								
		Сумма	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243					
1	"Число избирателей, внесенных в списки избирателей"	26897	2122	1734	968	2411	1721	586	558	278	236	105	1125	347	577	1765	444	287	327	233	177	1581	1278	666	123	221	967	500	1167	238	599	105	1776	241	1434					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	25750	2000	1600	900	2300	1600	500	500	300	200	100	1100	300	600	1800	400	300	300	200	200	1600	1250	650	100	200	950	500	1100	200	550	100	1750	200	1400					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	14678	1238	918	448	1124	1039	270	265	125	150	68	677	175	371	959	223	135	174	141	78	910	709	303	73	107	628	294	496	126	352	55	951	157	939					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1367	85	68	35	119	55	39	31	100	42	8	69	59	21	46	41	30	16	13	11	19	58	70	12	11	25	14	112	23	22	14	54	11	34					
6	Число погашенных избирательных бюллетеней	9705	677	614	417	1057	506	191	204	75	8	24	354	66	208	795	136	135	110	46	111	671	483	277	15	82	297	192	492	51	176	31	745	32	427					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1367	85	68	35	119	55	39	31	100	42	8	69	59	21	46	41	30	16	13	11	19	58	70	12	11	25	14	112	23	22	14	54	11	34					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	14677	1238	918	448	1124	1039	270	265	125	150	68	677	175	371	959	223	135	174	141	78	910	709	303	73	107	627	294	496	126	352	55	951	157	939					
9	Число недействительных избирательных бюллетеней	128	6	9	5	6	8	2	0	2	0	0	6	4	6	9	0	3	2	0	1	10	0	2	0	0	10	8	5	1	0	1	14	0	8					
10	Число действительных избирательных бюллетеней	15916	1317	977	478	1237	1086	307	296	223	192	76	740	230	386	996	264	162	188	154	88	919	767	371	85	118	642	300	603	148	374	68	991	168	965					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	347	16	17	8	20	22	7	7	5	10	5	29	2	8	30	2	3	1	3	0	21	16	8	0	1	13	6	15	3	7	3	28	3	28					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	322	16	17	8	20	22	4	2	2	8	5	29	2	8	30	2	2	1	2	0	21	14	7	0	1	12	6	13	3	5	2	28	2	28					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	233	12	19	6	7	8	4	2	5	10	0	13	3	9	19	8	11	4	9	2	6	5	7	7	4	4	1	14	5	11	2	2	3	11					
14	Число погашенных неиспользованных открепительных удостоверений	25	0	0	0	0	0	3	5	3	2	0	0	0	0	0	0	1	0	1	0	0	2	1	0	0	1	0	2	0	2	1	0	1	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																								
18	1.Политическая партия «Аграрная партия России»	371	33	24	7	23	18	5	2	3	3	0	23	4	9	15	2	2	1	4	0	21	19	13	4	2	35	9	16	2	5	0	33	5	29					
		2.31%	2.49%	2.43%	1.45%	1.85%	1.65%	1.62%	0.68%	1.33%	1.56%	0.00%	3.08%	1.71%	2.30%	1.49%	0.76%	1.21%	0.53%	2.60%	0.00%	2.26%	2.48%	3.49%	4.71%	1.69%	5.37%	2.92%	2.63%	1.34%	1.34%	0.00%	3.28%	2.98%	2.98%					
19	2.Всероссийская политическая партия «Гражданская Сила»	703	32	26	23	47	25	11	13	14	8	7	56	13	14	95	24	25	25	18	9	26	29	13	1	9	9	10	10	3	24	5	32	6	41					
		4.38%	2.42%	2.64%	4.76%	3.78%	2.29%	3.56%	4.39%	6.22%	4.17%	9.21%	7.51%	5.56%	3.57%	9.45%	9.09%	15.15%	13.16%	11.69%	10.11%	2.80%	3.78%	3.49%	1.18%	7.63%	1.38%	3.25%	1.64%	2.01%	6.42%	7.25%	3.18%	3.57%	4.21%					
20	3.Политическая партия «Демократическая партия России»	15	1	1	1	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	3	0	1					
		0.09%	0.08%	0.10%	0.21%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.10%	0.38%	0.00%	0.00%	0.00%	0.00%	0.11%	0.00%	0.27%	0.00%	0.85%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%	0.10%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	787	58	50	15	113	41	10	14	5	14	5	51	19	13	45	11	7	14	7	2	42	41	14	1	3	27	12	50	5	14	1	50	3	30					
		4.91%	4.38%	5.07%	3.11%	9.09%	3.75%	3.24%	4.73%	2.22%	7.29%	6.58%	6.84%	8.12%	3.32%	4.48%	4.17%	4.24%	7.37%	4.55%	2.25%	4.52%	5.35%	3.75%	1.18%	2.54%	4.14%	3.90%	8.22%	3.36%	3.74%	1.45%	4.98%	1.79%	3.08%					
