Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																		
Дата голосования: 07.12.2003 0:00:00																																		
																																		
Наименование Избирательной комиссии:    Любимская																																		
																																		
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																		
																																		
		Сумма	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455					
1	"Число избирателей, внесенных в списки"	10682	1040	775	1171	948	787	252	161	430	417	113	109	129	202	356	1034	158	204	257	182	225	74	141	234	471	203	268	341					
2	"Число бюллетеней, полученных участковыми комиссиями"	10068	938	689	1023	854	691	242	159	418	413	146	121	129	219	340	930	174	208	252	187	228	69	136	232	469	203	273	325					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	6140	610	486	788	609	482	124	82	322	184	65	65	49	116	223	696	79	97	134	115	107	28	96	55	151	68	142	167					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1910	65	60	60	64	28	95	52	79	167	48	26	53	30	55	22	58	74	65	51	86	35	27	115	203	92	95	105					
6	Число погашенных бюллетеней	2020	263	143	177	181	181	23	25	17	62	33	30	27	73	62	212	37	37	53	21	35	6	13	62	115	43	36	53					
7	Число бюллетеней в переносных ящиках для голосования	1910	65	60	60	64	28	95	52	79	167	48	26	53	30	55	22	58	74	65	51	86	35	27	115	203	92	95	105					
8	Число бюллетеней в стационарных ящиках для голосования	6137	610	486	785	609	482	124	82	322	184	65	65	49	116	223	696	79	97	134	115	107	28	96	55	151	68	142	167					
9	Число недействительных бюллетеней	155	34	12	21	15	6	1	0	1	2	7	3	0	3	8	19	0	2	0	2	2	0	1	3	2	2	5	4					
10	Число действительных бюллетеней	7892	641	534	824	658	504	218	134	400	349	106	88	102	143	270	699	137	169	199	164	191	63	122	167	352	158	232	268					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	499	30	30	30	29	30	10	10	10	20	10	15	15	10	30	30	15	15	10	20	20	10	15	15	20	15	15	20					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	107	6	5	5	9	6	0	0	3	2	2	9	3	1	2	8	13	1	1	12	3	0	2	1	3	1	9	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	61	4	4	10	6	5	2	1	1	1	0	1	1	3	1	3	2	1	1	1	5	0	2	1	3	0	0	2					
14	Число погашенных открепительных удостоверений	392	24	25	25	20	24	10	10	7	18	8	6	12	9	28	22	2	14	9	8	17	10	13	14	17	14	6	20					
15	Число открепительных удостоверений выданных ТИК	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																		
18	"1. ""ЕДИНЕНИЕ"""	116	7	14	8	4	6	6	0	1	3	4	0	0	1	3	16	0	7	3	4	4	0	2	5	6	3	6	3					
		1.44%	1.03%	2.56%	0.94%	0.59%	1.17%	2.73%	0.0%	0.24%	0.85%	3.53%	0.0%	0.0%	0.68%	1.07%	2.22%	0.0%	4.09%	1.50%	2.40%	2.07%	0.0%	1.62%	2.94%	1.69%	1.87%	2.53%	1.10%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	89	5	5	16	15	3	4	1	3	2	0	0	0	1	7	8	0	1	1	1	1	1	0	1	3	3	0	7					
		1.10%	0.74%	0.91%	1.89%	2.22%	0.58%	1.82%	0.74%	0.74%	0.56%	0.0%	0.0%	0.0%	0.68%	2.51%	1.11%	0.0%	0.58%	0.50%	0.60%	0.51%	1.58%	0.0%	0.58%	0.84%	1.87%	0.0%	2.57%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	189	13	15	43	18	7	1	2	5	8	4	2	6	1	10	17	5	2	4	2	0	0	0	4	8	6	2	4					
		2.34%	1.92%	2.74%	5.08%	2.67%	1.37%	0.45%	1.49%	1.24%	2.27%	3.53%	2.19%	5.88%	0.68%	3.59%	2.36%	3.64%	1.16%	2.01%	1.20%	0.0%	0.0%	0.0%	2.35%	2.25%	3.75%	0.84%	1.47%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	73	13	1	9	8	3	2	0	2	3	1	0	0	0	8	6	0	0	0	4	1	0	1	0	3	0	2	6					
		0.90%	1.92%	0.18%	1.06%	1.18%	0.58%	0.91%	0.0%	0.49%	0.85%	0.88%	0.0%	0.0%	0.0%	2.87%	0.83%	0.0%	0.0%	0.0%	2.40%	0.51%	0.0%	0.81%	0.0%	0.84%	0.0%	0.84%	2.20%					
22	"5. ""За Русь Святую"""	65	2	3	3	1	4	0	5	3	2	2	2	2	3	2	2	0	0	1	1	5	6	1	3	4	1	2	5					
		0.80%	0.29%	0.54%	0.35%	0.14%	0.78%	0.0%	3.73%	0.74%	0.56%	1.76%	2.19%	1.96%	2.05%	0.71%	0.27%	0.0%	0.0%	0.50%	0.60%	2.59%	9.52%	0.81%	1.76%	1.12%	0.62%	0.84%	1.83%					
23	"6. ""Объединенная Российская партия ""Русь"""	21	2	2	4	2	0	1	2	0	1	0	0	0	0	0	1	0	0	3	0	0	0	1	0	1	1	0	0					
		0.26%	0.29%	0.36%	0.47%	0.29%	0.0%	0.45%	1.49%	0.0%	0.28%	0.0%	0.0%	0.0%	0.0%	0.0%	0.13%	0.0%	0.0%	1.50%	0.0%	0.0%	0.0%	0.81%	0.0%	0.28%	0.62%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	32	3	2	4	3	1	0	0	1	0	0	0	0	0	2	8	0	1	1	0	0	0	0	2	4	0	0	0					
		0.39%	0.44%	0.36%	0.47%	0.44%	0.19%	0.0%	0.0%	0.24%	0.0%	0.0%	0.0%	0.0%	0.0%	0.71%	1.11%	0.0%	0.58%	0.50%	0.0%	0.0%	0.0%	0.0%	1.17%	1.12%	0.0%	0.0%	0.0%					
25	"8. ""Народно-республиканская партия России"""	20	2	2	2	3	0	1	0	1	1	1	0	0	0	2	1	0	0	1	1	0	0	1	0	0	1	0	0					
		0.24%	0.29%	0.36%	0.23%	0.44%	0.0%	0.45%	0.0%	0.24%	0.28%	0.88%	0.0%	0.0%	0.0%	0.71%	0.13%	0.0%	0.0%	0.50%	0.60%	0.0%	0.0%	0.81%	0.0%	0.0%	0.62%	0.0%	0.0%					
