Выборы Президента Российской Федерации																																																																																										
Дата голосования: 04.03.2012																																																																																										
																																																																																										
Наименование Избирательной комиссии:    Курган, Восточная																																																																																										
																																																																																										
Сводная таблица итогов голосования																																																																																										
																																																																																										
	Число участковых избирательных комиссий	79																																																																																								
	Число участковых избирательных комиссий, приступивших к передаче сведений	79																																																																																								
																																																																																										
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №74	УИК №75	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №131	УИК №132	УИК №134	УИК №137	УИК №1103	УИК №1128	УИК №1181	УИК №1182	УИК №1183	УИК №1184	УИК №1185									
1	Число избирателей, включенных в список избирателей	139142	1167	1249	1292	1491	927	1531	1738	2134	2252	1454	2063	2128	2179	2633	1936	2183	1916	2584	2018	2346	1545	1778	1963	2327	1734	1301	1375	1861	1739	1814	2500	2177	1940	1910	2289	2084	805	663	1919	2639	1516	2115	1377	2144	2121	2406	2286	2450	2286	2529	2275	2558	2045	1944	1589	1498	2134	2012	2142	1805	1615	1334	2205	2047	1502	2934	1213	1304	1933	1291	1928	1500	914	1109	387	243	183	443	241									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	126950	1050	1100	1150	1350	850	1400	1600	2000	2100	1300	1900	2000	2100	2400	1800	2000	1800	2350	1900	2150	1400	1650	1800	2100	1600	1200	1250	1600	1600	1650	2300	2000	1700	1750	2100	1900	700	550	1750	2350	1400	1900	1250	2000	2000	2150	2100	2250	2000	2300	2000	2300	1800	1800	1450	1350	1900	1900	2000	1650	1400	1200	2000	1900	1300	2600	1050	1150	1800	1200	1800	1350	850	1000	400	250	250	450	250									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	76688	533	550	545	619	421	567	917	806	959	687	1178	1246	1087	1603	1048	1352	1215	1662	1273	1445	1034	1113	1141	1408	1066	806	838	1177	996	1094	1368	1272	978	1054	1054	1063	220	431	1036	1170	693	1153	768	1254	932	960	1168	1385	1273	1365	1224	1513	995	936	917	997	1448	1204	1317	1186	1026	925	1326	1105	825	1999	659	710	1037	813	950	791	451	553	255	49	183	248	63									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	3708	26	15	25	17	16	21	21	30	32	17	38	54	47	38	26	23	49	26	20	41	54	41	31	44	46	38	41	37	34	56	49	57	57	49	32	48	46	2	24	82	19	33	35	29	20	43	35	55	137	21	66	64	40	37	32	45	46	75	94	49	57	17	71	31	107	73	34	33	28	32	24	42	21	32	132	193	0	195	161									
6	Число погашенных избирательных бюллетеней	46554	491	535	580	714	413	812	662	1164	1109	596	684	700	966	759	726	625	536	662	607	664	312	496	628	648	488	356	371	386	570	500	883	671	665	647	1014	789	434	117	690	1098	688	714	447	717	1048	1147	897	810	590	914	710	723	765	827	501	308	406	621	589	415	317	258	603	764	368	528	357	407	735	355	826	517	378	415	13	8	67	7	26									
7	Число избирательных бюллетеней в переносных ящиках для голосования	3707	26	15	25	17	16	21	21	30	32	17	38	54	47	38	26	23	49	26	20	41	54	41	31	44	46	38	41	37	34	56	49	57	57	49	32	48	46	2	24	82	19	33	35	29	19	43	35	55	137	21	66	64	40	37	32	45	46	75	94	49	57	17	71	31	107	73	34	33	28	32	24	42	21	32	132	193	0	195	161									
8	Число бюллетеней в стационарных ящиках для голосования	76677	533	550	545	619	421	567	917	806	957	687	1178	1246	1087	1603	1048	1352	1215	1662	1273	1445	1034	1113	1141	1407	1066	806	836	1177	996	1094	1368	1272	977	1054	1054	1063	220	431	1036	1170	693	1153	768	1254	932	960	1168	1385	1273	1365	1224	1513	995	935	916	997	1448	1204	1317	1186	1026	925	1324	1105	824	1999	659	710	1037	813	950	791	451	553	255	49	183	248	63									
9	Число недействительных избирательных бюллетеней	758	9	6	5	9	2	6	14	12	8	10	16	5	11	11	9	15	8	13	11	12	15	10	17	12	12	4	10	10	8	5	16	14	12	11	6	10	1	3	8	6	4	17	3	17	12	12	17	11	14	18	14	10	11	9	11	12	19	5	14	23	10	5	10	7	16	15	7	10	5	5	9	6	2	5	2	1	2	3	3									
10	Число действительных избирательных бюллетеней	79626	550	559	565	627	435	582	924	824	981	694	1200	1295	1123	1630	1065	1360	1256	1675	1282	1474	1073	1144	1155	1439	1100	840	867	1204	1022	1145	1401	1315	1022	1092	1080	1101	265	430	1052	1246	708	1169	800	1266	939	991	1186	1429	1396	1368	1276	1567	1024	963	937	1030	1475	1274	1397	1212	1073	937	1385	1129	915	2057	686	733	1060	840	965	827	470	580	385	241	181	440	221									
11	Число полученных открепительных  удостоверений	1981	20	15	10	12	12	17	22	24	30	20	30	34	37	40	30	37	32	49	28	32	33	25	27	27	34	27	18	20	30	27	40	39	29	27	22	28	8	12	25	20	26	24	25	29	20	17	25	34	24	39	41	33	23	23	23	18	40	30	41	44	35	21	50	27	27	47	12	22	21	19	20	25	10	17	0	0	0	0	0									
