Выборы Президента Российской Федерации																																																																																										
Дата голосования: 18.03.2018																																																																																										
																																																																																										
"Наименование Избирательной комиссии:    Курган, Восточная"																																																																																										
																																																																																										
Сводная таблица итогов голосования																																																																																										
																																																																																										
	Число участковых избирательных комиссий	79																																																																																								
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	79																																																																																								
																																																																																										
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №74	УИК №75	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №131	УИК №132	УИК №134	УИК №137	УИК №1103	УИК №1128	УИК №1181	УИК №1182	УИК №1183	УИК №1184	УИК №1185									
1	"Число избирателей, включенных в список избирателей"	129793	1279	1208	1160	1436	681	1328	1544	1922	1986	1175	1929	1926	1943	2295	1694	1950	1819	2518	1770	2116	1388	1609	1773	1958	1650	1179	1271	1700	2195	1013	2107	1929	1587	1707	2365	1830	801	1811	1910	1727	1476	2293	1259	1862	1917	2193	1951	2148	2051	2199	2281	2120	1887	1705	1454	1273	2036	1823	1893	1635	1400	1252	2021	1661	1698	2810	1467	1530	1726	1318	1786	1280	1035	1403	281	219	134	368	1759									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	126950	1250	1200	1150	1450	650	1300	1550	1800	1900	1100	1900	1950	2000	2350	1700	2000	1800	2500	1750	2150	1350	1600	1800	1950	1600	1150	1250	1650	2200	1000	2100	1900	1550	1700	2250	1800	800	1650	1800	1700	1450	2250	1250	1850	1900	2150	1950	2150	1850	2000	2300	2000	1900	1700	1450	1300	1850	1850	1900	1600	1350	1200	2000	1700	1600	2300	1400	1200	1700	1300	1750	1350	1000	1400	300	250	150	400	1700									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	69483	505	526	530	671	308	546	779	771	829	555	1041	1096	952	1370	921	1189	1100	1624	1077	1266	818	984	1033	1175	955	725	731	1081	1207	570	1159	1041	748	942	997	878	196	816	1020	856	728	1208	731	1088	870	920	985	1194	1015	1168	1163	1199	1020	732	779	901	1364	1031	1092	1011	829	814	1183	916	832	1847	756	642	898	830	837	654	474	661	183	161	134	236	809									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	3287	5	10	13	12	22	18	24	31	19	8	42	64	62	37	25	45	53	37	22	47	69	43	26	36	36	18	38	42	52	20	41	48	33	31	28	40	35	9	18	30	39	41	30	29	28	35	24	35	183	35	41	36	43	22	28	33	36	91	68	29	39	24	63	26	89	52	24	349	17	30	15	21	28	23	93	52	0	122	25									
6	Число погашенных избирательных бюллетеней	54180	740	664	607	767	320	736	747	998	1052	537	817	790	986	943	754	766	647	839	651	837	463	573	741	739	609	407	481	527	941	410	900	811	769	727	1225	882	569	825	762	814	683	1001	489	733	1002	1195	941	921	652	797	1096	765	837	946	643	366	450	728	740	560	482	362	754	758	679	401	620	209	785	440	898	675	498	716	24	37	16	42	866									
7	Число избирательных бюллетеней в переносных ящиках для голосования	3287	5	10	13	12	22	18	24	31	19	8	42	64	62	37	25	45	53	37	22	47	69	43	26	36	36	18	38	42	52	20	41	48	33	31	28	40	35	9	18	30	39	41	30	29	28	35	24	35	183	35	41	36	43	22	28	33	36	91	68	29	39	24	63	26	89	52	24	349	17	30	15	21	28	23	93	52	0	122	25									
8	Число бюллетеней в стационарных ящиках для голосования	69467	505	526	530	670	308	546	779	771	829	555	1041	1096	952	1370	921	1189	1100	1623	1076	1266	818	984	1033	1175	955	725	731	1081	1207	570	1159	1041	748	941	997	878	196	816	1020	856	728	1208	730	1088	870	920	985	1194	1015	1166	1163	1199	1019	731	779	901	1364	1031	1091	1011	829	814	1183	915	831	1847	756	642	898	830	837	654	474	661	183	161	134	236	805									
9	Число недействительных избирательных бюллетеней	618	6	6	1	5	4	6	6	4	8	4	9	12	11	12	5	7	7	12	11	10	3	9	7	5	12	2	7	13	8	6	16	9	6	10	15	2	2	6	10	9	11	15	8	11	6	8	15	13	10	8	13	15	6	10	7	6	7	6	13	9	5	10	11	9	18	13	6	9	3	7	3	5	0	4	1	2	2	2	8									
10	Число действительных избирательных бюллетеней	72136	504	530	542	677	326	558	797	798	840	559	1074	1148	1003	1395	941	1227	1146	1648	1087	1303	884	1018	1052	1206	979	741	762	1110	1251	584	1184	1080	775	962	1010	916	229	819	1028	877	756	1234	752	1106	892	947	994	1216	1188	1193	1191	1220	1056	743	800	928	1393	1116	1146	1031	863	828	1235	932	902	1886	774	982	912	853	849	670	502	680	275	211	132	356	822									
11	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
