Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																					
Дата голосования: 07.12.2003 0:00:00																					
																					
Наименование Избирательной комиссии:    Котовская городская																					
																					
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																					
																					
		Сумма	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757					
1	"Число избирателей, внесенных в списки"	28777	2862	2614	2079	1883	1451	1605	2130	2519	2552	2722	2842	2740	588	190					
2	"Число бюллетеней, полученных участковыми комиссиями"	28612	2840	2600	2070	1880	1440	1570	2130	2510	2510	2710	2830	2720	600	202					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	14965	1468	1319	1134	931	836	887	1084	1353	1207	1508	1535	1456	236	11					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	527	22	34	44	33	15	23	23	34	46	38	35	24	9	147					
6	Число погашенных бюллетеней	13120	1350	1247	892	916	589	660	1023	1123	1257	1164	1260	1240	355	44					
7	Число бюллетеней в переносных ящиках для голосования	526	22	34	44	33	15	23	23	34	46	38	35	24	9	146					
8	Число бюллетеней в стационарных ящиках для голосования	14919	1467	1315	1134	931	836	887	1084	1353	1206	1503	1500	1456	236	11					
9	Число недействительных бюллетеней	346	39	35	33	27	11	21	24	29	26	39	31	23	3	5					
10	Число действительных бюллетеней	15099	1450	1314	1145	937	840	889	1083	1358	1226	1502	1504	1457	242	152					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	296	30	25	20	16	15	20	20	25	25	30	30	30	10	0					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	40	6	1	1	3	1	2	6	2	2	4	8	3	1	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	23	2	1	1	0	0	0	1	3	6	1	7	0	0	1					
14	Число погашенных открепительных удостоверений	256	24	24	19	13	14	18	14	23	23	26	22	27	9	0					
15	Число открепительных удостоверений выданных ТИК	5	0	0	1	1	0	0	0	0	1	0	0	2	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																					
18	"1. ""ЕДИНЕНИЕ"""	154	17	16	8	11	7	8	12	10	9	23	13	14	3	3					
		0.99%	1.14%	1.18%	0.67%	1.14%	0.82%	0.87%	1.08%	0.72%	0.71%	1.49%	0.84%	0.94%	1.22%	1.91%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	322	48	24	29	25	22	26	32	31	21	36	2	23	2	1					
		2.08%	3.22%	1.77%	2.46%	2.59%	2.58%	2.85%	2.89%	2.23%	1.67%	2.33%	0.13%	1.55%	0.81%	0.63%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	676	75	51	52	46	38	37	67	64	61	62	47	61	7	8					
		4.37%	5.03%	3.78%	4.41%	4.77%	4.46%	4.06%	6.05%	4.61%	4.87%	4.02%	3.06%	4.12%	2.85%	5.09%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	479	36	50	46	27	25	30	42	23	31	60	56	45	5	3					
		3.10%	2.41%	3.70%	3.90%	2.80%	2.93%	3.29%	3.79%	1.65%	2.47%	3.89%	3.64%	3.04%	2.04%	1.91%					
22	"5. ""За Русь Святую"""	83	10	7	7	9	1	4	6	7	11	7	9	3	2	0					
		0.53%	0.67%	0.51%	0.59%	0.93%	0.11%	0.43%	0.54%	0.50%	0.87%	0.45%	0.58%	0.20%	0.81%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	24	3	4	0	2	3	0	1	2	1	1	6	0	0	1					
		0.15%	0.20%	0.29%	0.0%	0.20%	0.35%	0.0%	0.09%	0.14%	0.07%	0.06%	0.39%	0.0%	0.0%	0.63%					
24	"7. ""Новый курс - Автомобильная Россия"""	82	9	5	4	6	4	10	8	3	6	6	7	7	6	1					
		0.53%	0.60%	0.37%	0.33%	0.62%	0.47%	1.09%	0.72%	0.21%	0.47%	0.38%	0.45%	0.47%	2.44%	0.63%					
25	"8. ""Народно-республиканская партия России"""	21	4	1	0	0	2	1	2	2	2	1	2	2	2	0					
		0.13%	0.26%	0.07%	0.0%	0.0%	0.23%	0.10%	0.18%	0.14%	0.15%	0.06%	0.13%	0.13%	0.81%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	55	5	4	4	3	0	5	8	2	8	4	5	7	0	0					
		0.35%	0.33%	0.29%	0.33%	0.31%	0.0%	0.54%	0.72%	0.14%	0.63%	0.25%	0.32%	0.47%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	335	23	41	23	28	13	17	19	36	34	37	29	27	6	2					
		2.16%	1.54%	3.03%	1.95%	2.90%	1.52%	1.86%	1.71%	2.59%	2.71%	2.40%	1.88%	1.82%	2.44%	1.27%					
28	"11. ""Истинные патриоты России"""	11	2	1	0	3	2	0	3	0	0	0	0	0	0	0					
		0.07%	0.13%	0.07%	0.0%	0.31%	0.23%	0.0%	0.27%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	168	15	18	20	10	12	7	18	9	8	15	17	17	1	1					
		1.08%	1.00%	1.33%	1.69%	1.03%	1.41%	0.76%	1.62%	0.64%	0.63%	0.97%	1.10%	1.14%	0.40%	0.63%					
30	"13. ""Демократическая партия России"""	32	1	4	3	4	2	0	5	5	0	3	0	3	2	0					
		0.20%	0.06%	0.29%	0.25%	0.41%	0.23%	0.0%	0.45%	0.36%	0.0%	0.19%	0.0%	0.20%	0.81%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	14	0	2	2	1	0	1	1	2	1	1	0	2	1	0					
		0.09%	0.0%	0.14%	0.16%	0.10%	0.0%	0.10%	0.09%	0.14%	0.07%	0.06%	0.0%	0.13%	0.40%	0.0%					
32	"15. ""Партия СЛОН"""	18	1	3	0	2	3	0	1	2	1	2	1	0	2	0					
