Выборы Президента Российской Федерации																																									
																																									
Наименование Избирательной комиссии:    Чаинский район																																									
																																									
Итоги голосования 																																									
																																									
		Сумма	УИК №671	УИК №672	УИК №673	УИК №674	УИК №675	УИК №676	УИК №677	УИК №678	УИК №679	УИК №680	УИК №681	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693	УИК №694	УИК №695	УИК №696	УИК №697	УИК №698	УИК №699	УИК №700	УИК №701	УИК №702	УИК №703	УИК №704					
1	"Число избирателей, внесенных в список"	9709	365	273	31	407	111	141	222	477	282	329	70	133	411	278	431	565	38	129	153	103	578	35	296	94	290	830	658	533	196	184	145	64	260	597					
2	Число полученных избирательных бюллетеней	9994	351	270	33	413	112	144	231	485	279	340	80	143	446	285	440	573	40	146	173	109	592	36	313	96	305	837	675	549	199	193	160	69	264	613					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	7426	277	252	28	352	97	122	173	369	215	242	60	99	318	236	348	452	33	111	131	88	418	35	231	68	215	600	472	359	160	146	114	58	151	396					
5	"Число избирательных бюллетеней, выданных вне помещения"	748	54	0	0	0	0	5	11	25	40	30	7	25	51	36	30	26	4	14	13	7	54	0	30	20	27	35	46	36	17	5	4	0	51	45					
6	Число погашенных избирательных бюллетеней	1820	20	18	5	61	15	17	47	91	24	68	13	19	77	13	62	95	3	21	29	14	120	1	52	8	63	202	157	154	22	42	42	11	62	172					
7	Число избирательных бюллетеней в переносных ящиках	748	54	0	0	0	0	5	11	25	40	30	7	25	51	36	30	26	4	14	13	7	54	0	30	20	27	35	46	36	17	5	4	0	51	45					
8	Число бюллетеней в стационарных ящиках для голосования	7426	277	252	28	352	97	122	173	369	215	242	60	99	318	236	348	452	33	111	131	88	418	35	231	68	215	600	472	359	160	146	114	58	151	396					
9	Число недействительных избирательных бюллетеней	51	3	3	0	0	0	0	3	0	0	2	1	1	1	2	6	10	0	1	0	1	3	0	0	2	2	3	1	4	0	0	0	0	2	0					
10	Число действительных избирательных бюллетеней	8123	328	249	28	352	97	127	181	394	255	270	66	123	368	270	372	468	37	124	144	94	469	35	261	86	240	632	517	391	177	151	118	58	200	441					
11	Число полученных открепительных  удостоверений	370	15	5	3	10	3	5	5	15	5	10	5	5	20	10	10	20	5	6	15	5	25	5	10	6	15	25	25	25	5	7	7	5	8	25					
12	Число выданных открепительных удостоверений	204	6	0	0	2	0	4	4	6	5	6	5	5	18	10	10	11	2	2	15	4	11	1	10	0	9	22	15	7	0	0	1	0	4	9					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	83	2	1	1	1	1	3	2	3	6	1	1	1	3	4	7	3	1	2	2	2	6	1	1	1	2	12	0	0	2	1	1	0	2	7					
14	Число неиспользованных открепительных удостоверений	166	9	5	3	8	3	1	1	9	0	4	0	0	2	0	0	9	3	4	0	1	14	4	0	6	6	3	10	18	5	7	6	5	4	16					
15	"Число открепительных удостоверений, выданных в ТИК"	18	0	0	0	0	0	0	1	0	0	1	0	0	0	1	2	1	0	0	0	0	2	0	0	0	1	0	2	3	0	1	0	0	1	2					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																									
18	. Глазьев Сергей Юрьевич	150	15	2	0	17	0	0	1	1	1	6	0	2	4	16	5	4	0	1	1	2	13	0	4	0	3	8	10	3	4	5	4	0	3	15					
		1.84%	4.53%	0.79%	0.00%	4.83%	0.00%	0.00%	0.54%	0.25%	0.39%	2.21%	0.00%	1.61%	1.08%	5.88%	1.32%	0.84%	0.00%	0.80%	0.69%	2.11%	2.75%	0.00%	1.53%	0.00%	1.24%	1.26%	1.93%	0.76%	2.26%	3.31%	3.39%	0.00%	1.49%	3.40%					
19	. Малышкин Олег Александрович	259	8	5	0	12	6	2	2	6	11	5	5	2	7	19	12	13	3	3	5	2	12	0	17	7	9	15	17	8	10	11	4	3	7	11					
