Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																													
Дата голосования: 02.12.2007																													
																													
Наименование Избирательной комиссии:    Назрановская																													
																													
Сводная таблица результатов выборов																													
																													
		Сумма	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98					
1	"Число избирателей, внесенных в списки избирателей"	33924	1177	1506	1387	674	1065	1502	1722	1592	1446	1767	1399	1611	2002	1769	1293	1648	903	1896	2122	2386	1834	1223					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	34117	1186	1515	1396	683	1074	1511	1731	1601	1455	1776	1408	1620	2011	1778	1302	1657	912	1905	2126	2395	1843	1232					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	33492	1152	1490	1379	656	1045	1486	1698	1572	1440	1741	1384	1591	1988	1751	1281	1627	896	1859	2111	2346	1793	1206					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	76	10	0	5	9	0	0	8	0	0	7	0	0	0	0	0	0	0	5	0	15	17	0					
6	Число погашенных избирательных бюллетеней	549	24	25	12	18	29	25	25	29	15	28	24	29	23	27	21	30	16	41	15	34	33	26					
7	Число избирательных бюллетеней в переносных ящиках для голосования	76	10	0	5	9	0	0	8	0	0	7	0	0	0	0	0	0	0	5	0	15	17	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	33492	1152	1490	1379	656	1045	1486	1698	1572	1440	1741	1384	1591	1988	1751	1281	1627	896	1859	2111	2346	1793	1206					
9	Число недействительных избирательных бюллетеней	11	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0					
10	Число действительных избирательных бюллетеней	33557	1162	1490	1384	665	1045	1486	1706	1572	1429	1748	1384	1591	1988	1751	1281	1627	896	1864	2111	2361	1810	1206					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	300	10	12	12	5	10	15	20	12	10	15	10	20	16	20	12	14	10	14	20	19	14	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	7	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	1	0	2	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	7	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	1					
14	Число погашенных неиспользованных открепительных удостоверений	293	10	12	12	4	10	14	20	12	10	14	10	20	16	19	12	14	9	14	18	19	14	10					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																													
18	1.Политическая партия «Аграрная партия России»	65	5	3	5	2	2	3	3	2	2	6	1	1	5	1	0	0	1	5	7	7	2	2					
		0.19%	0.43%	0.20%	0.36%	0.30%	0.19%	0.20%	0.18%	0.13%	0.14%	0.34%	0.07%	0.06%	0.25%	0.06%	0.00%	0.00%	0.11%	0.27%	0.33%	0.30%	0.11%	0.17%					
19	2.Всероссийская политическая партия «Гражданская Сила»	36	2	2	1	0	2	1	0	1	1	2	0	2	3	1	1	1	2	3	6	2	2	1					
		0.11%	0.17%	0.13%	0.07%	0.00%	0.19%	0.07%	0.00%	0.06%	0.07%	0.11%	0.00%	0.13%	0.15%	0.06%	0.08%	0.06%	0.22%	0.16%	0.28%	0.08%	0.11%	0.08%					
20	3.Политическая партия «Демократическая партия России»	26	0	1	2	1	1	2	1	1	1	2	1	2	2	0	1	1	1	0	3	1	1	1					
		0.08%	0.00%	0.07%	0.14%	0.15%	0.10%	0.13%	0.06%	0.06%	0.07%	0.11%	0.07%	0.13%	0.10%	0.00%	0.08%	0.06%	0.11%	0.00%	0.14%	0.04%	0.06%	0.08%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	91	2	5	5	2	2	2	6	3	3	7	4	5	4	5	4	9	2	3	5	4	5	4					
		0.27%	0.17%	0.34%	0.36%	0.30%	0.19%	0.13%	0.35%	0.19%	0.21%	0.40%	0.29%	0.31%	0.20%	0.29%	0.31%	0.55%	0.22%	0.16%	0.24%	0.17%	0.28%	0.33%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	26	2	1	1	0	1	1	0	1	1	1	1	3	3	0	2	1	0	0	4	0	2	1					
		0.08%	0.17%	0.07%	0.07%	0.00%	0.10%	0.07%	0.00%	0.06%	0.07%	0.06%	0.07%	0.19%	0.15%	0.00%	0.16%	0.06%	0.00%	0.00%	0.19%	0.00%	0.11%	0.08%					
23	6.Политическая партия «Партия социальной справедливости»	28	1	1	3	1	2	2	1	2	1	0	1	1	0	2	1	0	1	2	3	3	0	0					
		0.08%	0.09%	0.07%	0.22%	0.15%	0.19%	0.13%	0.06%	0.13%	0.07%	0.00%	0.07%	0.06%	0.00%	0.11%	0.08%	0.00%	0.11%	0.11%	0.14%	0.13%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	134	3	6	5	2	3	4	7	6	7	11	7	5	7	11	6	8	2	7	6	10	7	4					
		0.40%	0.26%	0.40%	0.36%	0.30%	0.29%	0.27%	0.41%	0.38%	0.49%	0.63%	0.51%	0.31%	0.35%	0.63%	0.47%	0.49%	0.22%	0.38%	0.28%	0.42%	0.39%	0.33%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	231	6	8	7	3	7	9	11	8	9	18	12	7	10	14	9	11	7	15	16	18	15	11					
		0.69%	0.52%	0.54%	0.51%	0.45%	0.67%	0.61%	0.64%	0.51%	0.63%	1.03%	0.87%	0.44%	0.50%	0.80%	0.70%	0.68%	0.78%	0.80%	0.76%	0.76%	0.83%	0.91%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	20	0	2	0	0	1	0	0	0	1	0	0	3	2	1	0	0	1	2	2	4	1	0					
		0.06%	0.00%	0.13%	0.00%	0.00%	0.10%	0.00%	0.00%	0.00%	0.07%	0.00%	0.00%	0.19%	0.10%	0.06%	0.00%	0.00%	0.11%	0.11%	0.09%	0.17%	0.06%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	32807	1139	1456	1351	651	1022	1459	1673	1545	1399	1688	1354	1556	1944	1712	1253	1591	876	1823	2057	2309	1770	1179					
		97.73%	98.02%	97.72%	97.62%	97.89%	97.80%	98.18%	98.07%	98.28%	97.15%	96.57%	97.83%	97.80%	97.79%	97.77%	97.81%	97.79%	97.77%	97.80%	97.44%	97.80%	97.79%	97.76%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	93	2	5	4	3	2	3	4	3	4	13	3	6	8	4	4	5	3	4	2	3	5	3					
		0.28%	0.17%	0.34%	0.29%	0.45%	0.19%	0.20%	0.23%	0.19%	0.28%	0.74%	0.22%	0.38%	0.40%	0.23%	0.31%	0.31%	0.33%	0.21%	0.09%	0.13%	0.28%	0.25%					
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
