Выборы Президента Российской Федерации																																																																						
Дата голосования: 18.03.2018																																																																						
																																																																						
Наименование Избирательной комиссии:    Йошкар-Олинская городская № 2																																																																						
																																																																						
Сводная таблица предварительных итогов голосования																																																																						
																																																																						
	Число участковых избирательных комиссий	59																																																																				
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	59																																																																				
																																																																						
		Сумма	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №527	УИК №528	УИК №529	УИК №530									
1	"Число избирателей, включенных в список избирателей"	106652	1850	1803	1448	1797	1966	1330	1811	1265	1326	2081	2360	1518	1687	1852	1537	1971	1861	2289	1565	2325	2386	1765	1719	1770	2141	2170	1787	1983	1916	1989	2806	2681	2328	2735	2445	2439	1878	1616	1755	1973	1672	2109	1707	1940	2772	1687	2127	1574	2798	2789	2228	964	2024	754	404	188	242	530	219									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	92673	1190	1170	1450	1089	1800	812	1174	751	858	1294	2300	1500	1014	1800	938	1262	1800	2200	1049	1402	1517	1131	1026	1750	2000	2000	1146	2000	1900	1900	2600	2600	2300	2500	2200	2200	1850	1550	1700	1900	1600	2100	1650	1800	2600	1600	2100	1500	2700	2700	2000	850	1800	750	400	400	400	800	300									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	65081	1146	1148	874	1073	1193	782	1147	742	846	1261	1505	862	1003	1036	917	1235	1160	1453	1038	1371	1485	1106	1008	1073	1299	1419	1123	1286	1080	1110	1778	1726	1422	1803	1507	1569	1118	1039	1048	1188	924	1228	1007	1233	1733	1049	1269	1029	1634	1544	1471	507	982	405	282	151	101	351	202									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1638	44	22	26	16	33	30	27	9	12	33	33	11	11	33	21	27	17	31	11	31	32	25	18	24	31	19	23	19	28	38	31	15	32	16	35	17	38	15	25	30	23	26	22	22	41	27	28	11	14	21	25	2	16	14	2	34	139	166	16									
6	Число погашенных избирательных бюллетеней	25954	0	0	550	0	574	0	0	0	0	0	762	627	0	731	0	0	623	716	0	0	0	0	0	653	670	562	0	695	792	752	791	859	846	681	658	614	694	496	627	682	653	846	621	545	826	524	803	460	1052	1135	504	341	802	331	116	215	160	283	82									
