Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																								
Дата голосования: 07.12.2003 0:00:00																																								
																																								
Наименование Избирательной комиссии:    Навлинская																																								
																																								
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																								
																																								
		Сумма	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735	УИК №736	УИК №737					
1	"Число избирателей, внесенных в списки"	22767	2622	1959	2214	2500	2802	919	505	325	166	578	200	144	517	287	375	117	329	794	207	226	252	306	468	423	434	353	258	468	1018	327	139	153	382					
2	"Число бюллетеней, полученных участковыми комиссиями"	22157	2418	1851	2086	2435	2717	900	494	330	169	565	207	142	517	285	373	115	322	801	215	225	251	317	468	435	434	347	262	453	1018	331	139	153	382					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	11034	1386	911	1051	1238	1167	404	212	151	93	250	112	88	283	102	191	85	162	402	146	103	108	137	254	153	186	226	172	247	447	169	69	88	241					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1053	42	36	27	55	27	38	69	42	23	14	10	10	32	70	15	0	21	40	19	22	23	15	19	58	110	10	0	22	69	56	40	14	5					
6	Число погашенных бюллетеней	10070	990	904	1008	1142	1523	458	213	137	53	301	85	44	202	113	167	30	139	359	50	100	120	165	195	224	138	111	90	184	502	106	30	51	136					
7	Число бюллетеней в переносных ящиках для голосования	1053	42	36	27	55	27	38	69	42	23	14	10	10	32	70	15	0	21	40	19	22	23	15	19	58	110	10	0	22	69	56	40	14	5					
8	Число бюллетеней в стационарных ящиках для голосования	10982	1386	907	1036	1238	1134	404	212	151	93	250	112	88	283	102	191	85	162	402	146	103	108	137	254	153	186	226	172	247	447	169	69	88	241					
9	Число недействительных бюллетеней	187	12	9	6	15	11	13	9	2	4	6	0	2	4	6	1	4	2	12	1	5	1	1	15	4	2	0	2	6	15	1	1	3	12					
10	Число действительных бюллетеней	11848	1416	934	1057	1278	1150	429	272	191	112	258	122	96	311	166	205	81	181	430	164	120	130	151	258	207	294	236	170	263	501	224	108	99	234					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	395	20	20	20	20	20	15	15	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	15	10	10	10	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	51	8	3	0	5	8	3	2	2	2	0	3	0	0	0	0	0	0	0	4	1	0	1	0	0	0	0	0	0	7	2	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	70	7	10	9	7	5	3	0	1	1	2	0	1	0	1	2	0	0	3	0	1	0	0	1	3	1	4	0	0	7	0	0	1	0					
14	Число погашенных открепительных удостоверений	344	12	17	20	15	12	12	13	8	8	10	7	10	10	10	10	10	10	10	6	9	10	9	10	10	10	10	10	10	8	8	10	10	10					
15	Число открепительных удостоверений выданных ТИК	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																								
18	"1. ""ЕДИНЕНИЕ"""	141	13	5	7	6	11	3	2	7	0	10	4	2	2	1	4	0	1	9	2	0	4	5	9	2	12	2	1	8	4	0	3	2	0					
		1.17%	0.91%	0.53%	0.65%	0.46%	0.94%	0.67%	0.71%	3.62%	0.0%	3.78%	3.27%	2.04%	0.63%	0.58%	1.94%	0.0%	0.54%	2.03%	1.21%	0.0%	3.05%	3.28%	3.29%	0.94%	4.05%	0.84%	0.58%	2.97%	0.77%	0.0%	2.75%	1.96%	0.0%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	203	24	15	32	28	22	0	1	2	0	2	2	0	3	2	3	1	1	7	0	3	2	1	7	1	1	0	6	1	14	19	1	0	2					
		1.68%	1.68%	1.59%	3.01%	2.16%	1.89%	0.0%	0.35%	1.03%	0.0%	0.75%	1.63%	0.0%	0.95%	1.16%	1.45%	1.17%	0.54%	1.58%	0.0%	2.4%	1.52%	0.65%	2.56%	0.47%	0.33%	0.0%	3.48%	0.37%	2.71%	8.44%	0.91%	0.0%	0.81%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	196	15	15	22	22	13	8	7	2	2	4	1	2	3	7	2	1	3	2	2	6	6	3	0	7	4	2	4	4	15	3	1	1	7					
		1.62%	1.05%	1.59%	2.06%	1.70%	1.11%	1.80%	2.49%	1.03%	1.72%	1.51%	0.81%	2.04%	0.95%	4.06%	0.97%	1.17%	1.63%	0.45%	1.21%	4.8%	4.58%	1.97%	0.0%	3.31%	1.35%	0.84%	2.32%	1.48%	2.90%	1.33%	0.91%	0.98%	2.84%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	185	29	22	25	22	25	8	4	1	0	3	2	2	1	2	4	0	0	7	1	0	0	0	4	2	2	2	3	3	4	3	3	0	1					
		1.53%	2.03%	2.33%	2.35%	1.70%	2.15%	1.80%	1.42%	0.51%	0.0%	1.13%	1.63%	2.04%	0.31%	1.16%	1.94%	0.0%	0.0%	1.58%	0.60%	0.0%	0.0%	0.0%	1.46%	0.94%	0.67%	0.84%	1.74%	1.11%	0.77%	1.33%	2.75%	0.0%	0.40%					
22	"5. ""За Русь Святую"""	36	1	2	4	4	3	5	2	0	1	3	0	0	1	1	2	1	0	0	0	0	3	0	0	0	0	0	0	0	1	2	0	0	0					
