Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																
Дата голосования: 18.09.2016																																
																																
Наименование Избирательной комиссии:    Гусевская																																
																																
Сводная таблица итогов голосования по федеральному избирательному округу																																
																																
		Сумма	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	27162	1477	592	2672	2490	2247	1909	1290	2443	1160	2618	2732	563	381	764	684	249	370	587	681	479	774									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	23700	1400	500	2500	2000	2000	1500	1000	2000	1000	2500	2500	500	300	700	600	200	300	500	600	400	700									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	12535	671	214	1110	1292	970	953	435	1009	504	1154	1375	255	179	312	368	165	267	361	391	203	347									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	618	13	47	16	122	11	38	14	16	10	18	31	28	15	45	34	8	27	26	38	35	26									
6	Число погашенных избирательных бюллетеней	10547	716	239	1374	586	1019	509	551	975	486	1328	1094	217	106	343	198	27	6	113	171	162	327									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	618	13	47	16	122	11	38	14	16	10	18	31	28	15	45	34	8	27	26	38	35	26									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	12532	671	214	1110	1292	970	951	435	1009	504	1153	1375	255	179	312	368	165	267	361	391	203	347									
9	Число недействительных избирательных бюллетеней	276	14	7	24	14	12	27	6	33	7	25	37	5	11	11	5	0	0	4	17	8	9									
10	Число действительных избирательных бюллетеней	12874	670	254	1102	1400	969	962	443	992	507	1146	1369	278	183	346	397	173	294	383	412	230	364									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	254	15	10	20	17	17	15	15	17	15	17	17	8	8	8	8	7	8	8	8	8	8									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	48	3	1	10	4	1	0	0	5	3	10	9	0	0	0	2	0	0	0	0	0	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	44	3	2	3	6	2	2	1	2	3	10	6	0	0	0	0	1	0	0	0	1	2									
14	Число погашенных неиспользованных открепительных удостоверений	206	12	9	10	13	16	15	15	12	12	7	8	8	8	8	6	7	8	8	8	8	8									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	46	3	1	7	5	2	1	4	8	0	3	4	0	2	4	0	0	0	2	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	137	13	2	13	5	13	8	7	21	7	17	17	2	0	4	0	0	0	3	1	2	2									
		1.04%	1.90%	0.77%	1.15%	0.35%	1.33%	0.81%	1.56%	2.05%	1.36%	1.45%	1.21%	0.71%	0.00%	1.12%	0.00%	0.00%	0.00%	0.78%	0.23%	0.84%	0.54%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	446	33	2	37	53	38	32	9	38	27	54	54	10	6	11	4	7	1	5	8	9	8									
		3.39%	4.82%	0.77%	3.29%	3.75%	3.87%	3.24%	2.00%	3.71%	5.25%	4.61%	3.84%	3.53%	3.09%	3.08%	0.99%	4.05%	0.34%	1.29%	1.86%	3.78%	2.14%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	275	21	4	38	31	21	16	9	28	11	22	39	1	3	8	7	2	1	4	5	1	3									
		2.09%	3.07%	1.53%	3.37%	2.19%	2.14%	1.62%	2.00%	2.73%	2.14%	1.88%	2.77%	0.35%	1.55%	2.24%	1.74%	1.16%	0.34%	1.03%	1.17%	0.42%	0.80%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6490	279	126	484	856	427	475	233	431	209	487	624	179	90	175	220	118	241	277	241	131	187									
		49.35%	40.79%	48.28%	42.98%	60.54%	43.53%	48.03%	51.89%	42.05%	40.66%	41.59%	44.38%	63.25%	46.39%	49.02%	54.73%	68.21%	81.97%	71.58%	56.18%	55.04%	50.13%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	76	5	0	5	4	5	13	1	9	2	8	12	0	2	2	4	1	0	1	1	0	1									
		0.58%	0.73%	0.00%	0.44%	0.28%	0.51%	1.31%	0.22%	0.88%	0.39%	0.68%	0.85%	0.00%	1.03%	0.56%	0.99%	0.58%	0.00%	0.26%	0.23%	0.00%	0.27%									
24	"6. Политическая партия ""Гражданская Платформа"""	24	2	1	1	0	2	2	0	3	2	4	4	0	0	0	0	0	0	1	0	1	1									
		0.18%	0.29%	0.38%	0.09%	0.00%	0.20%	0.20%	0.00%	0.29%	0.39%	0.34%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.42%	0.27%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2453	134	68	227	174	192	246	77	190	124	196	260	51	54	87	47	19	26	52	87	43	99									
		18.65%	19.59%	26.05%	20.16%	12.31%	19.57%	24.87%	17.15%	18.54%	24.12%	16.74%	18.49%	18.02%	27.84%	24.37%	11.69%	10.98%	8.84%	13.44%	20.28%	18.07%	26.54%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	83	7	2	14	2	6	10	3	10	4	7	12	0	1	1	3	1	0	0	0	0	0									
		0.63%	1.02%	0.77%	1.24%	0.14%	0.61%	1.01%	0.67%	0.98%	0.78%	0.60%	0.85%	0.00%	0.52%	0.28%	0.75%	0.58%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	128	7	3	13	9	8	17	8	12	3	14	22	1	2	0	2	0	0	0	1	4	2									
		0.97%	1.02%	1.15%	1.15%	0.64%	0.82%	1.72%	1.78%	1.17%	0.58%	1.20%	1.56%	0.35%	1.03%	0.00%	0.50%	0.00%	0.00%	0.00%	0.23%	1.68%	0.54%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	11	1	0	0	0	1	2	1	0	0	0	1	1	0	0	1	1	0	0	1	1	0									
		0.08%	0.15%	0.00%	0.00%	0.00%	0.10%	0.20%	0.22%	0.00%	0.00%	0.00%	0.07%	0.35%	0.00%	0.00%	0.25%	0.58%	0.00%	0.00%	0.23%	0.42%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	118	9	3	11	12	10	11	10	16	4	6	16	2	2	0	0	0	2	0	3	0	1									
		0.90%	1.32%	1.15%	0.98%	0.85%	1.02%	1.11%	2.23%	1.56%	0.78%	0.51%	1.14%	0.71%	1.03%	0.00%	0.00%	0.00%	0.68%	0.00%	0.70%	0.00%	0.27%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1898	114	36	169	195	180	98	67	172	82	226	239	24	17	50	48	18	13	26	49	30	45									
		14.43%	16.67%	13.79%	15.01%	13.79%	18.35%	9.91%	14.92%	16.78%	15.95%	19.30%	16.99%	8.48%	8.76%	14.01%	11.94%	10.40%	4.42%	6.72%	11.42%	12.61%	12.06%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	134	7	0	8	12	9	7	5	4	3	15	17	0	0	2	28	1	5	1	4	3	3									
		1.02%	1.02%	0.00%	0.71%	0.85%	0.92%	0.71%	1.11%	0.39%	0.58%	1.28%	1.21%	0.00%	0.00%	0.56%	6.97%	0.58%	1.70%	0.26%	0.93%	1.26%	0.80%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	601	38	7	82	47	57	25	13	58	29	90	52	7	6	6	33	5	5	13	11	5	12									
		4.57%	5.56%	2.68%	7.28%	3.32%	5.81%	2.53%	2.90%	5.66%	5.64%	7.69%	3.70%	2.47%	3.09%	1.68%	8.21%	2.89%	1.70%	3.36%	2.56%	2.10%	3.22%									
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
