Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																		
Дата голосования: 07.12.2003 0:00:00																																		
																																		
Наименование Избирательной комиссии:    Суоярвская																																		
																																		
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																		
																																		
		Сумма	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545					
1	"Число избирателей, внесенных в списки"	19123	2138	226	2470	2788	865	890	37	66	47	392	301	1267	153	1037	69	530	1407	720	196	200	497	819	607	499	126	44	732					
2	"Число бюллетеней, полученных участковыми комиссиями"	17404	1864	199	2189	2418	767	787	30	59	41	358	266	1131	132	952	68	514	1450	736	204	186	454	720	543	477	126	50	683					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	272	0	0	0	272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	9628	896	117	1279	1436	373	439	19	38	27	224	150	566	94	487	30	271	716	425	110	100	305	406	321	304	69	30	396					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	551	68	6	64	107	5	21	5	3	0	7	9	35	6	29	6	10	42	10	7	21	17	24	10	8	15	0	16					
6	Число погашенных бюллетеней	6953	900	76	846	603	389	327	6	18	14	127	107	530	32	436	32	233	692	301	87	65	132	290	212	165	42	20	271					
7	Число бюллетеней в переносных ящиках для голосования	823	69	6	64	378	5	21	5	3	0	7	9	35	6	29	6	10	42	10	7	21	17	24	10	8	15	0	16					
8	Число бюллетеней в стационарных ящиках для голосования	9626	895	117	1279	1436	373	439	19	38	27	224	150	566	94	487	30	271	716	425	110	100	305	406	321	304	69	30	395					
9	Число недействительных бюллетеней	146	10	7	11	13	2	5	3	0	0	4	0	10	1	8	1	4	8	3	9	1	14	7	15	2	1	2	5					
10	Число действительных бюллетеней	10303	954	116	1332	1801	376	455	21	41	27	227	159	591	99	508	35	277	750	432	108	120	308	423	316	310	83	28	406					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	148	12	5	7	22	3	3	3	3	3	3	3	16	3	3	2	5	5	5	3	3	10	5	5	5	3	3	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	54	9	0	5	7	1	1	0	0	0	3	1	5	0	0	0	0	5	0	0	2	3	2	3	4	0	0	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	44	2	1	7	7	0	2	3	0	1	0	0	2	1	0	1	0	0	3	2	0	2	2	0	2	2	2	2					
14	Число погашенных открепительных удостоверений	94	3	5	2	15	2	2	3	3	3	0	2	11	3	3	2	5	0	5	3	1	7	3	2	1	3	3	2					
15	Число открепительных удостоверений выданных ТИК	5	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																		
18	"1. ""ЕДИНЕНИЕ"""	132	14	2	9	20	6	12	0	0	0	3	1	5	2	8	0	5	10	3	2	3	2	8	4	6	1	0	6					
		1.26%	1.45%	1.62%	0.67%	1.10%	1.58%	2.60%	0.0%	0.0%	0.0%	1.29%	0.62%	0.83%	2.0%	1.55%	0.0%	1.77%	1.31%	0.68%	1.70%	2.47%	0.62%	1.86%	1.20%	1.92%	1.19%	0.0%	1.45%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	365	45	3	77	102	10	22	0	0	0	2	0	8	0	6	0	1	4	2	1	1	8	31	19	0	2	0	21					
		3.49%	4.66%	2.43%	5.73%	5.62%	2.64%	4.78%	0.0%	0.0%	0.0%	0.86%	0.0%	1.33%	0.0%	1.16%	0.0%	0.35%	0.52%	0.45%	0.85%	0.82%	2.48%	7.20%	5.74%	0.0%	2.38%	0.0%	5.10%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	266	15	0	42	50	12	18	1	0	0	4	3	6	3	12	0	12	14	11	2	0	3	18	16	3	5	0	16					
		2.54%	1.55%	0.0%	3.12%	2.75%	3.17%	3.91%	4.16%	0.0%	0.0%	1.73%	1.88%	0.99%	3.0%	2.32%	0.0%	4.27%	1.84%	2.52%	1.70%	0.0%	0.93%	4.18%	4.83%	0.96%	5.95%	0.0%	3.89%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	471	55	7	118	101	23	8	0	2	0	3	4	8	5	26	0	10	31	16	1	0	9	31	2	1	1	1	8					
		4.50%	5.70%	5.69%	8.78%	5.56%	6.08%	1.73%	0.0%	4.87%	0.0%	1.29%	2.51%	1.33%	5.0%	5.03%	0.0%	3.55%	4.08%	3.67%	0.85%	0.0%	2.79%	7.20%	0.60%	0.32%	1.19%	3.33%	1.94%					
22	"5. ""За Русь Святую"""	42	6	0	5	7	2	0	0	0	0	2	1	1	0	4	0	1	5	1	0	0	2	1	0	2	0	0	2					
		0.40%	0.62%	0.0%	0.37%	0.38%	0.52%	0.0%	0.0%	0.0%	0.0%	0.86%	0.62%	0.16%	0.0%	0.77%	0.0%	0.35%	0.65%	0.22%	0.0%	0.0%	0.62%	0.23%	0.0%	0.64%	0.0%	0.0%	0.48%					
23	"6. ""Объединенная Российская партия ""Русь"""	28	1	0	3	10	0	1	0	0	0	0	0	1	1	2	0	1	0	0	0	0	0	3	1	1	0	1	2					
		0.26%	0.10%	0.0%	0.22%	0.55%	0.0%	0.21%	0.0%	0.0%	0.0%	0.0%	0.0%	0.16%	1.0%	0.38%	0.0%	0.35%	0.0%	0.0%	0.0%	0.0%	0.0%	0.69%	0.30%	0.32%	0.0%	3.33%	0.48%					
24	"7. ""Новый курс - Автомобильная Россия"""	87	6	4	8	30	4	2	0	0	0	3	1	2	0	1	0	1	7	4	2	1	5	3	1	1	0	0	1					
		0.83%	0.62%	3.25%	0.59%	1.65%	1.05%	0.43%	0.0%	0.0%	0.0%	1.29%	0.62%	0.33%	0.0%	0.19%	0.0%	0.35%	0.92%	0.91%	1.70%	0.82%	1.55%	0.69%	0.30%	0.32%	0.0%	0.0%	0.24%					
25	"8. ""Народно-республиканская партия России"""	18	1	0	2	1	0	0	0	0	0	2	0	4	0	2	0	0	0	0	0	0	0	2	0	1	1	0	2					
		0.17%	0.10%	0.0%	0.14%	0.05%	0.0%	0.0%	0.0%	0.0%	0.0%	0.86%	0.0%	0.66%	0.0%	0.38%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.46%	0.0%	0.32%	1.19%	0.0%	0.48%					
26	"9. ""Российская экологическая партия ""Зеленые"""	42	3	0	5	21	1	0	1	0	0	1	0	0	0	2	0	0	2	1	0	0	1	3	1	0	0	0	0					
		0.40%	0.31%	0.0%	0.37%	1.15%	0.26%	0.0%	4.16%	0.0%	0.0%	0.43%	0.0%	0.0%	0.0%	0.38%	0.0%	0.0%	0.26%	0.22%	0.0%	0.0%	0.31%	0.69%	0.30%	0.0%	0.0%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	199	17	4	28	22	9	7	4	2	1	5	4	7	0	7	0	9	16	10	0	0	11	3	9	14	1	1	8					
