Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																										
Дата голосования: 07.12.2003 0:00:00																																										
																																										
Наименование Избирательной комиссии:    Джидинская																																										
																																										
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																										
																																										
		Сумма	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122					
1	"Число избирателей, внесенных в списки"	20972	243	315	352	227	1070	125	603	375	242	83	544	493	262	537	145	461	1565	1440	1264	1249	199	896	497	909	112	232	772	165	1584	2015	339	500	256	293	608					
2	"Число бюллетеней, полученных участковыми комиссиями"	21505	294	328	355	231	1068	159	600	413	252	90	543	521	268	750	150	472	1582	1378	1252	1207	305	885	491	903	111	259	775	246	1575	1782	494	500	266	374	626					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	13240	202	220	234	145	667	114	390	286	157	62	344	308	159	485	89	311	818	775	729	590	189	587	375	550	60	155	467	152	741	1352	311	397	175	256	388					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1302	41	35	50	14	57	11	25	30	33	12	46	41	39	52	31	29	32	28	23	32	10	59	52	63	16	13	65	13	68	79	28	44	7	37	87					
6	Число погашенных бюллетеней	6963	51	73	71	72	344	34	185	97	62	16	153	172	70	213	30	132	732	575	500	585	106	239	64	290	35	91	243	81	766	351	155	59	84	81	151					
7	Число бюллетеней в переносных ящиках для голосования	1301	41	35	50	14	57	11	25	30	33	12	46	41	39	52	31	29	32	28	23	32	10	59	52	63	16	13	65	13	67	79	28	44	7	37	87					
8	Число бюллетеней в стационарных ящиках для голосования	13211	202	220	234	145	668	114	390	286	157	62	344	308	159	485	89	311	818	750	729	590	189	587	375	546	60	155	467	152	740	1352	311	397	175	256	388					
9	Число недействительных бюллетеней	508	8	7	16	6	34	5	17	4	3	3	9	5	14	40	5	10	10	27	13	19	16	22	12	20	6	10	30	0	67	6	7	8	9	20	20					
10	Число действительных бюллетеней	14004	235	248	268	153	691	120	398	312	187	71	381	344	184	497	115	330	840	751	739	603	183	624	415	589	70	158	502	165	740	1425	332	433	173	273	455					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	300	7	7	7	7	10	5	7	5	5	5	7	7	5	10	5	7	15	15	15	15	5	10	7	10	5	5	10	5	15	31	7	7	5	5	7					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	99	0	0	0	0	1	0	0	0	0	0	4	4	0	0	0	1	10	12	15	9	2	10	4	3	0	3	3	0	0	10	2	1	4	0	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	89	5	3	3	2	5	0	3	4	2	2	2	3	1	2	1	1	1	7	6	1	2	2	1	0	2	1	1	2	7	5	3	7	0	2	0					
14	Число погашенных открепительных удостоверений	201	7	7	7	7	9	5	7	5	5	5	3	3	5	10	5	6	5	3	0	6	3	0	3	7	5	2	7	5	15	21	5	6	1	5	6					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																										
18	"1. ""ЕДИНЕНИЕ"""	506	7	10	12	4	18	5	10	31	8	2	16	11	13	13	8	14	18	8	16	11	8	37	6	23	6	8	35	9	29	22	15	27	6	22	18					
		3.48%	2.88%	3.92%	4.22%	2.51%	2.48%	4.0%	2.40%	9.81%	4.21%	2.70%	4.10%	3.15%	6.56%	2.42%	6.66%	4.11%	2.11%	1.02%	2.12%	1.76%	4.02%	5.72%	1.40%	3.77%	7.89%	4.76%	6.57%	5.45%	3.59%	1.53%	4.42%	6.12%	3.29%	7.50%	3.78%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	404	7	9	3	5	15	1	2	11	9	1	21	3	6	15	3	4	39	28	27	22	6	21	15	10	6	6	19	1	14	30	7	9	6	14	9					
		2.78%	2.88%	3.52%	1.05%	3.14%	2.06%	0.8%	0.48%	3.48%	4.73%	1.35%	5.38%	0.85%	3.03%	2.79%	2.5%	1.17%	4.58%	3.59%	3.59%	3.53%	3.01%	3.25%	3.51%	1.64%	7.89%	3.57%	3.57%	0.60%	1.73%	2.09%	2.06%	2.04%	3.29%	4.77%	1.89%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	421	7	3	13	12	25	0	11	10	8	3	22	6	4	13	5	16	15	16	13	18	3	29	10	23	6	1	14	4	33	24	14	12	6	8	14					
		2.90%	2.88%	1.17%	4.57%	7.54%	3.44%	0.0%	2.65%	3.16%	4.21%	4.05%	5.64%	1.71%	2.02%	2.42%	4.16%	4.70%	1.76%	2.05%	1.72%	2.89%	1.50%	4.48%	2.34%	3.77%	7.89%	0.59%	2.63%	2.42%	4.08%	1.67%	4.12%	2.72%	3.29%	2.73%	2.94%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	143	3	4	2	0	6	0	4	0	2	0	4	7	0	0	2	2	11	9	10	10	1	4	2	10	0	0	12	2	8	22	3	1	0	1	1					
		0.98%	1.23%	1.56%	0.70%	0.0%	0.82%	0.0%	0.96%	0.0%	1.05%	0.0%	1.02%	2.00%	0.0%	0.0%	1.66%	0.58%	1.29%	1.15%	1.32%	1.60%	0.50%	0.61%	0.46%	1.64%	0.0%	0.0%	2.25%	1.21%	0.99%	1.53%	0.88%	0.22%	0.0%	0.34%	0.21%					
22	"5. ""За Русь Святую"""	50	0	1	1	1	2	0	0	0	0	0	3	1	0	0	0	2	2	2	2	1	0	0	0	2	0	2	4	1	3	12	2	1	3	2	0					
		0.34%	0.0%	0.39%	0.35%	0.62%	0.27%	0.0%	0.0%	0.0%	0.0%	0.0%	0.76%	0.28%	0.0%	0.0%	0.0%	0.58%	0.23%	0.25%	0.26%	0.16%	0.0%	0.0%	0.0%	0.32%	0.0%	1.19%	0.75%	0.60%	0.37%	0.83%	0.58%	0.22%	1.64%	0.68%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	38	1	0	1	0	2	0	2	2	0	0	0	2	2	5	0	1	4	2	0	1	0	0	1	1	0	1	2	0	3	0	3	2	0	0	0					
