Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																		
Дата голосования: 07.12.2003 0:00:00																																																		
																																																		
Наименование Избирательной комиссии:    Спасская																																																		
																																																		
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																		
																																																		
		Сумма	УИК №2599	УИК №2600	УИК №2601	УИК №2602	УИК №2603	УИК №2604	УИК №2605	УИК №2606	УИК №2607	УИК №2608	УИК №2609	УИК №2610	УИК №2611	УИК №2612	УИК №2613	УИК №2614	УИК №2615	УИК №2616	УИК №2617	УИК №2618	УИК №2619	УИК №2620	УИК №2621	УИК №2622	УИК №2623	УИК №2624	УИК №2625	УИК №2626	УИК №2627	УИК №2628	УИК №2629	УИК №2630	УИК №2631	УИК №2632	УИК №2633	УИК №2634	УИК №2635	УИК №2636	УИК №2637	УИК №2638	УИК №2639	УИК №2640	УИК №2641					
1	"Число избирателей, внесенных в списки"	16494	615	597	568	578	732	651	816	713	810	834	66	459	128	467	113	183	170	276	337	84	673	111	128	335	147	546	221	524	135	265	255	208	243	70	265	347	408	491	501	333	109	238	744					
2	"Число бюллетеней, полученных участковыми комиссиями"	16284	589	580	524	573	704	584	769	692	785	801	66	457	131	471	115	190	175	347	341	86	674	110	128	332	149	548	223	522	138	262	259	209	244	72	265	342	412	484	499	335	113	239	745					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	13708	499	414	377	419	530	429	528	477	559	490	62	419	128	443	103	183	145	276	318	80	643	91	124	319	140	497	218	478	135	252	247	199	242	70	251	292	400	431	457	313	103	223	704					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	380	12	36	18	6	8	64	13	9	10	19	0	19	0	6	8	0	8	0	14	0	3	0	0	5	5	4	0	7	0	0	6	7	0	0	0	10	0	0	30	5	6	10	32					
6	Число погашенных бюллетеней	2196	78	130	129	148	166	91	228	206	216	292	4	19	3	22	4	7	22	71	9	6	28	19	4	8	4	47	5	37	3	10	6	3	2	2	14	40	12	53	12	17	4	6	9					
7	Число бюллетеней в переносных ящиках для голосования	380	12	36	18	6	8	64	13	9	10	19	0	19	0	6	8	0	8	0	14	0	3	0	0	5	5	4	0	7	0	0	6	7	0	0	0	10	0	0	30	5	6	10	32					
8	Число бюллетеней в стационарных ящиках для голосования	13694	499	414	377	419	530	429	528	477	556	490	62	419	128	443	103	183	145	276	313	78	643	91	124	319	140	497	218	478	135	252	244	198	242	70	251	292	400	431	457	313	103	223	704					
9	Число недействительных бюллетеней	217	2	3	11	41	5	0	20	8	4	5	0	0	6	6	0	0	0	0	2	0	2	0	6	0	0	3	0	4	0	13	14	10	0	1	6	0	1	4	29	3	2	6	0					
10	Число действительных бюллетеней	13857	509	447	384	384	533	493	521	478	562	504	62	438	122	443	111	183	153	276	325	78	644	91	118	324	145	498	218	481	135	239	236	195	242	69	245	302	399	427	458	315	107	227	736					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	192	8	8	8	10	4	4	4	4	4	4	0	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	10	4	4	4	4	4	4	4	4	4	4	4	4	4					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	56	3	6	6	7	3	2	1	3	4	2	0	0	0	2	1	0	0	0	0	0	2	1	0	0	1	0	1	2	0	3	1	1	0	0	1	0	0	1	0	1	0	0	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	27	1	0	0	1	0	0	0	1	1	0	0	2	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	10	0	0	0	3	0					
14	Число погашенных открепительных удостоверений	136	5	2	2	3	1	2	3	1	0	2	0	4	4	2	3	4	4	4	4	4	2	3	4	4	3	4	3	2	4	7	3	3	4	4	3	4	4	3	4	3	4	4	3					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																		
18	"1. ""ЕДИНЕНИЕ"""	80	3	6	2	1	8	0	1	4	9	9	0	2	0	5	0	1	0	1	0	0	2	0	3	2	0	3	3	1	0	0	0	0	1	0	1	3	2	2	1	1	0	3	0					
		0.56%	0.58%	1.33%	0.50%	0.23%	1.48%	0.0%	0.18%	0.82%	1.59%	1.76%	0.0%	0.45%	0.0%	1.11%	0.0%	0.54%	0.0%	0.36%	0.0%	0.0%	0.30%	0.0%	2.41%	0.61%	0.0%	0.59%	1.37%	0.20%	0.0%	0.0%	0.0%	0.0%	0.41%	0.0%	0.39%	0.99%	0.5%	0.46%	0.20%	0.31%	0.0%	1.28%	0.0%					
