Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																									
Дата голосования: 04.12.2011																																									
																																									
Наименование Избирательной комиссии:    Касторенская																																									
																																									
Сводная таблица результатов выборов																																									
																																									
		Сумма	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504					
1	"Число избирателей, внесенных в список избирателей"	16615	941	1734	946	680	1186	1010	1438	563	232	266	146	116	342	267	224	431	549	252	160	348	391	487	361	328	335	159	437	232	725	186	244	177	201	521					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	15420	850	1600	870	620	1060	920	1320	530	220	260	140	110	340	250	220	400	520	230	150	350	370	460	330	300	330	150	400	200	680	180	220	170	190	480					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	6666	398	730	333	171	451	337	544	234	96	88	64	52	196	131	105	256	197	110	63	133	122	176	141	115	220	78	177	107	300	81	99	74	89	198					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1720	57	58	50	74	88	53	38	45	17	67	22	3	65	27	32	42	109	56	21	78	85	58	52	83	27	24	34	23	101	42	32	32	37	88					
6	Число погашенных избирательных бюллетеней	7034	395	812	487	375	521	530	738	251	107	105	54	55	79	92	83	102	214	64	66	139	163	226	137	102	83	48	189	70	279	57	89	64	64	194					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1720	57	58	50	74	88	53	38	45	17	67	22	3	65	27	32	42	109	56	21	78	85	58	52	83	27	24	34	23	101	42	32	32	37	88					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6664	398	728	333	171	451	337	544	234	96	88	64	52	196	131	105	256	197	110	63	133	122	176	141	115	220	78	177	107	300	81	99	74	89	198					
9	Число недействительных избирательных бюллетеней	138	4	13	4	1	1	11	11	3	1	1	2	2	2	2	5	9	6	1	0	2	6	8	4	1	5	0	5	2	5	5	7	2	2	5					
10	Число действительных избирательных бюллетеней	8246	451	773	379	244	538	379	571	276	112	154	84	53	259	156	132	289	300	165	84	209	201	226	189	197	242	102	206	128	396	118	124	104	124	281					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	397	13	32	13	10	10	10	15	15	5	15	5	5	21	8	8	10	20	5	5	20	15	10	10	5	15	10	10	5	24	10	5	10	10	13					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	350	11	32	6	10	10	4	15	15	2	15	5	5	21	8	8	10	20	5	5	20	15	10	5	5	15	10	2	0	24	10	5	10	10	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	93	10	20	2	3	5	8	3	3	1	0	1	4	1	2	2	4	1	0	0	1	1	2	1	1	3	0	1	1	1	2	4	1	1	3					
14	Число погашенных неиспользованных открепительных удостоверений	47	2	0	7	0	0	6	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	8	5	0	0	0	0	0	11					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
