Выборы Президента Российской Федерации																																																																					
Дата голосования: 02.03.2008																																																																					
																																																																					
Наименование Избирательной комиссии:    Салаватская городская																																																																					
																																																																					
Сводная таблица результатов выборов																																																																					
																																																																					
	Число участковых избирательных комиссий	62																																																																			
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	62																																																																			
																																																																					
		Сумма	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608					
1	"Число избирателей, включенных в списки избирателей"	114674	1932	1893	1133	1481	2349	1515	1389	1179	50	1081	1966	1201	1026	1100	1042	1458	1526	1392	1658	1532	611	2458	1634	2311	2384	2329	2333	1909	2125	2091	2109	2586	2523	2717	2237	2577	2385	2150	2408	1906	1895	2242	1380	1899	1959	1201	2462	1969	1921	2293	1335	1915	2563	2493	1522	2240	2564	2644	1310	1286	1327	2568					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	112949	1840	1890	1029	1500	2210	1520	1380	1190	50	1090	1880	1170	1020	1090	1040	1470	1490	1330	1690	1510	540	2480	1660	2320	2380	2250	2360	1850	2170	2110	2140	2640	2430	2750	2320	2400	2340	2100	2410	1890	1790	2000	1380	1840	1970	1170	2390	1890	1940	2290	1310	1980	2390	2400	1560	2280	2420	2570	1320	1220	1340	2570					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	96790	1622	1620	893	1225	1991	1286	1178	949	0	1009	1729	998	869	879	867	1247	1203	1197	1408	1295	392	2051	1361	1976	2038	1993	2030	1674	1788	1779	1826	1930	2125	2324	1923	2245	2088	1815	2099	1579	1586	1867	1095	1511	1559	1017	2061	1690	1702	1956	1164	1617	2133	2209	1278	1901	2147	2248	1000	1110	1254	2184					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	2696	79	23	91	20	30	42	46	77	50	53	40	39	47	78	41	13	56	31	36	23	140	69	47	28	14	34	23	40	40	43	32	38	42	58	23	35	69	27	70	60	64	69	53	66	145	16	57	31	27	16	9	30	20	54	30	25	28	26	31	10	23	19					
6	Число погашенных избирательных бюллетеней	13463	139	247	45	255	189	192	156	164	0	28	111	133	104	133	132	210	231	102	246	192	8	360	252	316	328	223	307	136	342	288	282	672	263	368	374	120	183	258	241	251	140	64	232	263	266	137	272	169	211	318	137	333	237	137	252	354	245	296	289	100	63	367					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2696	79	23	91	20	30	42	46	77	50	53	40	39	47	78	41	13	56	31	36	23	140	69	47	28	14	34	23	40	40	43	32	38	42	58	23	35	69	27	70	60	64	69	53	66	145	16	57	31	27	16	9	30	20	54	30	25	28	26	31	10	23	19					
8	Число бюллетеней в стационарных ящиках для голосования	96746	1622	1620	893	1225	1991	1286	1178	949	0	1009	1729	993	869	879	867	1247	1203	1197	1408	1295	392	2051	1361	1976	2038	1993	2030	1674	1788	1779	1826	1930	2125	2324	1900	2245	2088	1815	2099	1579	1570	1867	1095	1511	1559	1017	2061	1690	1702	1956	1164	1617	2133	2209	1278	1901	2147	2248	1000	1110	1254	2184					
9	Число недействительных избирательных бюллетеней	1043	0	13	0	10	0	10	6	6	0	10	0	140	0	0	12	6	7	17	3	0	0	0	0	0	6	10	19	0	26	0	0	38	0	20	115	138	1	5	0	0	59	4	2	6	9	15	27	76	8	19	4	0	20	0	13	105	2	23	14	4	13	2					
10	Число действительных избирательных бюллетеней	98399	1701	1630	984	1235	2021	1318	1218	1020	50	1052	1769	892	916	957	896	1254	1252	1211	1441	1318	532	2120	1408	2004	2046	2017	2034	1714	1802	1822	1858	1930	2167	2362	1808	2142	2156	1837	2169	1639	1575	1932	1146	1571	1695	1018	2091	1645	1721	1953	1169	1647	2133	2263	1295	1821	2173	2251	1017	1116	1264	2201					
11	Число полученных открепительных  удостоверений	1031	10	20	10	15	20	15	10	10	0	10	15	10	10	10	10	15	15	10	15	15	10	20	15	20	20	25	16	15	25	18	15	21	15	15	20	17	15	15	30	15	15	15	15	15	15	15	15	25	30	23	20	20	20	20	15	31	25	20	15	20	10	25					
