Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																													
Дата голосования: 18.09.2016																																													
																																													
Наименование Избирательной комиссии:    Пермская - 58																																													
																																													
Сводная таблица итогов голосования по федеральному избирательному округу																																													
																																													
		Сумма	УИК №2704	УИК №2705	УИК №2706	УИК №2711	УИК №2712	УИК №2713	УИК №2714	УИК №2715	УИК №2721	УИК №2722	УИК №2723	УИК №2724	УИК №2725	УИК №2726	УИК №2727	УИК №2728	УИК №2735	УИК №2739	УИК №2740	УИК №2741	УИК №2742	УИК №2743	УИК №2744	УИК №2746	УИК №2748	УИК №2749	УИК №2750	УИК №2753	УИК №2757	УИК №2758	УИК №2759	УИК №2760	УИК №2761	УИК №2762									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	44252	2656	2428	2233	730	244	304	2934	2385	1478	2807	2200	665	534	262	536	379	2649	574	630	345	2255	684	1287	1613	1640	1516	962	2124	1581	1135	1138	1223	19	102									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	30765	1670	1740	1355	510	170	210	2020	1640	1030	1900	1540	450	360	630	360	255	1825	390	440	240	1575	490	890	950	1150	1060	670	1460	1100	795	790	850	50	200									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	13558	848	756	771	257	103	51	856	792	292	740	600	272	161	212	148	82	743	91	67	174	671	200	396	718	598	556	315	529	394	455	292	297	19	102									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1319	8	13	156	25	7	41	18	4	91	44	12	13	25	50	25	18	40	116	85	16	4	3	12	0	10	5	10	8	85	94	124	157	0	0									
6	Число погашенных избирательных бюллетеней	15889	814	971	428	228	60	118	1146	844	647	1116	928	165	174	368	187	155	1042	183	288	50	900	287	482	232	542	500	345	923	621	246	374	396	31	98									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	1319	8	13	156	25	7	41	18	4	91	44	12	13	25	50	25	18	40	116	85	16	4	3	12	0	10	5	10	8	85	94	124	157	0	0									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	13556	846	756	771	257	103	51	856	792	292	740	600	272	161	212	148	82	743	91	67	174	671	200	396	718	598	556	315	529	394	455	292	297	19	102									
9	Число недействительных избирательных бюллетеней	478	29	29	36	11	2	2	27	10	10	17	14	16	4	10	6	2	22	1	5	1	31	7	6	23	22	18	4	31	26	32	16	7	1	0									
10	Число действительных избирательных бюллетеней	14397	825	740	891	271	108	90	847	786	373	767	598	269	182	252	167	98	761	206	147	189	644	196	402	695	586	543	321	506	453	517	400	447	18	102									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1304	71	74	58	22	7	9	87	70	44	82	66	19	16	26	15	11	78	17	19	10	67	21	38	40	49	45	29	63	47	34	34	36	0	0									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	434	27	26	30	4	3	3	47	20	8	43	40	8	5	14	6	2	17	7	1	2	13	4	18	19	6	12	8	7	22	2	5	5	0	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	278	7	6	20	4	1	0	1	8	1	5	11	4	3	6	2	3	10	2	1	1	4	1	2	7	12	4	1	10	8	3	7	2	19	102									
14	Число погашенных неиспользованных открепительных удостоверений	870	44	48	28	18	4	6	40	50	36	39	26	11	11	12	9	9	61	10	18	8	54	17	20	21	43	33	21	56	25	32	29	31	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	31	0	1	7	0	1	0	1	1	1	0	1	0	0	0	0	1	1	0	0	0	2	0	1	7	3	0	1	1	0	0	0	1	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0									
																																													
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	255	19	12	16	4	2	0	22	10	7	11	5	1	1	5	0	1	12	0	2	2	10	3	7	11	25	27	4	6	8	5	7	7	2	1									
		1.71%	2.22%	1.56%	1.73%	1.42%	1.82%	0.00%	2.52%	1.26%	1.83%	1.40%	0.82%	0.35%	0.54%	1.91%	0.00%	1.00%	1.53%	0.00%	1.32%	1.05%	1.48%	1.48%	1.72%	1.53%	4.11%	4.81%	1.23%	1.12%	1.67%	0.91%	1.68%	1.54%	10.53%	0.98%									
