Выборы Президента Российской Федерации																																						
																																						
Наименование Избирательной комиссии:    Сухоложская городская																																						
																																						
Итоги голосования 																																						
																																						
		Сумма	УИК №2526	УИК №2527	УИК №2528	УИК №2529	УИК №2530	УИК №2531	УИК №2532	УИК №2533	УИК №2534	УИК №2535	УИК №2536	УИК №2537	УИК №2538	УИК №2539	УИК №2540	УИК №2541	УИК №2542	УИК №2543	УИК №2544	УИК №2545	УИК №2546	УИК №2547	УИК №2548	УИК №2549	УИК №2550	УИК №2551	УИК №2552	УИК №2553	УИК №2554	УИК №2555	УИК №2556					
1	"Число избирателей, внесенных в список"	37463	2612	949	1868	1428	1366	2501	2507	947	1525	1049	1836	2244	2214	2433	298	1368	870	321	661	305	1078	234	262	1626	760	1036	1618	262	737	219	329					
2	Число полученных избирательных бюллетеней	33224	2320	840	1620	1290	1140	2190	2230	846	1350	940	1650	2010	1940	2160	258	1210	802	282	602	274	970	208	236	1470	650	904	1440	234	652	196	310					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	18434	1239	371	897	768	659	1330	1275	448	840	567	920	1235	1045	1205	157	592	346	112	382	149	553	81	139	744	326	419	845	109	458	93	130					
5	"Число избирательных бюллетеней, выданных вне помещения"	1169	46	28	40	6	74	27	3	5	16	15	18	35	21	51	4	32	65	50	36	6	34	75	32	60	54	45	118	43	17	36	77					
6	Число погашенных избирательных бюллетеней	13621	1035	441	683	516	407	833	952	393	494	358	712	740	874	904	97	586	391	120	184	119	383	52	65	666	270	440	477	82	177	67	103					
7	Число избирательных бюллетеней в переносных ящиках	1169	46	28	40	6	74	27	3	5	16	15	18	35	21	51	4	32	65	50	36	6	34	75	32	60	54	45	118	43	17	36	77					
8	Число бюллетеней в стационарных ящиках для голосования	18433	1239	371	897	768	659	1329	1275	448	840	567	920	1235	1045	1205	157	592	346	112	382	149	553	81	139	744	326	419	845	109	458	93	130					
9	Число недействительных избирательных бюллетеней	245	16	7	6	1	7	25	15	5	19	5	11	10	11	21	1	10	10	3	5	3	7	0	1	13	5	7	12	3	3	0	3					
10	Число действительных избирательных бюллетеней	19357	1269	392	931	773	726	1331	1263	448	837	577	927	1260	1055	1235	160	614	401	159	413	152	580	156	170	791	375	457	951	149	472	129	204					
11	Число полученных открепительных  удостоверений	697	30	20	20	20	20	30	30	20	20	20	20	32	30	30	15	20	20	20	20	20	20	20	20	30	20	20	30	20	20	20	20					
12	Число выданных открепительных удостоверений	110	12	0	0	7	4	9	6	0	3	2	8	5	0	7	2	1	5	1	11	0	5	0	1	7	4	0	7	0	1	0	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	133	3	3	6	1	6	7	2	0	6	1	6	5	5	7	2	1	3	3	8	2	3	0	4	8	26	5	3	0	5	1	1					
14	Число неиспользованных открепительных удостоверений	587	18	20	20	13	16	21	24	20	17	18	12	27	30	23	13	19	15	19	9	20	15	20	19	23	16	20	23	20	19	20	18					
15	"Число открепительных удостоверений, выданных в ТИК"	3	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																						
18	. Глазьев Сергей Юрьевич	662	53	15	38	33	25	47	44	14	44	19	25	46	27	46	3	17	9	2	7	8	8	10	4	28	18	20	36	4	7	2	3					
		3.38%	4.12%	3.76%	4.06%	4.26%	3.41%	3.47%	3.44%	3.09%	5.14%	3.26%	2.67%	3.62%	2.53%	3.66%	1.86%	2.72%	2.19%	1.23%	1.67%	5.16%	1.36%	6.41%	2.34%	3.48%	4.74%	4.31%	3.74%	2.63%	1.47%	1.55%	1.45%					
19	. Малышкин Олег Александрович	499	25	17	30	19	21	28	33	15	19	16	18	21	19	31	8	22	13	2	6	5	30	5	8	20	9	10	20	8	11	4	6					
		2.55%	1.95%	4.26%	3.20%	2.45%	2.86%	2.06%	2.58%	3.31%	2.22%	2.75%	1.92%	1.65%	1.78%	2.47%	4.97%	3.53%	3.16%	1.23%	1.44%	3.23%	5.11%	3.21%	4.68%	2.49%	2.37%	2.16%	2.08%	5.26%	2.32%	3.10%	2.90%					
20	. Миронов Сергей Михайлович	155	7	6	9	4	4	12	9	4	6	1	4	14	7	12	3	8	3	2	4	1	6	1	2	2	1	4	12	3	0	4	0					
		0.79%	0.54%	1.50%	0.96%	0.52%	0.55%	0.88%	0.70%	0.88%	0.70%	0.17%	0.43%	1.10%	0.66%	0.96%	1.86%	1.28%	0.73%	1.23%	0.96%	0.65%	1.02%	0.64%	1.17%	0.25%	0.26%	0.86%	1.25%	1.97%	0.00%	3.10%	0.00%					
21	. Путин Владимир Владимирович	14127	854	276	665	562	520	997	908	304	615	407	664	929	747	902	124	466	312	134	312	126	422	102	140	607	271	347	679	115	361	101	158					
		72.07%	66.46%	69.17%	70.97%	72.61%	70.94%	73.53%	71.05%	67.11%	71.85%	69.93%	70.79%	73.15%	70.08%	71.82%	77.02%	74.68%	75.91%	82.72%	74.64%	81.29%	71.89%	65.38%	81.87%	75.50%	71.32%	74.78%	70.51%	75.66%	76.00%	78.29%	76.33%					
22	. Хакамада Ирина Муцуовна	952	54	21	63	55	41	59	96	32	26	19	59	78	74	64	2	30	14	3	3	1	21	1	0	19	18	18	54	3	17	2	5					
		4.86%	4.20%	5.26%	6.72%	7.11%	5.59%	4.35%	7.51%	7.06%	3.04%	3.26%	6.29%	6.14%	6.94%	5.10%	1.24%	4.81%	3.41%	1.85%	0.72%	0.65%	3.58%	0.64%	0.00%	2.36%	4.74%	3.88%	5.61%	1.97%	3.58%	1.55%	2.42%					
23	. Харитонов Николай Михайлович	2432	236	47	102	71	91	153	133	66	104	94	129	137	152	153	8	60	44	11	69	4	73	35	13	97	50	48	128	13	72	14	25					
		12.41%	18.37%	11.78%	10.89%	9.17%	12.41%	11.28%	10.41%	14.57%	12.15%	16.15%	13.75%	10.79%	14.26%	12.18%	4.97%	9.62%	10.71%	6.79%	16.51%	2.58%	12.44%	22.44%	7.60%	12.06%	13.16%	10.34%	13.29%	8.55%	15.16%	10.85%	12.08%					
																																						
24	Против всех	530	40	10	24	29	24	35	40	13	23	21	28	35	29	27	12	11	6	5	12	7	20	2	3	18	8	10	22	3	4	2	7					
		2.70%	3.11%	2.51%	2.56%	3.75%	3.27%	2.58%	3.13%	2.87%	2.69%	3.61%	2.99%	2.76%	2.72%	2.15%	7.45%	1.76%	1.46%	3.09%	2.87%	4.52%	3.41%	1.28%	1.75%	2.24%	2.11%	2.16%	2.28%	1.97%	0.84%	1.55%	3.38%					
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
