Выборы Президента Российской Федерации																																										
Дата голосования: 18.03.2018																																										
																																										
Наименование Избирательной комиссии:    Сухоложская городская																																										
																																										
Сводная таблица итогов голосования																																										
																																										
	Число участковых избирательных комиссий	31																																								
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	31																																								
																																										
		Сумма	УИК №2526	УИК №2527	УИК №2528	УИК №2529	УИК №2530	УИК №2531	УИК №2532	УИК №2533	УИК №2534	УИК №2535	УИК №2536	УИК №2537	УИК №2538	УИК №2539	УИК №2540	УИК №2541	УИК №2542	УИК №2543	УИК №2544	УИК №2545	УИК №2546	УИК №2547	УИК №2548	УИК №2549	УИК №2550	УИК №2551	УИК №2552	УИК №2553	УИК №2554	УИК №2555	УИК №2556									
1	"Число избирателей, включенных в список избирателей"	36423	1586	1316	2218	1174	1991	1847	2454	1112	1022	1047	1879	1809	1909	2090	1172	1230	902	292	667	361	843	498	227	1666	777	1189	1683	310	673	258	221									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	34250	1450	1200	2000	1100	1800	1700	2300	1050	1000	1000	1750	1750	1800	2000	1100	1150	900	250	650	350	850	450	200	1600	750	1150	1600	250	650	250	200									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	21114	846	660	1395	647	1279	1119	1503	666	634	646	1096	1131	1051	1113	695	625	392	129	473	210	532	265	173	949	394	631	974	158	452	130	146									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1075	24	26	40	17	66	47	33	18	17	10	32	47	32	29	21	53	61	99	29	8	24	36	9	29	34	32	101	37	26	10	28									
6	Число погашенных избирательных бюллетеней	12061	580	514	565	436	455	534	764	366	349	344	622	572	717	858	384	472	447	22	148	132	294	149	18	622	322	487	525	55	172	110	26									
7	Число избирательных бюллетеней в переносных ящиках для голосования	1075	24	26	40	17	66	47	33	18	17	10	32	47	32	29	21	53	61	99	29	8	24	36	9	29	34	32	101	37	26	10	28									
8	Число бюллетеней в стационарных ящиках для голосования	21109	846	660	1395	647	1279	1118	1503	666	634	646	1096	1131	1051	1112	695	625	392	129	473	210	532	265	173	949	394	631	971	158	452	130	146									
9	Число недействительных избирательных бюллетеней	274	11	8	11	14	15	9	11	5	11	1	12	16	17	17	8	2	4	4	8	5	18	5	4	16	2	14	13	2	11	0	0									
10	Число действительных избирательных бюллетеней	21910	859	678	1424	650	1330	1156	1525	679	640	655	1116	1162	1066	1124	708	676	449	224	494	213	538	296	178	962	426	649	1059	193	467	140	174									
11	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
12	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																										
13	Бабурин Сергей Николаевич	154	7	2	9	7	12	6	15	6	6	7	7	3	4	12	5	1	0	1	3	3	5	2	0	6	3	9	8	3	2	0	0									
		0.69%	0.80%	0.29%	0.63%	1.05%	0.89%	0.52%	0.98%	0.88%	0.92%	1.07%	0.62%	0.25%	0.37%	1.05%	0.70%	0.15%	0.00%	0.44%	0.60%	1.38%	0.90%	0.66%	0.00%	0.61%	0.70%	1.36%	0.75%	1.54%	0.42%	0.00%	0.00%									
14	Грудинин Павел Николаевич	2781	107	77	221	97	198	145	195	75	77	78	176	179	134	132	52	91	26	14	49	26	89	43	13	136	47	78	125	8	54	20	19									
		12.54%	12.30%	11.22%	15.40%	14.61%	14.72%	12.45%	12.70%	10.96%	11.83%	11.89%	15.60%	15.20%	12.37%	11.57%	7.26%	13.42%	5.74%	6.14%	9.76%	11.93%	16.01%	14.29%	7.14%	13.91%	10.98%	11.76%	11.66%	4.10%	11.30%	14.29%	10.92%									
15	Жириновский Владимир Вольфович	2016	81	77	98	59	110	82	123	39	58	56	105	72	103	105	54	76	66	44	57	30	54	27	39	95	43	73	99	21	40	13	17									
