12	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																										
13	Бабурин Сергей Николаевич	192	5	0	2	5	0	0	3	0	3	0	0	0	2	1	2	2	1	4	1	1	4	1	2	16	9	11	10	4	12	10	7	2	2	10	3	1	4	3	3	4	1	1	1	0	0	0	0	2	0	0	7	2	4	1	6	1	0	1	0	3	1	7	4									
		0.90%	0.66%	0.00%	0.70%	1.29%	0.00%	0.00%	0.57%	0.00%	1.20%	0.00%	0.00%	0.00%	0.44%	0.66%	1.54%	1.44%	0.50%	0.76%	0.30%	0.43%	0.50%	0.58%	0.98%	1.75%	0.94%	1.14%	1.37%	0.86%	2.14%	1.68%	0.99%	0.21%	0.54%	1.53%	0.71%	0.51%	0.61%	2.07%	1.47%	0.57%	0.56%	0.26%	0.61%	0.00%	0.00%	0.00%	0.00%	0.70%	0.00%	0.00%	0.82%	1.35%	1.04%	1.05%	1.61%	0.72%	0.00%	0.18%	0.00%	4.17%	0.97%	2.79%	4.44%									
14	Грудинин Павел Николаевич	2786	75	2	19	47	6	8	20	12	44	8	1	5	39	21	6	10	17	39	19	11	132	25	22	182	166	166	137	59	77	98	95	159	55	87	70	26	100	25	35	154	33	22	2	1	27	6	1	20	17	5	126	18	42	5	39	3	5	85	2	5	8	20	15									
		13.00%	9.87%	3.57%	6.67%	12.14%	8.70%	7.21%	3.81%	10.91%	17.53%	9.76%	1.47%	7.46%	8.59%	13.82%	4.62%	7.19%	8.50%	7.44%	5.76%	4.68%	16.58%	14.45%	10.78%	19.91%	17.26%	17.22%	18.74%	12.66%	13.75%	16.50%	13.44%	16.99%	14.82%	13.34%	16.67%	13.27%	15.15%	17.24%	17.16%	22.00%	18.44%	5.74%	1.23%	1.15%	8.44%	9.84%	2.27%	6.99%	9.55%	2.86%	14.70%	12.16%	10.91%	5.26%	10.48%	2.17%	4.10%	15.57%	2.35%	6.94%	7.77%	7.97%	16.67%									
15	Жириновский Владимир Вольфович	1357	56	4	16	34	2	8	16	11	16	2	5	5	26	9	13	9	6	42	25	14	35	13	13	60	47	77	46	24	35	48	56	65	24	51	28	14	35	10	9	29	6	25	18	7	8	5	0	22	11	4	75	12	26	11	9	11	5	36	4	2	7	4	11									
		6.33%	7.37%	7.14%	5.61%	8.79%	2.90%	7.21%	3.05%	10.00%	6.37%	2.44%	7.35%	7.46%	5.73%	5.92%	10.00%	6.47%	3.00%	8.02%	7.58%	5.96%	4.40%	7.51%	6.37%	6.56%	4.89%	7.99%	6.29%	5.15%	6.25%	8.08%	7.92%	6.94%	6.47%	7.82%	6.67%	7.14%	5.30%	6.90%	4.41%	4.14%	3.35%	6.53%	11.04%	8.05%	2.50%	8.20%	0.00%	7.69%	6.18%	2.29%	8.75%	8.11%	6.75%	11.58%	2.42%	7.97%	4.10%	6.59%	4.71%	2.78%	6.80%	1.59%	12.22%									
16	Путин Владимир Владимирович	16388	609	49	244	291	61	91	472	85	180	71	61	57	357	121	106	114	172	421	280	202	590	127	161	618	696	674	517	360	421	419	526	677	276	476	299	146	500	102	152	501	131	330	138	75	284	50	43	238	149	155	612	111	304	77	300	122	109	411	77	62	85	203	40									
		76.47%	80.13%	87.50%	85.61%	75.19%	88.41%	81.98%	89.90%	77.27%	71.71%	86.59%	89.71%	85.07%	78.63%	79.61%	81.54%	82.01%	86.00%	80.34%	84.85%	85.96%	74.12%	73.41%	78.92%	67.61%	72.35%	69.92%	70.73%	77.25%	75.18%	70.54%	74.40%	72.33%	74.39%	73.01%	71.19%	74.49%	75.76%	70.34%	74.51%	71.57%	73.18%	86.16%	84.66%	86.21%	88.75%	81.97%	97.73%	83.22%	83.71%	88.57%	71.41%	75.00%	78.96%	81.05%	80.65%	88.41%	89.34%	75.27%	90.59%	86.11%	82.52%	80.88%	44.44%									
17	Собчак Ксения Анатольевна	163	2	1	1	3	0	0	1	0	2	0	0	0	6	0	0	2	0	11	1	0	8	3	1	9	14	6	8	1	7	3	10	7	6	5	4	5	4	0	0	1	3	1	1	2	0	0	0	0	0	0	7	2	1	0	4	1	0	1	0	0	0	4	4									
		0.76%	0.26%	1.79%	0.35%	0.78%	0.00%	0.00%	0.19%	0.00%	0.80%	0.00%	0.00%	0.00%	1.32%	0.00%	0.00%	1.44%	0.00%	2.10%	0.30%	0.00%	1.01%	1.73%	0.49%	0.98%	1.46%	0.62%	1.09%	0.21%	1.25%	0.51%	1.41%	0.75%	1.62%	0.77%	0.95%	2.55%	0.61%	0.00%	0.00%	0.14%	1.68%	0.26%	0.61%	2.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.82%	1.35%	0.26%	0.00%	1.08%	0.72%	0.00%	0.18%	0.00%	0.00%	0.00%	1.59%	4.44%									
18	Сурайкин Максим Александрович	102	7	0	0	1	0	1	4	0	4	0	0	0	0	0	0	2	2	1	1	3	6	0	1	5	1	4	1	1	2	4	1	2	1	5	4	1	4	0	0	2	1	2	3	1	0	0	0	0	1	0	5	0	2	0	4	0	1	3	0	0	1	1	6									
		0.48%	0.92%	0.00%	0.00%	0.26%	0.00%	0.90%	0.76%	0.00%	1.59%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.44%	1.00%	0.19%	0.30%	1.28%	0.75%	0.00%	0.49%	0.55%	0.10%	0.41%	0.14%	0.21%	0.36%	0.67%	0.14%	0.21%	0.27%	0.77%	0.95%	0.51%	0.61%	0.00%	0.00%	0.29%	0.56%	0.52%	1.84%	1.15%	0.00%	0.00%	0.00%	0.00%	0.56%	0.00%	0.58%	0.00%	0.52%	0.00%	1.08%	0.00%	0.82%	0.55%	0.00%	0.00%	0.97%	0.40%	6.67%									
19	Титов Борис Юрьевич	66	1	0	2	1	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	4	1	0	5	3	5	1	1	2	1	1	7	1	1	0	0	1	3	1	3	1	0	0	0	1	0	0	0	0	1	5	0	2	0	0	0	2	0	1	0	0	1	4									
		0.31%	0.13%	0.00%	0.70%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.47%	0.00%	0.00%	0.00%	0.77%	0.00%	0.00%	0.19%	0.00%	0.00%	0.50%	0.58%	0.00%	0.55%	0.31%	0.52%	0.14%	0.21%	0.36%	0.17%	0.14%	0.75%	0.27%	0.15%	0.00%	0.00%	0.15%	2.07%	0.49%	0.43%	0.56%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	0.57%	0.58%	0.00%	0.52%	0.00%	0.00%	0.00%	1.64%	0.00%	1.18%	0.00%	0.00%	0.40%	4.44%									
20	Явлинский Григорий Алексеевич	62	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	3	7	3	3	1	0	4	2	4	3	2	2	0	4	0	0	2	0	0	0	1	0	0	0	0	0	0	3	0	1	0	2	0	0	1	0	0	0	1	5									
		0.29%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.38%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.43%	0.13%	0.58%	0.00%	0.33%	0.73%	0.31%	0.41%	0.21%	0.00%	0.67%	0.28%	0.43%	0.81%	0.31%	0.48%	0.00%	0.61%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	1.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%	0.00%	0.26%	0.00%	0.54%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.40%	5.56%									
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
