Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																										
Дата голосования: 04.12.2011																																										
																																										
Наименование Избирательной комиссии:    Сергиевская																																										
																																										
Сводная таблица результатов выборов																																										
																																										
		Сумма	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423					
1	"Число избирателей, внесенных в список избирателей"	37167	612	930	2666	2935	2998	2837	1927	1859	1175	338	1607	1172	222	238	370	313	530	392	637	302	430	523	743	761	164	1063	1141	266	276	2699	2028	1899	301	233	580					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	36136	605	950	2500	2810	2880	2700	1810	1770	1190	350	1500	1080	220	240	370	320	540	400	631	320	410	510	760	780	170	1160	1100	270	280	2600	1950	1840	300	230	590					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	25864	439	762	1699	2017	2143	2049	1479	1396	713	207	1167	968	160	161	263	209	359	263	393	198	319	402	405	566	102	606	801	203	219	1739	1291	1367	216	154	429					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2396	125	46	72	72	31	35	47	43	235	55	38	63	24	27	48	52	73	14	73	34	74	57	190	74	37	123	85	21	11	204	159	78	24	27	25					
6	Число погашенных избирательных бюллетеней	7876	41	142	729	721	706	616	284	331	242	88	295	49	36	52	59	59	108	123	165	88	17	51	165	140	31	431	214	46	50	657	500	395	60	49	136					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2396	125	46	72	72	31	35	47	43	235	55	38	63	24	27	48	52	73	14	73	34	74	57	190	74	37	123	85	21	11	204	159	78	24	27	25					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	25854	439	762	1699	2017	2143	2049	1479	1390	713	207	1167	964	160	161	263	209	359	263	393	198	319	402	405	566	102	606	801	203	219	1739	1291	1367	216	154	429					
9	Число недействительных избирательных бюллетеней	425	5	12	35	47	46	36	18	13	19	9	24	0	0	2	0	7	10	6	4	7	3	8	0	4	1	2	14	4	2	31	18	24	6	5	3					
10	Число действительных избирательных бюллетеней	27825	559	796	1736	2042	2128	2048	1508	1420	929	253	1181	1027	184	186	311	254	422	271	462	225	390	451	595	636	138	727	872	220	228	1912	1432	1421	234	176	451					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	980	12	30	58	65	70	63	49	48	30	9	31	19	5	7	10	9	15	11	12	14	11	14	21	21	5	122	30	7	8	61	43	40	8	6	16					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	734	5	24	30	64	63	54	44	42	10	9	25	11	2	7	9	9	8	4	2	13	0	4	15	21	5	117	8	7	6	43	30	28	1	3	11					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	1143	15	7	159	129	133	118	95	90	5	5	42	117	5	6	5	7	5	2	12	8	14	14	2	11	3	17	35	3	3	10	32	20	6	4	4					
14	Число погашенных неиспользованных открепительных удостоверений	246	7	6	28	1	7	9	5	6	20	0	6	8	3	0	1	0	7	7	10	1	11	10	6	0	0	5	22	0	2	18	13	12	7	3	5					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	20	0	0	2	2	3	5	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	1	0	0	2	0	0	0	1	0	1	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																										
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2151	20	38	127	261	136	113	48	97	37	26	144	39	7	23	25	23	41	25	48	37	17	23	22	47	8	69	115	16	14	102	155	145	20	26	57					
		7.61%	3.55%	4.70%	7.17%	12.49%	6.26%	5.42%	3.15%	6.77%	3.90%	9.92%	11.95%	3.80%	3.80%	12.23%	8.04%	8.81%	9.49%	9.03%	10.30%	15.95%	4.33%	5.01%	3.70%	7.34%	5.76%	9.47%	12.98%	7.14%	6.09%	5.25%	10.69%	10.03%	8.33%	14.36%	12.56%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	2390	18	105	102	252	198	103	166	156	49	32	32	34	17	13	15	34	52	41	48	27	28	39	14	40	25	24	13	26	42	198	149	208	21	28	41					
		8.46%	3.19%	12.99%	5.76%	12.06%	9.11%	4.94%	10.88%	10.89%	5.17%	12.21%	2.66%	3.31%	9.24%	6.91%	4.82%	13.03%	12.04%	14.80%	10.30%	11.64%	7.12%	8.50%	2.35%	6.25%	17.99%	3.29%	1.47%	11.61%	18.26%	10.19%	10.28%	14.39%	8.75%	15.47%	9.03%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	235	3	5	13	25	12	20	10	13	7	2	13	11	16	2	2	1	5	3	1	0	3	2	2	3	1	3	4	2	4	13	19	14	0	0	1					
		0.83%	0.53%	0.62%	0.73%	1.20%	0.55%	0.96%	0.66%	0.91%	0.74%	0.76%	1.08%	1.07%	8.70%	1.06%	0.64%	0.38%	1.16%	1.08%	0.21%	0.00%	0.76%	0.44%	0.34%	0.47%	0.72%	0.41%	0.45%	0.89%	1.74%	0.67%	1.31%	0.97%	0.00%	0.00%	0.22%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	4605	43	32	337	460	451	479	228	227	72	38	212	198	29	29	30	43	49	28	46	30	34	69	100	41	15	78	106	24	32	421	265	225	30	34	70					
		16.30%	7.62%	3.96%	19.03%	22.02%	20.75%	22.98%	14.94%	15.84%	7.59%	14.50%	17.59%	19.28%	15.76%	15.43%	9.65%	16.48%	11.34%	10.11%	9.87%	12.93%	8.65%	15.03%	16.81%	6.41%	10.79%	10.70%	11.96%	10.71%	13.91%	21.67%	18.28%	15.57%	12.50%	18.78%	15.42%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	323	5	4	36	35	19	30	12	22	3	2	11	17	0	0	4	3	1	2	3	4	1	0	0	3	1	6	5	5	1	35	18	28	3	2	2					
		1.14%	0.89%	0.50%	2.03%	1.68%	0.87%	1.44%	0.79%	1.54%	0.32%	0.76%	0.91%	1.66%	0.00%	0.00%	1.29%	1.15%	0.23%	0.72%	0.64%	1.72%	0.25%	0.00%	0.00%	0.47%	0.72%	0.82%	0.56%	2.23%	0.43%	1.80%	1.24%	1.94%	1.25%	1.10%	0.44%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	18029	470	610	1115	993	1306	1294	1042	903	757	153	766	721	115	119	234	150	274	172	316	125	306	318	457	501	88	545	626	146	134	1135	819	799	157	84	279					
		63.82%	83.33%	75.50%	62.96%	47.53%	60.07%	62.09%	68.28%	63.01%	79.85%	58.40%	63.57%	70.20%	62.50%	63.30%	75.24%	57.47%	63.43%	62.09%	67.81%	53.88%	77.86%	69.28%	76.81%	78.28%	63.31%	74.76%	70.65%	65.18%	58.26%	58.41%	56.48%	55.29%	65.42%	46.41%	61.45%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	92	0	2	6	16	6	9	2	2	4	0	3	7	0	0	1	0	0	0	0	2	1	0	0	1	0	2	3	1	1	8	7	2	3	2	1					
		0.33%	0.00%	0.25%	0.34%	0.77%	0.28%	0.43%	0.13%	0.14%	0.42%	0.00%	0.25%	0.68%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	0.86%	0.25%	0.00%	0.00%	0.16%	0.00%	0.27%	0.34%	0.45%	0.43%	0.41%	0.48%	0.14%	1.25%	1.10%	0.22%					
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
