Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																					
Дата голосования: 02.12.2007																																					
																																					
Наименование Избирательной комиссии:    Кобяйская																																					
																																					
Сводная таблица результатов выборов																																					
																																					
		Сумма	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220					
1	"Число избирателей, внесенных в списки избирателей"	8357	380	198	475	434	184	392	327	318	335	220	138	350	510	536	418	241	180	138	286	148	125	82	55	436	297	223	125	297	279	230					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	8315	340	170	440	390	170	340	280	280	300	190	145	350	530	540	435	275	185	165	295	180	135	110	70	425	310	270	130	360	260	245					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	173	0	0	0	0	0	0	0	0	0	0	19	8	11	9	1	0	0	0	0	0	5	0	0	0	0	14	0	24	42	40					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	6295	236	124	332	302	86	176	232	205	217	154	96	277	427	419	345	227	163	114	220	140	103	80	52	366	283	196	125	251	200	147					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	682	29	15	39	30	63	112	31	16	33	30	5	23	40	38	32	14	5	7	24	8	2	2	0	16	14	13	0	22	11	8					
6	Число погашенных избирательных бюллетеней	1165	75	31	69	58	21	52	17	59	50	6	25	42	52	74	57	34	17	44	51	32	25	28	18	43	13	47	5	63	7	50					
7	Число избирательных бюллетеней в переносных ящиках для голосования	855	29	15	39	30	63	112	31	16	33	30	24	31	51	47	33	14	5	7	24	8	7	2	0	16	14	27	0	46	53	48					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6295	236	124	332	302	86	176	232	205	217	154	96	277	427	419	345	227	163	114	220	140	103	80	52	366	283	196	125	251	200	147					
9	Число недействительных избирательных бюллетеней	37	0	0	3	5	2	1	1	2	2	4	1	1	3	5	1	1	1	0	0	0	0	1	0	1	1	0	0	1	0	0					
10	Число действительных избирательных бюллетеней	7113	265	139	368	327	147	287	262	219	248	180	119	307	475	461	377	240	167	121	244	148	110	81	52	381	296	223	125	296	253	195					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	178	7	5	6	7	4	4	6	4	4	4	8	4	6	19	2	5	8	4	7	4	4	4	4	10	10	5	5	10	4	4					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	95	5	5	5	7	1	3	3	2	4	2	8	0	5	18	2	3	4	1	4	4	0	0	0	1	0	3	0	3	1	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	49	2	1	3	1	2	1	2	0	0	1	0	1	1	4	0	5	12	5	1	1	0	0	0	1	1	0	1	3	0	0					
14	Число погашенных неиспользованных открепительных удостоверений	83	2	0	1	0	3	1	3	2	0	2	0	4	1	1	0	2	4	3	3	0	4	4	4	9	10	2	5	7	3	3					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	20	2	0	1	2	2	1	5	1	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																					
