Выборы Президента Российской Федерации																																																																																																																															
Дата голосования: 04.03.2012																																																																																																																															
																																																																																																																															
Наименование Избирательной комиссии:    Сергиево-Посадская																																																																																																																															
																																																																																																																															
Сводная таблица итогов голосования																																																																																																																															
																																																																																																																															
	Число участковых избирательных комиссий	116																																																																																																																													
	Число участковых избирательных комиссий, приступивших к передаче сведений	116																																																																																																																													
																																																																																																																															
		Сумма	УИК №2579	УИК №2580	УИК №2581	УИК №2582	УИК №2583	УИК №2584	УИК №2585	УИК №2586	УИК №2587	УИК №2588	УИК №2589	УИК №2590	УИК №2591	УИК №2592	УИК №2593	УИК №2594	УИК №2595	УИК №2596	УИК №2597	УИК №2598	УИК №2599	УИК №2600	УИК №2601	УИК №2602	УИК №2603	УИК №2604	УИК №2605	УИК №2606	УИК №2607	УИК №2608	УИК №2609	УИК №2610	УИК №2611	УИК №2612	УИК №2613	УИК №2614	УИК №2615	УИК №2616	УИК №2617	УИК №2618	УИК №2619	УИК №2620	УИК №2621	УИК №2622	УИК №2623	УИК №2624	УИК №2625	УИК №2626	УИК №2627	УИК №2628	УИК №2629	УИК №2630	УИК №2631	УИК №2632	УИК №2633	УИК №2634	УИК №2635	УИК №2636	УИК №2637	УИК №2638	УИК №2639	УИК №2640	УИК №2641	УИК №2642	УИК №2643	УИК №2644	УИК №2645	УИК №2646	УИК №2647	УИК №2648	УИК №2649	УИК №2650	УИК №2651	УИК №2652	УИК №2653	УИК №2654	УИК №2655	УИК №2656	УИК №2657	УИК №2658	УИК №2659	УИК №2660	УИК №2661	УИК №2662	УИК №2663	УИК №2664	УИК №2665	УИК №2666	УИК №2667	УИК №2668	УИК №2669	УИК №2670	УИК №2671	УИК №2672	УИК №2673	УИК №2674	УИК №2675	УИК №2676	УИК №2677	УИК №2678	УИК №2679	УИК №2680	УИК №2681	УИК №2682	УИК №2683	УИК №2684	УИК №2685	УИК №2686	УИК №2687	УИК №2688	УИК №2689	УИК №2690	УИК №2691	УИК №2692	УИК №2693	УИК №3383									
1	Число избирателей, включенных в список избирателей	205661	2001	2319	2334	1818	2316	592	1512	1215	223	1739	2465	2643	2698	2005	2529	2885	2589	2666	702	2269	1726	2169	2669	2626	2860	2757	2369	1203	1224	1727	2250	2104	2299	1943	2145	2611	2561	2767	2439	2190	1400	2875	2715	2894	1222	1816	614	1489	1199	2196	2235	1657	2631	324	504	773	1903	2181	2371	1772	1906	2520	1313	2948	1684	2112	2083	1185	1175	1345	1587	1852	1992	2582	1124	2539	2865	2479	1418	248	180	443	711	2760	3132	3107	546	1371	1781	2728	2017	2038	2140	88	1637	1619	2239	1998	1916	831	501	458	1350	1735	1327	882	775	2937	1063	773	686	822	948	1014	1165	56									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	159330	1500	1800	1800	1500	1700	500	1200	1000	300	1500	2000	2000	2000	1500	2000	2200	2000	2000	700	1600	1300	1700	2000	2000	2000	2000	1800	1000	1000	1300	1700	1500	1800	1300	1700	2000	2000	2300	2000	1500	1000	2200	2000	2200	1000	1500	500	1000	1000	1700	1700	1600	1000	300	500	600	1500	1500	1700	1500	1500	2000	1000	2300	1300	1500	1700	1000	800	1000	1200	1500	1500	2000	1000	2000	2200	2000	1000	300	150	500	500	2300	2500	2500	500	1000	1500	2000	1500	1500	1700	80	1200	1200	1700	1500	1500	700	400	400	1300	1600	1000	700	700	2200	800	600	600	700	800	800	1000	200									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	102640	1020	1020	1205	930	997	224	850	619	223	879	1323	1106	1299	1001	1254	1346	1251	1307	376	996	983	1080	1283	1140	1496	1324	965	560	590	618	1133	1031	975	1038	1172	1363	1504	1765	1433	1229	811	1482	1302	1457	534	852	275	643	591	1218	1314	883	579	159	320	380	1045	1048	1344	869	1032	1441	682	1448	893	1159	1013	515	511	563	785	1115	1158	1480	549	1419	1489	1281	737	200	103	299	335	1181	1388	1327	240	683	862	1373	1019	1071	1081	48	771	745	1096	1051	1215	403	267	166	564	915	430	474	296	1822	554	275	282	300	328	455	681	56									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	6235	20	43	21	28	45	4	10	14	0	18	21	40	22	28	32	39	29	28	311	181	25	26	29	46	20	26	22	16	38	48	66	27	53	16	18	22	101	41	33	25	12	39	20	25	43	15	21	45	19	36	29	9	53	25	7	30	20	160	118	18	28	17	71	38	42	31	60	71	33	117	131	83	155	81	45	56	192	111	51	48	14	79	74	224	281	188	13	11	68	42	62	37	47	9	62	19	86	76	20	74	3	67	187	41	143	57	58	28	36	55	37	103	60	33	4	0									
6	Число погашенных избирательных бюллетеней	50455	460	737	574	542	658	272	340	367	77	603	656	854	679	471	714	815	720	665	13	423	292	594	688	814	484	650	813	424	372	634	501	442	772	246	510	615	395	494	534	246	177	679	678	718	423	633	204	312	390	446	357	708	368	116	173	190	435	292	238	613	440	542	247	814	365	310	627	414	256	320	284	302	187	439	406	525	519	608	212	52	33	122	91	895	831	985	247	306	570	585	419	392	572	23	367	436	518	373	265	223	130	167	549	644	427	169	346	350	210	270	281	297	412	312	315	144									
7	Число избирательных бюллетеней в переносных ящиках для голосования	6235	20	43	21	28	45	4	10	14	0	18	21	40	22	28	32	39	29	28	311	181	25	26	29	46	20	26	22	16	38	48	66	27	53	16	18	22	101	41	33	25	12	39	20	25	43	15	21	45	19	36	29	9	53	25	7	30	20	160	118	18	28	17	71	38	42	31	60	71	33	117	131	83	155	81	45	56	192	111	51	48	14	79	74	224	281	188	13	11	68	42	62	37	47	9	62	19	86	76	20	74	3	67	187	41	143	57	58	28	36	55	37	103	60	33	4	0									
8	Число бюллетеней в стационарных ящиках для голосования	102510	1017	1020	1205	930	997	224	850	619	223	879	1323	1103	1299	999	1254	1340	1251	1306	376	996	983	1080	1283	1135	1496	1324	964	560	590	618	1133	1031	971	1038	1170	1360	1496	1760	1430	1224	799	1443	1302	1457	534	852	275	643	591	1218	1314	883	579	159	320	380	1045	1048	1344	869	1031	1440	682	1448	893	1159	1013	515	511	562	784	1115	1158	1467	549	1419	1489	1281	737	200	103	299	335	1181	1388	1327	240	683	862	1367	1019	1071	1081	48	771	745	1096	1051	1215	403	267	166	564	915	430	474	296	1819	554	275	282	300	328	455	679	56									
9	Число недействительных избирательных бюллетеней	2035	19	13	23	21	17	3	15	8	11	15	16	24	23	12	20	24	23	29	10	17	22	21	26	26	21	11	17	15	13	12	19	16	22	17	24	29	15	37	38	29	14	33	20	25	11	13	2	13	7	23	27	12	11	1	8	5	20	28	20	25	23	26	13	17	22	19	15	10	10	9	22	12	28	20	9	24	71	35	17	4	1	12	5	78	45	32	3	3	18	34	17	24	22	0	20	14	18	27	21	8	9	1	4	10	4	7	5	36	13	7	4	10	6	7	10	3									
10	Число действительных избирательных бюллетеней	106710	1018	1050	1203	937	1025	225	845	625	212	882	1328	1119	1298	1015	1266	1355	1257	1305	677	1160	986	1085	1286	1155	1495	1339	969	561	615	654	1180	1042	1002	1037	1164	1353	1582	1764	1425	1220	797	1449	1302	1457	566	854	294	675	603	1231	1316	880	621	183	319	405	1045	1180	1442	862	1036	1431	740	1469	913	1171	1058	576	534	670	893	1186	1285	1528	585	1451	1610	1357	771	244	116	366	404	1327	1624	1483	250	691	912	1375	1064	1084	1106	57	813	750	1164	1100	1214	469	261	232	747	946	569	524	349	1811	577	323	315	393	382	481	673	53									
11	Число полученных открепительных  удостоверений	2806	14	25	29	26	35	10	24	14	0	20	25	27	28	24	35	35	32	26	0	34	24	33	35	29	26	31	30	10	29	20	25	38	34	25	24	39	45	50	30	25	23	35	29	34	14	29	5	15	15	28	32	20	30	0	7	10	29	34	25	21	17	30	25	60	35	35	35	15	29	15	28	35	35	38	18	35	35	20	15	8	5	5	10	29	20	18	10	28	31	36	29	34	27	0	15	14	24	20	25	10	5	5	20	33	44	45	39	31	15	7	15	20	25	15	34	0									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	2751	13	25	29	25	35	9	24	14	0	20	25	27	28	22	34	35	32	24	0	33	24	30	35	29	24	31	30	10	28	20	25	38	34	25	24	36	45	50	30	25	23	35	29	34	14	29	5	14	15	27	32	20	28	0	7	10	26	33	22	21	17	29	25	60	35	35	35	15	29	15	28	33	32	37	18	33	34	20	15	8	5	2	8	29	20	18	6	28	31	36	29	34	27	0	15	14	24	20	24	10	5	4	20	32	44	45	38	28	15	7	15	20	25	15	34	0									
13	Число избирателей, проголосовавших по открепительным удостоверениям	2525	10	15	22	6	83	11	38	11	37	11	19	15	24	18	38	22	7	14	129	41	39	18	26	122	24	14	17	12	8	24	17	16	24	25	13	8	30	27	6	21	13	21	14	26	13	9	33	42	10	12	14	36	12	7	6	4	25	14	10	4	3	11	8	41	13	32	25	23	5	20	36	9	27	114	25	27	43	35	15	4	16	43	27	21	12	34	6	6	11	6	16	19	16	1	14	7	9	26	55	11	12	7	7	76	14	8	9	33	4	7	1	5	1	6	20	56									
14	Число неиспользованных открепительных удостоверений	55	1	0	0	1	0	1	0	0	0	0	0	0	0	2	1	0	0	2	0	1	0	3	0	0	2	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	2	0	0	0	3	1	3	0	0	1	0	0	0	0	0	0	0	0	0	2	3	1	0	2	1	0	0	0	0	3	2	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	3	0	0	0	0	0	0	0	0									
15	Число открепительных удостоверений, выданных избирателям ТИК	177	2	1	2	2	0	1	0	2	0	2	3	1	6	1	2	2	6	3	0	0	4	2	0	4	3	5	3	0	1	2	4	4	2	3	1	0	2	4	2	1	4	2	1	3	2	2	0	2	0	2	6	2	1	1	1	2	1	1	1	2	1	3	2	2	2	1	2	0	2	0	0	0	2	0	1	1	3	2	1	0	0	0	0	2	3	2	1	4	0	0	0	1	2	0	2	0	4	1	3	1	0	0	0	1	1	0	0	0	0	0	1	0	0	2	2	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	Число избирательных бюллетеней, не учтенных при получении	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																																																																															
