Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																					
Дата голосования: 07.12.2003 0:00:00																																					
																																					
Наименование Избирательной комиссии:    Удорская																																					
																																					
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																					
																																					
		Сумма	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609					
1	"Число избирателей, внесенных в списки"	14389	46	370	275	1975	219	223	277	55	361	84	394	317	112	402	62	196	115	210	1758	1630	272	92	1713	140	281	1169	129	729	257	526					
2	"Число бюллетеней, полученных участковыми комиссиями"	15825	47	360	300	1982	231	210	290	67	380	90	420	290	131	441	80	211	140	260	2125	1900	290	90	1810	150	310	1450	140	770	300	560					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	190	0	30	0	0	0	0	41	0	43	0	0	14	4	0	0	0	0	36	0	0	0	9	0	0	0	0	0	0	0	13					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	9642	36	221	195	1263	143	174	195	44	237	70	310	209	89	264	53	137	96	144	1171	967	200	70	1001	136	220	724	79	538	257	399					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	580	10	38	20	93	18	17	12	4	23	7	0	33	15	21	9	22	19	11	49	45	8	6	54	0	14	11	2	19	0	0					
6	Число погашенных бюллетеней	5413	1	71	85	626	70	19	42	19	77	13	110	34	23	156	18	52	25	69	905	888	82	5	755	14	76	715	59	213	43	148					
7	Число бюллетеней в переносных ящиках для голосования	757	10	68	20	93	18	17	53	4	66	7	0	47	19	21	9	22	19	47	49	45	8	15	54	0	14	11	2	19	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	9606	36	221	195	1263	143	174	195	44	237	70	310	209	89	264	53	137	96	144	1122	967	200	70	1001	136	220	724	79	538	257	412					
9	Число недействительных бюллетеней	114	2	9	2	32	2	1	3	0	4	0	4	2	1	4	1	2	0	2	8	11	1	0	8	0	0	5	4	3	1	2					
10	Число действительных бюллетеней	10249	44	280	213	1324	159	190	245	48	299	77	306	254	107	281	61	157	115	189	1163	1001	207	85	1047	136	234	730	77	554	256	410					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	248	3	9	6	20	3	5	5	1	10	5	10	10	6	7	3	10	3	10	25	23	3	0	20	3	10	10	3	10	5	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	160	0	9	6	20	3	5	5	1	10	5	4	0	5	2	1	0	2	0	22	20	3	0	17	3	0	9	0	6	0	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	64	0	2	0	11	2	1	4	1	3	1	1	6	1	1	0	1	1	0	6	5	0	1	3	1	2	2	0	5	3	0					
14	Число погашенных открепительных удостоверений	88	3	0	0	0	0	0	0	0	0	0	6	10	1	5	2	10	1	10	3	3	0	0	3	0	10	1	3	4	5	8					
15	Число открепительных удостоверений выданных ТИК	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																					
18	"1. ""ЕДИНЕНИЕ"""	154	0	6	5	19	3	1	10	2	3	3	6	4	0	3	1	3	2	0	5	7	3	5	18	5	3	11	2	13	4	7					
		1.48%	0.0%	2.07%	2.32%	1.40%	1.86%	0.52%	4.03%	4.16%	0.99%	3.89%	1.93%	1.56%	0.0%	1.05%	1.61%	1.88%	1.73%	0.0%	0.42%	0.69%	1.44%	5.88%	1.70%	3.67%	1.28%	1.49%	2.46%	2.33%	1.55%	1.69%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	181	0	3	3	34	2	2	1	0	3	1	4	4	2	10	0	3	0	2	34	31	4	2	18	0	2	5	4	4	1	2					
		1.74%	0.0%	1.03%	1.39%	2.50%	1.24%	1.04%	0.40%	0.0%	0.99%	1.29%	1.29%	1.56%	1.85%	3.50%	0.0%	1.88%	0.0%	1.04%	2.90%	3.06%	1.92%	2.35%	1.70%	0.0%	0.85%	0.68%	4.93%	0.71%	0.38%	0.48%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	305	2	9	8	45	2	10	8	2	14	2	11	7	1	10	0	5	4	7	33	29	2	8	29	5	11	23	1	9	1	7					
		2.94%	4.34%	3.11%	3.72%	3.31%	1.24%	5.23%	3.22%	4.16%	4.62%	2.59%	3.54%	2.73%	0.92%	3.50%	0.0%	3.14%	3.47%	3.66%	2.81%	2.86%	0.96%	9.41%	2.74%	3.67%	4.70%	3.12%	1.23%	1.61%	0.38%	1.69%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	265	1	2	8	50	6	4	7	2	14	0	4	3	1	9	0	2	0	4	47	31	2	1	23	1	4	14	1	13	5	6					
		2.55%	2.17%	0.69%	3.72%	3.68%	3.72%	2.09%	2.82%	4.16%	4.62%	0.0%	1.29%	1.17%	0.92%	3.15%	0.0%	1.25%	0.0%	2.09%	4.01%	3.06%	0.96%	1.17%	2.18%	0.73%	1.70%	1.90%	1.23%	2.33%	1.94%	1.45%					
22	"5. ""За Русь Святую"""	45	0	3	1	5	0	2	0	1	1	0	1	1	0	2	1	1	0	1	1	2	1	0	8	0	0	8	0	3	0	2					
		0.43%	0.0%	1.03%	0.46%	0.36%	0.0%	1.04%	0.0%	2.08%	0.33%	0.0%	0.32%	0.39%	0.0%	0.70%	1.61%	0.62%	0.0%	0.52%	0.08%	0.19%	0.48%	0.0%	0.75%	0.0%	0.0%	1.08%	0.0%	0.53%	0.0%	0.48%					
23	"6. ""Объединенная Российская партия ""Русь"""	23	0	0	1	2	0	0	0	0	2	1	1	0	0	1	0	0	1	0	3	2	0	0	1	0	0	5	1	1	0	1					
		0.22%	0.0%	0.0%	0.46%	0.14%	0.0%	0.0%	0.0%	0.0%	0.66%	1.29%	0.32%	0.0%	0.0%	0.35%	0.0%	0.0%	0.86%	0.0%	0.25%	0.19%	0.0%	0.0%	0.09%	0.0%	0.0%	0.68%	1.23%	0.17%	0.0%	0.24%					
24	"7. ""Новый курс - Автомобильная Россия"""	59	2	0	2	8	0	1	0	2	2	0	1	2	0	1	0	1	0	0	5	3	2	0	6	0	4	8	0	4	2	3					
		0.56%	4.34%	0.0%	0.93%	0.58%	0.0%	0.52%	0.0%	4.16%	0.66%	0.0%	0.32%	0.78%	0.0%	0.35%	0.0%	0.62%	0.0%	0.0%	0.42%	0.29%	0.96%	0.0%	0.56%	0.0%	1.70%	1.08%	0.0%	0.71%	0.77%	0.72%					
25	"8. ""Народно-республиканская партия России"""	41	0	1	0	3	1	3	8	1	3	1	1	1	1	1	1	1	2	0	1	1	1	0	5	2	1	0	0	0	0	1					
		0.39%	0.0%	0.34%	0.0%	0.22%	0.62%	1.57%	3.22%	2.08%	0.99%	1.29%	0.32%	0.39%	0.92%	0.35%	1.61%	0.62%	1.73%	0.0%	0.08%	0.09%	0.48%	0.0%	0.47%	1.47%	0.42%	0.0%	0.0%	0.0%	0.0%	0.24%					
26	"9. ""Российская экологическая партия ""Зеленые"""	36	0	2	0	9	0	0	0	0	2	0	0	1	0	0	0	0	2	2	6	5	0	1	3	1	0	0	0	1	0	1					
		0.34%	0.0%	0.69%	0.0%	0.66%	0.0%	0.0%	0.0%	0.0%	0.66%	0.0%	0.0%	0.39%	0.0%	0.0%	0.0%	0.0%	1.73%	1.04%	0.51%	0.49%	0.0%	1.17%	0.28%	0.73%	0.0%	0.0%	0.0%	0.17%	0.0%	0.24%					
27	"10. ""Аграрная партия России"""	340	0	32	8	55	3	1	12	1	15	1	4	14	8	26	0	5	10	7	31	27	10	7	27	1	3	19	4	2	4	3					
		3.28%	0.0%	11.07%	3.72%	4.05%	1.86%	0.52%	4.83%	2.08%	4.95%	1.29%	1.29%	5.46%	7.40%	9.12%	0.0%	3.14%	8.69%	3.66%	2.64%	2.66%	4.80%	8.23%	2.55%	0.73%	1.28%	2.58%	4.93%	0.35%	1.55%	0.72%					
28	"11. ""Истинные патриоты России"""	24	0	0	0	1	2	1	1	0	0	1	3	0	0	0	0	0	1	0	1	0	2	0	1	0	0	0	0	3	0	7					
