Выборы Президента Российской Федерации																																						
																																						
Наименование Избирательной комиссии:    Ржевская																																						
																																						
Итоги голосования 																																						
																																						
		Сумма	УИК №852	УИК №853	УИК №854	УИК №855	УИК №856	УИК №857	УИК №858	УИК №859	УИК №860	УИК №861	УИК №862	УИК №863	УИК №864	УИК №865	УИК №866	УИК №867	УИК №868	УИК №869	УИК №870	УИК №871	УИК №872	УИК №873	УИК №874	УИК №875	УИК №876	УИК №877	УИК №878	УИК №879	УИК №880	УИК №881	УИК №882					
1	"Число избирателей, внесенных в список"	10995	297	217	167	240	319	207	101	123	236	388	159	773	230	433	244	427	188	961	188	1222	467	329	305	373	221	322	373	478	183	440	384					
2	Число полученных избирательных бюллетеней	10906	302	218	171	242	321	205	106	122	236	383	161	774	232	430	248	427	185	962	189	1162	471	323	303	367	217	320	350	470	190	439	380					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	5182	108	103	119	76	102	97	80	45	131	175	44	364	122	203	112	206	107	490	68	542	206	168	138	166	102	166	156	312	122	209	143					
5	"Число избирательных бюллетеней, выданных вне помещения"	2224	86	78	24	95	136	53	15	49	57	100	67	68	49	95	58	68	32	51	37	107	95	72	100	74	39	88	156	83	28	60	104					
6	Число погашенных избирательных бюллетеней	3500	108	37	28	71	83	55	11	28	48	108	50	342	61	132	78	153	46	421	84	513	170	83	65	127	76	66	38	75	40	170	133					
7	Число избирательных бюллетеней в переносных ящиках	2224	86	78	24	95	136	53	15	49	57	100	67	68	49	95	58	68	32	51	37	107	95	72	100	74	39	88	156	83	28	60	104					
8	Число бюллетеней в стационарных ящиках для голосования	5182	108	103	119	76	102	97	80	45	131	175	44	364	122	203	112	206	107	490	68	542	206	168	138	166	102	166	156	312	122	209	143					
9	Число недействительных избирательных бюллетеней	18	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	1	0	4	0	2	1	1	0	0	1	3	0	1	0	0	1					
10	Число действительных избирательных бюллетеней	7388	194	181	143	171	238	149	95	94	188	275	111	430	171	298	170	273	139	537	105	647	300	239	238	240	140	251	312	394	150	269	246					
11	Число полученных открепительных  удостоверений	210	5	5	5	5	5	5	5	5	5	10	5	10	5	10	5	10	5	15	5	15	10	5	5	5	5	10	10	5	5	5	5					
12	Число выданных открепительных удостоверений	51	2	0	4	1	2	0	0	0	0	2	0	3	0	1	2	1	0	8	0	9	5	0	0	4	1	0	1	0	2	3	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	46	0	0	2	0	0	1	0	1	2	5	1	0	0	3	0	1	1	0	1	5	0	1	1	7	4	2	4	2	0	0	2					
14	Число неиспользованных открепительных удостоверений	159	3	5	1	4	3	5	5	5	5	8	5	7	5	9	3	9	5	7	5	6	5	5	5	1	4	10	9	5	3	2	5					
15	"Число открепительных удостоверений, выданных в ТИК"	11	0	0	0	0	0	1	0	0	0	1	1	1	0	1	0	0	0	1	0	0	0	0	0	3	0	0	0	0	2	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																						
18	. Глазьев Сергей Юрьевич	155	2	1	4	0	1	2	3	1	1	7	0	7	5	3	2	5	2	27	4	12	12	3	6	2	8	3	7	2	3	8	12					
		2.09%	1.03%	0.55%	2.80%	0.00%	0.42%	1.33%	3.16%	1.06%	0.53%	2.55%	0.00%	1.62%	2.92%	1.01%	1.18%	1.82%	1.44%	4.99%	3.81%	1.85%	3.99%	1.25%	2.52%	0.83%	5.67%	1.18%	2.24%	0.51%	2.00%	2.97%	4.86%					
19	. Малышкин Олег Александрович	226	10	9	8	3	5	3	4	2	11	6	3	18	3	4	5	7	2	9	2	24	7	11	2	8	3	15	14	15	7	5	1					
		3.05%	5.15%	4.97%	5.59%	1.75%	2.10%	2.00%	4.21%	2.13%	5.85%	2.18%	2.70%	4.17%	1.75%	1.34%	2.94%	2.55%	1.44%	1.66%	1.90%	3.70%	2.33%	4.58%	0.84%	3.33%	2.13%	5.91%	4.49%	3.80%	4.67%	1.86%	0.40%					
