Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																					
Дата голосования: 04.12.2011																																																					
																																																					
Наименование Избирательной комиссии:    Рыльская																																																					
																																																					
Сводная таблица результатов выборов																																																					
																																																					
		Сумма	УИК №861	УИК №862	УИК №863	УИК №864	УИК №865	УИК №866	УИК №867	УИК №868	УИК №869	УИК №870	УИК №871	УИК №872	УИК №873	УИК №874	УИК №875	УИК №876	УИК №877	УИК №878	УИК №879	УИК №880	УИК №881	УИК №882	УИК №883	УИК №884	УИК №885	УИК №886	УИК №887	УИК №888	УИК №889	УИК №890	УИК №891	УИК №892	УИК №893	УИК №894	УИК №895	УИК №896	УИК №897	УИК №898	УИК №899	УИК №900	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906					
1	"Число избирателей, внесенных в список избирателей"	29185	1297	1153	1293	1546	1631	1192	1693	2174	1386	406	252	223	196	147	1202	400	455	1817	639	408	820	769	369	154	478	1086	429	160	210	229	681	344	217	326	254	283	281	239	257	84	747	189	268	308	120	373					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	26472	1164	1055	1189	1420	1495	1082	1530	1990	1238	365	229	203	177	133	1095	354	410	1651	588	370	747	700	330	137	437	971	387	140	191	203	620	310	194	295	229	260	253	208	232	76	683	169	242	279	107	334					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	13747	676	538	537	766	717	552	650	938	702	141	120	83	94	93	603	168	243	974	285	204	350	314	183	82	270	444	195	68	101	115	239	244	151	149	128	163	134	121	158	34	304	99	174	143	84	216					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1680	42	44	29	13	57	41	20	37	25	96	36	41	32	19	66	73	13	32	35	26	21	16	14	19	34	104	72	38	18	15	89	36	10	69	20	30	40	18	22	13	72	21	27	33	14	38					
6	Число погашенных избирательных бюллетеней	11045	446	473	623	641	721	489	860	1015	511	128	73	79	51	21	426	113	154	645	268	140	376	370	133	36	133	423	120	34	72	73	292	30	33	77	81	67	79	69	52	29	307	49	41	103	9	80					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1680	42	44	29	13	57	41	20	37	25	96	36	41	32	19	66	73	13	32	35	26	21	16	14	19	34	104	72	38	18	15	89	36	10	69	20	30	40	18	22	13	72	21	27	33	14	38					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	13744	676	538	537	766	717	552	650	935	702	141	120	83	94	93	603	168	243	974	285	204	350	314	183	82	270	444	195	68	101	115	239	244	151	149	128	163	134	121	158	34	304	99	174	143	84	216					
9	Число недействительных избирательных бюллетеней	229	6	9	5	12	5	8	10	14	10	0	1	2	3	1	6	5	2	18	10	4	12	8	8	1	9	12	4	0	1	2	3	3	3	1	4	1	1	3	0	0	3	5	2	6	5	1					
10	Число действительных избирательных бюллетеней	15195	712	573	561	767	769	585	660	958	717	237	155	122	123	111	663	236	254	988	310	226	359	322	189	100	295	536	263	106	118	128	325	277	158	217	144	192	173	136	180	47	373	115	199	170	93	253					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	470	30	25	30	30	35	40	30	40	30	5	3	3	3	3	10	3	5	20	10	5	8	7	3	3	5	10	5	3	3	3	10	2	2	3	3	3	3	3	3	2	10	3	3	3	2	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	221	8	12	28	20	32	37	11	17	10	0	1	0	0	0	4	0	3	10	0	2	2	4	0	0	5	2	0	0	1	0	2	1	0	1	0	0	1	0	0	0	5	2	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	148	13	4	4	5	7	9	3	1	4	1	2	2	0	1	4	6	1	16	2	2	8	4	1	1	1	4	0	2	2	3	2	2	1	2	2	2	2	6	2	2	2	2	1	1	1	5					
14	Число погашенных неиспользованных открепительных удостоверений	249	22	13	2	10	3	3	19	23	20	5	2	3	3	3	6	3	2	10	10	3	6	3	3	3	0	8	5	3	2	3	8	1	2	2	3	3	2	3	3	2	5	1	3	3	2	5					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	14	0	1	0	1	1	2	0	3	0	0	0	0	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																					
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2229	146	99	121	151	157	106	107	184	124	20	12	11	11	1	89	20	46	169	22	28	39	36	5	3	45	110	17	9	14	11	30	17	14	15	30	14	9	23	26	5	68	13	18	13	5	16					
		14.45%	20.33%	17.01%	21.38%	19.38%	20.28%	17.88%	15.97%	18.93%	17.06%	8.44%	7.69%	8.87%	8.73%	0.89%	13.30%	8.30%	17.97%	16.80%	6.88%	12.17%	10.51%	10.91%	2.54%	2.97%	14.80%	20.07%	6.37%	8.49%	11.76%	8.46%	9.15%	6.07%	8.70%	6.88%	20.27%	7.25%	5.17%	16.55%	14.44%	10.64%	18.09%	10.83%	8.96%	7.39%	5.10%	6.30%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	2470	136	104	93	138	131	137	141	195	159	25	24	11	15	9	124	52	43	157	34	16	52	67	20	17	52	77	25	15	12	15	39	28	18	24	25	32	25	15	37	9	65	11	12	9	13	12					
		16.01%	18.94%	17.87%	16.43%	17.72%	16.93%	23.10%	21.04%	20.06%	21.87%	10.55%	15.38%	8.87%	11.90%	8.04%	18.54%	21.58%	16.80%	15.61%	10.63%	6.96%	14.02%	20.30%	10.15%	16.83%	17.11%	14.05%	9.36%	14.15%	10.08%	11.54%	11.89%	10.00%	11.18%	11.01%	16.89%	16.58%	14.37%	10.79%	20.56%	19.15%	17.29%	9.17%	5.97%	5.11%	13.27%	4.72%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	203	13	8	5	11	14	12	7	8	14	2	3	2	3	1	8	2	1	25	3	0	5	5	4	3	2	3	1	0	1	2	5	0	1	3	2	2	1	5	2	0	5	2	1	2	2	2					
		1.32%	1.81%	1.37%	0.88%	1.41%	1.81%	2.02%	1.04%	0.82%	1.93%	0.84%	1.92%	1.61%	2.38%	0.89%	1.20%	0.83%	0.39%	2.49%	0.94%	0.00%	1.35%	1.52%	2.03%	2.97%	0.66%	0.55%	0.37%	0.00%	0.84%	1.54%	1.52%	0.00%	0.62%	1.38%	1.35%	1.04%	0.57%	3.60%	1.11%	0.00%	1.33%	1.67%	0.50%	1.14%	2.04%	0.79%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	2905	166	155	136	190	182	117	154	248	173	40	16	27	13	6	103	51	51	217	36	15	79	65	35	21	55	99	22	20	9	16	67	12	24	32	22	28	16	27	26	4	60	13	16	12	11	18					
