Выборы Президента Российской Федерации																																														
Дата голосования: 02.03.2008																																														
																																														
Наименование Избирательной комиссии:    Березовская городская																																														
																																														
Сводная таблица результатов выборов																																														
																																														
	Число участковых избирательных комиссий	39																																												
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	39																																												
																																														
		Сумма	УИК №1136	УИК №1137	УИК №1138	УИК №1139	УИК №1140	УИК №1141	УИК №1142	УИК №1143	УИК №1144	УИК №1145	УИК №1146	УИК №1147	УИК №1148	УИК №1149	УИК №1150	УИК №1151	УИК №1152	УИК №1153	УИК №1154	УИК №1155	УИК №1156	УИК №1157	УИК №1158	УИК №1159	УИК №1160	УИК №1161	УИК №1162	УИК №1163	УИК №1164	УИК №1165	УИК №1166	УИК №1167	УИК №1168	УИК №1169	УИК №1170	УИК №1171	УИК №1172	УИК №1173	УИК №1174					
1	"Число избирателей, включенных в списки избирателей"	50409	2185	2091	2099	2319	2288	150	1683	1658	1806	1186	629	797	2273	2059	1221	957	899	547	1148	1639	1232	1614	1988	1310	1243	184	1721	159	168	100	1673	1576	401	1603	1297	1629	730	236	1911					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	47250	2100	2050	2000	2200	2200	150	1600	1600	1700	1150	550	650	2050	1850	1100	900	800	450	1050	1650	1150	1550	1950	1150	1100	200	1600	150	150	100	1600	1500	300	1550	1150	1550	650	200	1850					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	26873	1117	1279	1240	1369	1336	77	961	883	925	664	329	400	1252	923	571	472	413	305	626	863	665	908	1026	708	544	116	849	83	104	56	835	761	179	992	591	849	365	156	1081					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	2200	34	19	20	63	81	57	43	33	90	83	25	50	43	140	23	26	58	19	67	46	20	15	50	56	97	13	101	24	15	18	179	120	75	26	229	32	65	22	23					
6	Число погашенных избирательных бюллетеней	18177	949	752	740	768	783	16	596	684	685	403	196	200	755	787	506	402	329	126	357	741	465	627	874	386	459	71	650	43	31	26	586	619	46	532	330	669	220	22	746					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2200	34	19	20	63	81	57	43	33	90	83	25	50	43	140	23	26	58	19	67	46	20	15	50	56	97	13	101	24	15	18	179	120	75	26	229	32	65	22	23					
8	Число бюллетеней в стационарных ящиках для голосования	26868	1117	1279	1240	1369	1336	77	961	883	925	664	329	400	1251	923	571	472	413	305	626	863	665	908	1026	708	544	116	849	83	104	56	835	761	179	991	590	849	365	156	1079					
9	Число недействительных избирательных бюллетеней	446	14	25	18	21	18	0	13	12	16	8	4	10	16	14	12	9	9	10	13	13	6	7	20	8	9	0	8	1	2	0	12	20	4	15	20	17	10	3	29					
10	Число действительных избирательных бюллетеней	28622	1137	1273	1242	1411	1399	134	991	904	999	739	350	440	1278	1049	582	489	462	314	680	896	679	916	1056	756	632	129	942	106	117	74	1002	861	250	1002	799	864	420	175	1073					
11	Число полученных открепительных  удостоверений	785	35	25	35	40	35	0	25	20	15	10	10	15	30	25	10	10	15	5	20	20	30	30	25	15	15	5	35	5	5	5	30	35	10	45	15	25	20	5	30					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	469	15	14	24	35	26	0	12	18	14	9	7	3	29	15	6	3	11	4	7	18	9	12	22	5	11	1	19	4	0	0	19	17	3	22	8	13	8	1	25					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	453	18	15	20	19	26	7	15	11	9	3	7	6	16	14	5	5	13	9	54	4	6	12	12	6	14	0	9	8	1	2	20	15	11	8	13	8	13	8	11					
14	Число неиспользованных открепительных удостоверений	316	20	11	11	5	9	0	13	2	1	1	3	12	1	10	4	7	4	1	13	2	21	18	3	10	4	4	16	1	5	5	11	18	7	23	7	12	12	4	5					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	10	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																														
18	Богданов Андрей Владимирович	394	21	12	22	25	20	2	9	12	9	11	3	7	17	10	9	8	5	7	17	11	10	13	19	6	12	0	9	1	0	0	10	8	4	8	17	15	4	2	19					
		1.36%	1.82%	0.92%	1.75%	1.75%	1.41%	1.49%	0.90%	1.31%	0.89%	1.47%	0.85%	1.56%	1.31%	0.94%	1.52%	1.61%	1.06%	2.16%	2.45%	1.21%	1.46%	1.41%	1.77%	0.79%	1.87%	0.00%	0.95%	0.93%	0.00%	0.00%	0.99%	0.91%	1.57%	0.79%	2.08%	1.70%	0.93%	1.12%	1.72%					
19	Жириновский Владимир Вольфович	4050	150	164	177	175	187	13	144	130	122	118	68	80	174	168	94	59	65	40	98	138	104	113	139	93	86	37	120	16	30	5	164	129	44	125	98	119	56	35	173					
		13.93%	13.03%	12.63%	14.05%	12.22%	13.20%	9.70%	14.34%	14.19%	12.02%	15.80%	19.21%	17.78%	13.45%	15.80%	15.82%	11.85%	13.80%	12.35%	14.14%	15.18%	15.18%	12.24%	12.92%	12.17%	13.42%	28.68%	12.63%	14.95%	25.21%	6.76%	16.17%	14.64%	17.32%	12.29%	11.97%	13.51%	13.02%	19.66%	15.70%					
20	Зюганов Геннадий Андреевич	3267	124	156	141	206	193	8	114	95	121	55	20	63	147	128	73	42	36	31	62	100	83	87	136	129	73	11	144	8	9	9	103	122	18	84	71	107	34	13	111					
		11.24%	10.77%	12.02%	11.19%	14.39%	13.62%	5.97%	11.35%	10.37%	11.92%	7.36%	5.65%	14.00%	11.36%	12.04%	12.29%	8.43%	7.64%	9.57%	8.95%	11.00%	12.12%	9.43%	12.64%	16.88%	11.39%	8.53%	15.16%	7.48%	7.56%	12.16%	10.16%	13.85%	7.09%	8.26%	8.67%	12.15%	7.91%	7.30%	10.07%					
21	Медведев Дмитрий Анатольевич	20911	842	941	902	1005	999	111	724	667	747	555	259	290	940	743	406	380	356	236	503	647	482	703	762	528	461	81	669	81	78	60	725	602	184	785	613	623	326	125	770					
		71.94%	73.15%	72.50%	71.59%	70.18%	70.50%	82.84%	72.11%	72.82%	73.60%	74.30%	73.16%	64.44%	72.64%	69.90%	68.35%	76.31%	75.58%	72.84%	72.58%	71.18%	70.36%	76.16%	70.82%	69.11%	71.92%	62.79%	70.42%	75.70%	65.55%	81.08%	71.50%	68.33%	72.44%	77.19%	74.85%	70.72%	75.81%	70.22%	69.87%					
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
