Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																								
Дата голосования: 07.12.2003 0:00:00																																																								
																																																								
Наименование Избирательной комиссии:    Промышленновская																																																								
																																																								
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																								
																																																								
		Сумма	УИК №1413	УИК №1414	УИК №1415	УИК №1416	УИК №1417	УИК №1418	УИК №1419	УИК №1420	УИК №1421	УИК №1422	УИК №1423	УИК №1424	УИК №1425	УИК №1426	УИК №1427	УИК №1428	УИК №1429	УИК №1430	УИК №1431	УИК №1432	УИК №1433	УИК №1434	УИК №1435	УИК №1436	УИК №1437	УИК №1438	УИК №1439	УИК №1440	УИК №1441	УИК №1442	УИК №1443	УИК №1444	УИК №1445	УИК №1446	УИК №1447	УИК №1448	УИК №1449	УИК №1450	УИК №1451	УИК №1452	УИК №1453	УИК №1454	УИК №1455	УИК №1456	УИК №1457	УИК №1458	УИК №1459	УИК №1460	УИК №1461					
1	"Число избирателей, внесенных в списки"	33769	1668	1598	1582	1569	1531	1461	1596	1684	488	103	1036	261	784	301	474	116	150	570	572	315	269	200	576	471	1056	646	1241	1347	481	791	437	517	807	454	272	548	516	928	131	168	980	379	685	391	335	299	99	342	544					
2	"Число бюллетеней, полученных участковыми комиссиями"	30949	1450	1400	1400	1400	1400	1300	1400	1400	450	106	950	225	700	300	450	129	143	550	500	300	250	201	500	450	1000	700	1100	1250	450	750	400	500	750	450	250	500	500	850	137	167	900	350	600	350	300	300	91	300	650					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	21686	957	829	791	855	916	861	976	1001	402	70	701	209	608	240	401	107	129	454	346	256	230	181	411	306	591	402	707	814	264	381	331	323	523	305	202	382	474	626	118	156	623	274	487	211	229	218	83	227	498					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	2589	61	70	80	58	88	47	69	117	25	19	87	12	54	22	25	9	9	76	86	27	16	14	46	53	156	84	110	95	38	73	23	79	80	52	32	66	0	82	4	1	110	40	67	91	42	14	2	32	46					
6	Число погашенных бюллетеней	6674	432	501	529	487	396	392	355	282	23	17	162	4	38	38	24	13	5	20	68	17	4	6	43	91	253	214	283	341	148	296	46	98	147	93	16	52	26	142	15	10	167	36	46	48	29	68	6	41	106					
7	Число бюллетеней в переносных ящиках для голосования	2589	61	70	80	58	88	47	69	117	25	19	87	12	54	22	25	9	9	76	86	27	16	14	46	53	156	84	110	95	38	73	23	79	80	52	32	66	0	82	4	1	110	40	67	91	42	14	2	32	46					
8	Число бюллетеней в стационарных ящиках для голосования	21625	896	829	791	855	916	861	976	1001	402	70	701	209	608	240	401	107	129	454	346	256	230	181	411	306	591	402	707	814	264	381	331	323	523	305	202	382	474	626	118	156	623	274	487	211	229	218	83	227	498					
9	Число недействительных бюллетеней	374	9	5	89	12	11	9	8	11	3	3	10	4	11	1	3	0	1	39	7	8	8	0	7	2	5	6	9	1	10	2	0	17	4	9	1	3	5	10	1	0	5	8	5	2	1	3	1	1	4					
10	Число действительных бюллетеней	23840	948	894	782	901	993	899	1037	1107	424	86	778	217	651	261	423	116	137	491	425	275	238	195	450	357	742	480	808	908	292	452	354	385	599	348	233	445	469	698	121	157	728	306	549	300	270	229	84	258	540					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	391	20	20	20	20	20	20	20	20	6	3	9	4	7	4	6	4	4	5	5	6	5	5	7	5	9	6	10	10	5	6	5	6	8	5	3	6	6	8	3	3	8	3	8	4	5	5	3	5	6					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	148	14	7	5	11	11	8	10	20	6	3	6	0	0	0	4	0	0	0	1	2	0	0	1	2	9	1	1	10	0	0	0	0	0	1	0	0	0	2	3	0	0	2	6	1	1	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	117	2	5	4	4	13	6	1	4	2	1	8	1	0	4	0	0	0	2	1	4	0	0	1	0	4	3	8	0	0	3	2	0	0	1	3	2	3	5	1	1	0	1	7	1	2	1	2	2	2					
14	Число погашенных открепительных удостоверений	243	6	13	15	9	9	12	10	0	0	0	3	4	7	4	2	4	4	5	4	4	5	5	6	3	0	5	9	0	5	6	5	6	8	4	3	6	6	6	0	3	8	1	2	3	4	5	3	5	6					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																								
18	"1. ""ЕДИНЕНИЕ"""	309	14	6	11	11	4	10	7	5	2	1	15	2	4	7	11	8	0	7	4	6	6	6	9	4	12	3	7	13	5	3	2	0	11	4	3	11	2	14	3	1	10	11	5	5	8	2	3	5	6					
		1.27%	1.46%	0.66%	1.26%	1.20%	0.39%	1.10%	0.66%	0.44%	0.46%	1.12%	1.90%	0.90%	0.60%	2.67%	2.58%	6.89%	0.0%	1.32%	0.92%	2.12%	2.43%	3.07%	1.96%	1.11%	1.60%	0.61%	0.85%	1.43%	1.65%	0.66%	0.56%	0.0%	1.82%	1.12%	1.28%	2.45%	0.42%	1.97%	2.45%	0.63%	1.36%	3.50%	0.90%	1.65%	2.95%	0.86%	3.52%	1.93%	1.10%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	172	9	8	7	11	10	11	12	18	2	0	15	1	2	1	2	0	0	0	3	3	0	1	2	0	4	1	3	11	9	2	3	0	0	0	2	2	0	3	1	2	4	2	2	1	0	0	0	2	0					
		0.71%	0.94%	0.88%	0.80%	1.20%	0.99%	1.21%	1.14%	1.61%	0.46%	0.0%	1.90%	0.45%	0.30%	0.38%	0.46%	0.0%	0.0%	0.0%	0.69%	1.06%	0.0%	0.51%	0.43%	0.0%	0.53%	0.20%	0.36%	1.21%	2.98%	0.44%	0.84%	0.0%	0.0%	0.0%	0.85%	0.44%	0.0%	0.42%	0.81%	1.27%	0.54%	0.63%	0.36%	0.33%	0.0%	0.0%	0.0%	0.77%	0.0%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	255	10	8	10	10	7	9	16	12	7	1	5	3	6	2	8	2	4	1	7	6	0	0	3	4	6	2	8	11	10	8	3	0	3	3	4	2	0	8	1	0	9	1	4	7	1	15	2	2	4					
