Выборы Президента Российской Федерации																																																															
Дата голосования: 02.03.2008																																																															
																																																															
Наименование Избирательной комиссии:    Троицкая																																																															
																																																															
Сводная таблица результатов выборов																																																															
																																																															
	Число участковых избирательных комиссий	56																																																													
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	56																																																													
																																																															
		Сумма	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403					
1	"Число избирателей, включенных в списки избирателей"	21963	679	92	234	204	1042	232	470	117	75	201	163	117	413	426	157	57	936	478	1158	1564	563	170	866	128	292	345	803	206	436	1295	702	987	102	447	144	188	79	967	206	201	77	175	867	70	149	213	245	162	73	835	150	223	107	110	408	157					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	22082	700	92	220	200	1100	250	500	120	80	200	150	100	400	400	150	70	900	500	1200	1500	550	200	900	130	290	370	800	200	450	1300	700	1000	100	450	140	190	90	950	200	200	90	200	900	80	150	200	250	150	70	850	150	200	100	100	400	150					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	16105	481	75	146	115	832	178	380	85	44	141	107	73	368	287	100	28	740	348	652	1021	391	131	589	106	211	280	669	152	320	935	470	682	86	331	126	160	65	679	153	151	60	129	697	50	116	187	200	127	58	667	113	181	100	94	316	122					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	2364	50	17	60	75	68	34	71	20	22	33	33	19	15	48	18	3	50	47	134	128	29	23	86	8	56	26	39	29	54	187	78	159	12	55	14	15	9	107	20	28	8	27	94	10	17	8	21	21	4	63	32	19	0	6	30	25					
6	Число погашенных избирательных бюллетеней	3613	169	0	14	10	200	38	49	15	14	26	10	8	17	65	32	39	110	105	414	351	130	46	225	16	23	64	92	19	76	178	152	159	2	64	0	15	16	164	27	21	22	44	109	20	17	5	29	2	8	120	5	0	0	0	54	3					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2364	50	17	60	75	68	34	71	20	22	33	33	19	15	48	18	3	50	47	134	128	29	23	86	8	56	26	39	29	54	187	78	159	12	55	14	15	9	107	20	28	8	27	94	10	17	8	21	21	4	63	32	19	0	6	30	25					
8	Число бюллетеней в стационарных ящиках для голосования	16094	481	75	146	115	832	178	380	85	44	141	107	73	368	287	99	28	740	345	652	1021	391	131	589	106	211	280	669	152	320	935	470	680	86	331	126	160	65	674	153	151	60	129	697	50	116	187	200	127	58	667	113	181	100	94	316	122					
9	Число недействительных избирательных бюллетеней	154	6	0	0	1	9	0	0	0	0	0	0	2	1	1	1	0	0	2	11	15	5	0	5	0	0	3	6	1	3	24	7	11	0	3	1	2	0	6	3	0	0	0	8	0	1	0	0	1	0	9	0	3	0	0	0	3					
10	Число действительных избирательных бюллетеней	18304	525	92	206	189	891	212	451	105	66	174	140	90	382	334	116	31	790	390	775	1134	415	154	670	114	267	303	702	180	371	1098	541	828	98	383	139	173	74	775	170	179	68	156	783	60	132	195	221	147	62	721	145	197	100	100	346	144					
11	Число полученных открепительных  удостоверений	1232	25	3	12	21	79	17	45	10	3	11	7	1	20	15	6	25	35	19	50	15	23	36	52	9	1	30	45	14	35	65	41	75	3	5	1	8	23	40	11	12	13	25	75	13	20	4	10	18	8	35	16	12	1	4	25	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1232	25	3	12	21	79	17	45	10	3	11	7	1	20	15	6	25	35	19	50	15	23	36	52	9	1	30	45	14	35	65	41	75	3	5	1	8	23	40	11	12	13	25	75	13	20	4	10	18	8	35	16	12	1	4	25	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	245	3	2	7	2	5	2	7	1	1	2	0	8	6	2	1	3	5	2	10	4	7	1	9	2	1	6	9	2	7	10	5	13	5	5	3	2	3	15	3	2	2	4	9	1	8	1	5	2	6	4	3	3	1	3	4	6					
14	Число неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	18	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	1	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	3	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																															
18	Богданов Андрей Владимирович	105	4	0	1	1	3	5	1	0	0	1	0	2	2	2	1	1	6	1	7	6	3	1	10	1	0	2	6	2	2	6	2	3	1	4	1	1	0	3	0	0	0	0	4	0	0	2	3	0	0	3	0	1	0	0	0	0					
		0.57%	0.75%	0.00%	0.49%	0.53%	0.33%	2.36%	0.22%	0.00%	0.00%	0.57%	0.00%	2.17%	0.52%	0.60%	0.85%	3.23%	0.76%	0.26%	0.89%	0.52%	0.71%	0.65%	1.48%	0.88%	0.00%	0.65%	0.85%	1.10%	0.53%	0.53%	0.36%	0.36%	1.02%	1.04%	0.71%	0.57%	0.00%	0.38%	0.00%	0.00%	0.00%	0.00%	0.51%	0.00%	0.00%	1.03%	1.36%	0.00%	0.00%	0.41%	0.00%	0.50%	0.00%	0.00%	0.00%	0.00%					
19	Жириновский Владимир Вольфович	1839	68	4	41	11	63	28	46	16	9	21	14	13	56	42	5	0	57	39	90	98	36	10	63	9	40	34	70	20	36	109	63	109	7	50	17	15	9	75	18	20	6	15	68	1	16	14	12	8	13	77	16	16	1	7	21	17					
		9.96%	12.81%	4.35%	19.90%	5.79%	7.00%	13.21%	10.20%	15.24%	13.64%	12.07%	10.00%	14.13%	14.62%	12.54%	4.27%	0.00%	7.22%	9.95%	11.45%	8.53%	8.57%	6.49%	9.33%	7.89%	14.98%	11.11%	9.89%	11.05%	9.63%	9.71%	11.50%	12.99%	7.14%	12.95%	12.14%	8.57%	12.16%	9.60%	10.40%	11.17%	8.82%	9.62%	8.60%	1.67%	12.03%	7.18%	5.43%	5.41%	20.97%	10.55%	11.03%	8.00%	1.00%	7.00%	6.07%	11.56%					
20	Зюганов Геннадий Андреевич	3423	167	12	43	16	255	27	88	29	7	38	21	16	74	74	28	1	96	61	125	234	72	28	131	9	31	71	125	17	39	180	110	166	13	58	21	26	8	202	25	22	8	18	148	10	39	25	59	37	5	146	18	32	9	12	64	27					
		18.54%	31.45%	13.04%	20.87%	8.42%	28.33%	12.74%	19.51%	27.62%	10.61%	21.84%	15.00%	17.39%	19.32%	22.09%	23.93%	3.23%	12.15%	15.56%	15.90%	20.37%	17.14%	18.18%	19.41%	7.89%	11.61%	23.20%	17.66%	9.39%	10.43%	16.04%	20.07%	19.79%	13.27%	15.03%	15.00%	14.86%	10.81%	25.86%	14.45%	12.29%	11.76%	11.54%	18.71%	16.67%	29.32%	12.82%	26.70%	25.00%	8.06%	20.00%	12.41%	16.00%	9.00%	12.00%	18.50%	18.37%					
21	Медведев Дмитрий Анатольевич	12937	286	76	121	161	570	152	316	60	50	114	105	59	250	216	82	29	631	289	553	796	304	115	466	95	196	196	501	141	294	803	366	550	77	271	100	131	57	495	127	137	54	123	563	49	77	154	147	102	44	495	111	148	90	81	261	100					
		70.09%	53.86%	82.61%	58.74%	84.74%	63.33%	71.70%	70.07%	57.14%	75.76%	65.52%	75.00%	64.13%	65.27%	64.48%	70.09%	93.55%	79.87%	73.72%	70.36%	69.28%	72.38%	74.68%	69.04%	83.33%	73.41%	64.05%	70.76%	77.90%	78.61%	71.57%	66.79%	65.55%	78.57%	70.21%	71.43%	74.86%	77.03%	63.38%	73.41%	76.54%	79.41%	78.85%	71.18%	81.67%	57.89%	78.97%	66.52%	68.92%	70.97%	67.81%	76.55%	74.00%	90.00%	81.00%	75.43%	68.03%					
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
